Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUG_M_R
802,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
803,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
804,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
805,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
806,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
807,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
808,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
809,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
810,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
811,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
812,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
813,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
814,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
815,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
816,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
817,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
818,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
819,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
820,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Water
821,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
822,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
823,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
824,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
825,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
826,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
827,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
828,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
829,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
830,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
831,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
832,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
833,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
834,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
835,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
836,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
837,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
838,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
839,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
840,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
841,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
842,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
843,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
844,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
845,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
846,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
847,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
848,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
849,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
850,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
851,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
852,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
853,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
854,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
855,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
856,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
857,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
858,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
859,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
860,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
861,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
862,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
863,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
864,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
865,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
866,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
867,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
868,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
869,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
870,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
871,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
872,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
873,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
874,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
875,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
876,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
877,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
878,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
879,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
880,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
881,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
882,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
883,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
884,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
885,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
886,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
887,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
888,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
889,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
890,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
891,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
892,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
893,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
894,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
895,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
896,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
897,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
898,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
899,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
900,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
901,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
902,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
903,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
904,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
905,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
906,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
907,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
908,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
909,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
910,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
911,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
912,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
913,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
914,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
915,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
916,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
917,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
918,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
919,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
920,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
921,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
922,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
923,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
924,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
925,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
926,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
927,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
928,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
929,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
930,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
931,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
932,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
933,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
934,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
935,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
936,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
937,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
938,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
939,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
940,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
941,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
942,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
943,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
944,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
945,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
946,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
947,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
948,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
949,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
950,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
951,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
952,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
953,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
954,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
955,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
956,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
957,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
958,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
959,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
960,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
961,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
962,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
963,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
964,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
965,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
966,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
967,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
968,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
969,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
970,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
971,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
972,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
973,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
974,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
975,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
976,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
977,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
978,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
979,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
980,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
981,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
982,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
983,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
984,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
985,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
986,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
987,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
988,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
989,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
990,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
991,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
992,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
993,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
994,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
995,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
996,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
997,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
998,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
999,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1000,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
1001,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1002,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1003,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1004,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1005,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1006,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1007,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1008,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1009,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1010,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1011,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1012,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1013,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1014,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1015,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1016,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1017,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1018,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1019,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1020,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1021,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1022,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1023,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1024,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1025,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1026,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1027,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1028,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1029,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1030,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1031,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1032,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1033,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1034,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1035,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1036,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1037,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1038,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1039,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1040,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1041,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1042,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1043,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1044,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1045,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1046,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1047,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1048,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1049,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1050,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1051,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1052,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1053,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
1054,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1055,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1056,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1057,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1058,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1059,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1060,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1061,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1062,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1063,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1064,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1065,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1066,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1067,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1068,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1069,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1070,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1071,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1072,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1073,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1074,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1075,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1076,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1077,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1078,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1079,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1080,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1081,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1082,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1083,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1084,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1085,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1086,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1087,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1088,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1089,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1090,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1091,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1092,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1093,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1094,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1095,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1096,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1097,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1098,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1099,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1100,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1101,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1102,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1103,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1104,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1105,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1106,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1107,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1108,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1109,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1110,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1111,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1112,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1113,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1114,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1115,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1116,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1117,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1118,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1119,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1120,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1121,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
