Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGU_M_R
1089,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1090,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1091,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1092,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1093,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1094,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1095,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1096,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1097,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1098,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1099,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1100,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1101,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1102,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1103,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1104,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1105,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1106,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1107,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1108,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1109,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1110,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1111,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1112,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1113,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1114,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1115,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1116,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1117,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1118,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1119,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1120,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1121,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1122,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1123,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1124,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1125,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1126,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1127,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1128,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1129,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1130,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1131,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1132,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1133,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1134,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
1135,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1136,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1137,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1138,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1139,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1140,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1141,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1142,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1143,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1144,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
1145,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
1146,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
1147,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1148,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1149,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
1150,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1151,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1152,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1153,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1154,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1155,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
1156,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
1157,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1158,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1159,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
1160,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1161,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1162,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
1163,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1164,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
1165,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1166,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1168,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1169,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
1170,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1171,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1172,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1173,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1174,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1175,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1176,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1177,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1178,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1179,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
1180,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1181,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1182,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1183,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
1184,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1185,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1186,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1187,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1188,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1189,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1190,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1191,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1192,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1193,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1194,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
1195,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1196,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1197,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
1198,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1199,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1200,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
1201,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1202,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1203,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1204,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1205,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1206,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1207,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1208,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1209,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
1210,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
1211,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
1212,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1213,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1214,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
1215,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
1216,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
1217,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
1218,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
1219,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
1220,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1221,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
1222,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
1223,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
1224,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
1225,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1226,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
1227,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1228,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1229,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1230,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1231,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1232,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1233,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1234,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1235,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1236,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1237,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1238,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1239,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1240,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1241,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1242,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1243,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1244,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1245,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1246,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1247,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1248,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1249,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1250,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1251,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1252,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1253,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1254,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1255,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1256,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
1257,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1258,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1259,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1260,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1261,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1262,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
1263,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1264,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1265,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1266,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1267,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1268,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1269,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1270,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1271,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
1272,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1273,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1274,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1275,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
1276,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1277,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1278,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1279,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1280,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1281,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1282,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1283,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1284,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1285,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1286,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
1287,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1288,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1289,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1290,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1291,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1292,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1293,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1294,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1295,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1296,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1297,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1298,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1299,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1300,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1301,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1302,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1303,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1304,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1305,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1306,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1307,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1308,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1309,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1310,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1311,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1312,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1313,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1314,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1315,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1316,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1317,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1318,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1319,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1320,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1321,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1322,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1323,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1324,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
1325,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1326,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1327,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1328,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1329,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1330,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1331,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1332,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
1333,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1334,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1335,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1336,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1337,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1338,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1339,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1340,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
1341,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1342,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1343,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1344,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1345,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1346,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1347,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1348,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
1349,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1350,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1351,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1352,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1353,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1354,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1355,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1356,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1357,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1358,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1359,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1360,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1361,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1362,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1363,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1364,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1365,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1366,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1367,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1368,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1369,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1370,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1371,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1372,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1373,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1374,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1375,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1376,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1377,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1378,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1379,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1380,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1381,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1382,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1383,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1384,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1385,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1386,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1387,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1388,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1389,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1390,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1391,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1392,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1393,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Cropland
1394,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1395,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1396,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1397,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1398,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1399,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1400,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1401,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
