Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRQ_M_R
298,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
299,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
300,Grassland,NULL,Cropland,Water,Non_Wetland,Water
301,Grassland,NULL,Wetland,NULL,Wetland,NULL
302,Grassland,NULL,Wetland,NULL,Wetland,Grassland
303,Grassland,NULL,Wetland,NULL,Wetland,Forest
304,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland
305,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
306,Grassland,NULL,Wetland,Water,Wetland,Bareland
307,Grassland,NULL,Wetland,Water,Wetland,Water
308,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
309,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
310,Grassland,NULL,Bareland,Water,Non_Wetland,Water
311,Grassland,NULL,Water,NULL,Water,Grassland
312,Grassland,NULL,Water,Non_Water,Water,Grassland
313,Grassland,NULL,Water,Non_Water,Water,Bareland
314,Grassland,NULL,Water,Non_Water,Water,Forest
315,Grassland,NULL,Water,Water,Water,Grassland
316,Grassland,NULL,Water,Water,Water,Bareland
317,Grassland,NULL,Water,Water,Water,Water
318,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
319,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
320,Grassland,NULL,Forest,NULL,Non_Wetland,Water
321,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
322,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
323,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
324,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
325,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
326,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
327,Grassland,NULL,Forest,Water,Non_Wetland,Water
328,Grassland,NULL,Forest,Water,Non_Wetland,Forest
329,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
330,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
331,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
332,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
333,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
334,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
335,Grassland,Bareland,Bareland,Water,Non_Wetland,Bareland
336,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
337,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
338,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
339,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
340,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
341,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
342,Grassland,Water,Grassland,Non_Water,Non_Wetland,Water
343,Grassland,Water,Wetland,NULL,Wetland,Forest
344,Grassland,Water,Wetland,Non_Water,Wetland,Water
345,Grassland,Water,Wetland,Non_Water,Wetland,Forest
346,Grassland,Water,Wetland,Water,Wetland,Water
347,Grassland,Water,Water,Non_Water,Water,Water
348,Grassland,Water,Water,Water,Water,Water
349,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
350,Grassland,Water,Forest,NULL,Non_Wetland,Water
351,Grassland,Water,Forest,NULL,Non_Wetland,Forest
352,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
353,Grassland,Water,Forest,Water,Non_Wetland,Forest
354,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
355,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
356,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water
357,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
358,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
359,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
360,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
361,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
362,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
363,Grassland,Forest,Cropland,Water,Non_Wetland,Bareland
364,Grassland,Forest,Cropland,Water,Non_Wetland,Water
365,Grassland,Forest,Cropland,Water,Non_Wetland,Forest
366,Grassland,Forest,Wetland,NULL,Wetland,Forest
367,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland
368,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
369,Grassland,Forest,Wetland,Water,Wetland,Grassland
370,Grassland,Forest,Wetland,Water,Wetland,Water
371,Grassland,Forest,Water,Water,Water,Water
372,Grassland,Forest,Water,Water,Water,Forest
373,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
374,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
375,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
376,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
377,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
378,Grassland,Forest,Forest,Water,Non_Wetland,NULL
379,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
380,Grassland,Forest,Forest,Water,Non_Wetland,Water
381,Grassland,Forest,Forest,Water,Non_Wetland,Forest
382,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
383,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
384,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
385,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
386,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
387,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
388,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
389,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
390,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
391,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
392,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
393,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
394,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
395,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
396,Cropland,NULL,Grassland,Water,Non_Wetland,Water
397,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
398,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
399,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
400,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
401,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
402,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
403,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
404,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
405,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
406,Cropland,NULL,Cropland,Water,Non_Wetland,Water
407,Cropland,NULL,Wetland,NULL,Wetland,Water
408,Cropland,NULL,Wetland,NULL,Wetland,Forest
409,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
410,Cropland,NULL,Wetland,Non_Water,Wetland,Water
411,Cropland,NULL,Wetland,Water,Wetland,Water
412,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
413,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
414,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
415,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
416,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
417,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
418,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
419,Cropland,NULL,Bareland,Water,Non_Wetland,Water
420,Cropland,NULL,Water,NULL,Water,Grassland
421,Cropland,NULL,Water,NULL,Water,Water
422,Cropland,NULL,Water,NULL,Water,Forest
423,Cropland,NULL,Water,Non_Water,Water,Grassland
424,Cropland,NULL,Water,Non_Water,Water,Water
425,Cropland,NULL,Water,Water,Water,Grassland
426,Cropland,NULL,Water,Water,Water,Water
427,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
428,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
429,Cropland,NULL,Forest,NULL,Non_Wetland,Water
430,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
431,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
432,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
433,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
434,Cropland,NULL,Forest,Water,Non_Wetland,Water
435,Cropland,NULL,Forest,Water,Non_Wetland,Forest
436,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
437,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Water
438,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
