Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPA_M_R
335,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
336,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
337,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
338,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
339,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
340,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
341,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
342,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
343,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
344,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
345,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
346,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
347,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
349,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
350,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
352,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
353,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
354,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
355,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
356,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
357,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
358,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
359,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
360,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
361,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
363,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
364,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
365,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
366,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
367,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
368,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
369,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
370,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
372,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
373,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
374,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
375,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
376,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
377,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
378,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
379,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
380,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
381,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
382,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
384,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
385,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
386,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
388,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
389,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
390,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
391,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
392,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
393,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
394,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
395,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
396,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
397,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
398,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
399,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
401,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
402,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
403,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
404,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
405,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
406,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
407,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
408,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
409,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
410,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
411,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
412,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
413,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
414,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
415,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
416,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
417,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
418,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
419,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
420,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
421,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
422,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
423,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
424,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
425,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
426,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
427,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
428,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
429,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
430,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
431,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
432,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
433,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
434,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
435,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
436,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
437,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
438,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
440,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
441,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
442,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
443,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
444,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
446,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
447,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
448,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
450,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
451,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
452,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
453,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
454,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
455,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
457,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
458,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
460,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
461,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
462,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
463,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
464,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
465,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
466,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
467,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
468,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
469,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
470,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
471,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
472,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
473,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
474,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
475,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
476,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
477,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
478,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
479,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
480,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
482,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
483,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
484,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
485,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
486,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
487,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
488,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
489,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
490,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
491,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
492,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
493,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
494,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
495,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
496,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
497,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
498,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
499,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
500,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
501,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
502,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
503,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
504,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
505,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
506,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
507,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
508,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
509,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
510,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
511,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
512,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
513,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
514,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
515,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
516,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
517,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
518,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
519,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
520,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
521,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
523,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
524,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
525,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
526,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
527,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
528,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
529,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
530,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
532,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
533,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
534,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
535,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
537,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
538,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
539,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
540,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
541,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
542,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
543,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
544,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
545,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
546,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
547,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
548,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
550,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
551,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
552,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
553,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
554,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
556,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
557,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
558,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
559,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
560,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
562,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
563,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
564,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
565,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
566,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
567,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
568,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
569,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
570,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
571,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
572,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
573,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
574,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
575,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
576,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
577,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
578,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
579,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
580,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
581,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
582,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
583,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
585,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
588,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
589,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
590,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
591,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
592,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
593,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
594,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
595,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
597,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
598,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
599,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
600,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
601,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
602,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
604,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
605,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
606,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
607,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
608,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
609,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
610,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
612,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
613,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
614,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
615,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
616,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
617,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
619,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
620,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
621,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
622,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
623,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
624,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
625,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
626,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
627,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
628,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
629,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
630,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
631,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
632,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
633,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
634,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
635,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
636,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
637,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
638,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
640,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
641,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
642,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
643,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
644,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
645,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
646,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
647,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
648,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
649,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
650,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
651,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
652,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
653,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
654,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
655,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
656,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
657,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
658,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
659,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
660,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
661,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
662,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
663,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
664,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
665,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
666,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
667,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
668,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
669,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
670,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
671,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
672,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
