Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXG_M_R
3543,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3544,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3545,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3546,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3547,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3548,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3549,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3550,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3551,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3552,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3553,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3554,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3555,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3556,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3557,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3558,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3559,NULL,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3560,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
3561,NULL,Forest,Water,NULL,Water,Wetland,NULL,Grassland
3562,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
3563,NULL,Forest,Water,NULL,Water,Wetland,Forest,Wetland
3564,NULL,Forest,Water,NULL,Water,Water,Wetland,Wetland
3565,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
3566,NULL,Forest,Water,Non_Water,Water,Water,Wetland,Water
3567,NULL,Forest,Water,Non_Water,Water,Water,Water,Grassland
3568,NULL,Forest,Water,Water,Water,Wetland,Water,Grassland
3569,NULL,Forest,Water,Water,Water,Water,Water,Wetland
3570,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3571,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3572,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3573,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3574,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3575,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3576,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3577,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3578,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3579,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3580,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3581,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3582,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3583,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3584,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3585,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3586,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3587,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3588,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3589,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3590,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3591,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3592,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3593,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3594,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3595,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3596,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3597,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3598,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3599,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3600,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3601,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3602,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3603,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3604,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3605,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3606,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3607,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
3608,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3609,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3610,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3611,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3612,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3613,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3614,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3615,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3616,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3617,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3618,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3619,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3620,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3621,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3622,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3623,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3624,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3625,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3626,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3627,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3628,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3629,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3630,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3631,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3632,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3633,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3634,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3635,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
3636,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3637,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3638,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3639,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3640,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
3641,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3642,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3643,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3644,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3645,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3646,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3647,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3648,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3649,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3650,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3651,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
3652,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3653,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3654,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3655,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3656,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3657,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3658,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3659,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3660,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3661,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3662,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3663,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3664,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3665,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3666,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3667,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3668,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3669,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3670,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3671,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3672,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3673,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3674,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3675,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3676,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3677,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3678,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3679,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3680,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3681,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3682,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3683,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3684,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
3685,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3686,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3687,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3688,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3689,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3690,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3691,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3692,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3693,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3694,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3695,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
3696,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3697,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3698,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3699,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3700,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3701,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3702,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3703,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3704,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3705,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3706,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3707,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3708,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3709,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3710,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3711,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3712,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
3713,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3714,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3715,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3716,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
3717,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3718,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3719,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3720,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3721,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3722,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3723,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3724,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3725,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3726,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3727,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3728,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3729,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3730,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3731,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3732,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3733,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3734,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3735,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3736,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3737,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3738,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3739,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3740,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3741,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3742,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3743,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3744,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3745,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3746,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3747,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3748,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3749,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3750,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3751,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3752,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3753,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3754,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3755,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3756,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3757,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3758,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3759,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3760,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3761,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3762,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3763,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3764,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3765,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3766,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3767,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3768,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3769,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3770,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3771,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3772,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3773,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3774,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3775,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3776,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3777,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3778,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3779,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3780,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3781,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
3782,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3783,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3784,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3785,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3786,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3787,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3788,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3789,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3790,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
3791,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
3792,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3793,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3794,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3795,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3796,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3797,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3798,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3799,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
3800,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3801,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3802,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3803,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3804,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3805,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3806,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3807,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3808,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3809,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3810,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3811,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3812,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3813,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3814,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3815,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3816,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3817,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3818,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3819,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3820,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3821,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3822,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3823,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3824,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3825,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
3826,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3827,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3828,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3829,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3830,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3831,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3832,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3833,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3834,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3835,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
3836,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3837,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3838,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3839,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3840,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3841,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3842,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3843,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3844,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3845,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3846,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3847,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3848,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
3849,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3850,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3851,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3852,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3853,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3854,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3855,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3856,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3857,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3858,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3859,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3860,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3861,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3862,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
