Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R
11072,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
11073,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11074,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
11075,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
11076,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
11077,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11078,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
11079,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11080,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11081,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
11082,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11083,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
11084,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11085,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11086,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11087,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11088,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11089,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11090,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
11091,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11092,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11093,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
11094,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11095,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11096,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
11097,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11098,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11099,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
11100,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11101,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11102,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11103,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11104,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11105,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11106,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11107,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11108,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11109,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
11110,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11111,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
11112,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11113,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
11114,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11115,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11116,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11117,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
11118,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
11119,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11120,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11121,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11122,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11123,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11124,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
11125,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11126,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
11127,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11128,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
11129,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
11130,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
11131,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11132,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11133,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11134,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11135,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11136,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
11137,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
11138,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11139,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
11140,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11141,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11142,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
11143,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11144,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
11145,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11146,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11147,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11148,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11149,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11150,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11151,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
11152,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11153,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11154,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11155,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
11156,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11157,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
11158,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11159,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
11160,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
11161,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
11162,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
11163,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
11164,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
11165,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
11166,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11167,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
11168,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11169,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
11170,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11171,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11172,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11173,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
11174,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11175,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11176,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
11177,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
11178,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
11179,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
11180,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
11181,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
11182,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
11183,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
11184,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11185,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
11186,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
11187,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
11188,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
11189,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Water
11190,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
11191,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
11192,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
11193,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
11194,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
11195,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
11196,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Forest
11197,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
11198,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
11199,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Water
11200,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11201,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
11202,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
11203,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
11204,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
11205,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
11206,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
11207,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11208,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
11209,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
11210,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
11211,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
11212,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11213,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
11214,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
11215,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
11216,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
11217,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
11218,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
11219,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
11220,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
11221,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
11222,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
11223,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
11224,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
11225,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
11226,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
11227,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
11228,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
11229,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
11230,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
11231,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
11232,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
11233,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
11234,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
11235,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11236,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11237,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11238,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11239,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
11240,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Cropland
11241,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
11242,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
11243,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
11244,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
11245,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Water
11246,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
11247,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
11248,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
11249,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
11250,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
11251,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,NULL
11252,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
11253,Grassland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Cropland
11254,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
11255,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
11256,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
11257,Grassland,Cropland,Wetland,Water,Wetland,Wetland,NULL,NULL
11258,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
11259,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Water
11260,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,NULL
11261,Grassland,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
11262,Grassland,Cropland,Wetland,Water,Wetland,Water,NULL,Water
11263,Grassland,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
11264,Grassland,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
11265,Grassland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
11266,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,NULL
11267,Grassland,Cropland,Wetland,Water,Wetland,Water,Built-up,Grassland
11268,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
11269,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Water
11270,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
11271,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
11272,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
11273,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11274,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
11275,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
11276,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
11277,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11278,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
11279,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
11280,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland,Water,Water
11281,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11282,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
11283,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11284,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11285,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
11286,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
11287,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11288,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11289,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
11290,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
11291,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
11292,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11293,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11294,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11295,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11296,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
11297,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11298,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11299,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
11300,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11301,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11302,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
11303,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11304,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
11305,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
11306,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
11307,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
11308,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11309,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11310,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11311,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11312,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11313,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11314,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11315,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
11316,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11317,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
11318,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
11319,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11320,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11321,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11322,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
11323,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11324,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11325,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
11326,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
11327,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Water
11328,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
11329,Grassland,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
11330,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Water
11331,Grassland,Cropland,Water,Non_Water,Water,NULL,Water,Forest
11332,Grassland,Cropland,Water,Non_Water,Water,Shrubland,Grassland,Water
11333,Grassland,Cropland,Water,Non_Water,Water,Grassland,NULL,Forest
11334,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
11335,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
11336,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Water
11337,Grassland,Cropland,Water,Non_Water,Water,Wetland,Water,Water
11338,Grassland,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
11339,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
11340,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Water
11341,Grassland,Cropland,Water,Non_Water,Water,Water,Wetland,Wetland
11342,Grassland,Cropland,Water,Non_Water,Water,Water,Wetland,Water
11343,Grassland,Cropland,Water,Water,Water,NULL,Grassland,Grassland
11344,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
11345,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Water
11346,Grassland,Cropland,Water,Water,Water,Wetland,NULL,Water
11347,Grassland,Cropland,Water,Water,Water,Wetland,Grassland,Grassland
11348,Grassland,Cropland,Water,Water,Water,Wetland,Grassland,Water
11349,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Water
11350,Grassland,Cropland,Water,Water,Water,Wetland,Water,Water
11351,Grassland,Cropland,Water,Water,Water,Water,NULL,Water
11352,Grassland,Cropland,Water,Water,Water,Water,Grassland,Water
11353,Grassland,Cropland,Water,Water,Water,Water,Wetland,Water
11354,Grassland,Cropland,Water,Water,Water,Water,Water,Water
11355,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11356,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11357,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11358,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11359,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11360,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
11361,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11362,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11363,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11364,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11365,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
11366,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11367,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
11368,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
11369,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
11370,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
11371,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11372,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
11373,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11374,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11375,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11376,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11377,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11378,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11379,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11380,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11381,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11382,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11383,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11384,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11385,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11386,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11387,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11388,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
11389,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11390,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11391,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11392,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
