Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNP_M_R
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
41,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
42,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
47,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
50,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Water
51,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Forest
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
57,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
58,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
59,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Forest
60,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL
61,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland
62,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland
63,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland
64,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up
65,NULL,NULL,Wetland,NULL,Wetland,NULL,Water
66,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest
67,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL
68,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
69,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
70,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
71,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water
72,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest
73,NULL,NULL,Wetland,Water,Wetland,NULL,NULL
74,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland
75,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland
76,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland
77,NULL,NULL,Wetland,Water,Wetland,NULL,Water
78,NULL,NULL,Wetland,Water,Wetland,NULL,Forest
79,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL
80,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
81,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
82,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
83,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
84,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
85,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
86,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
87,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
88,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Forest
89,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
90,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
91,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland
92,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
93,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
94,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
95,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL
96,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
97,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
98,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
99,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
100,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
101,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Forest
102,NULL,NULL,Water,NULL,Water,NULL,NULL
103,NULL,NULL,Water,NULL,Water,NULL,Grassland
104,NULL,NULL,Water,NULL,Water,NULL,Wetland
105,NULL,NULL,Water,NULL,Water,NULL,Built-up
106,NULL,NULL,Water,NULL,Water,NULL,Water
107,NULL,NULL,Water,NULL,Water,NULL,Forest
108,NULL,NULL,Water,Non_Water,Water,NULL,NULL
109,NULL,NULL,Water,Non_Water,Water,NULL,Grassland
110,NULL,NULL,Water,Non_Water,Water,NULL,Wetland
111,NULL,NULL,Water,Non_Water,Water,NULL,Bareland
112,NULL,NULL,Water,Non_Water,Water,NULL,Water
113,NULL,NULL,Water,Non_Water,Water,NULL,Forest
114,NULL,NULL,Water,Water,Water,NULL,NULL
115,NULL,NULL,Water,Water,Water,NULL,Grassland
116,NULL,NULL,Water,Water,Water,NULL,Wetland
117,NULL,NULL,Water,Water,Water,NULL,Bareland
118,NULL,NULL,Water,Water,Water,NULL,Water
119,NULL,NULL,Water,Water,Water,NULL,Forest
120,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL
121,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
122,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
123,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
124,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
125,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water
126,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest
127,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
128,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
129,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Built-up
130,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
131,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland
132,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland
133,NULL,NULL,Forest,Water,Non_Wetland,NULL,Bareland
134,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water
135,NULL,NULL,Forest,Water,Non_Wetland,NULL,Forest
136,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
137,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
138,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
139,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
140,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
141,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
142,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
143,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up
144,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
145,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
146,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
147,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland
148,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
149,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up
150,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
151,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
152,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
153,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
154,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
155,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
156,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
157,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
158,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
159,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
160,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
161,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
162,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
163,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
164,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
165,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
166,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
167,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
168,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
169,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
170,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
171,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
172,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
173,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
174,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland
175,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland
176,NULL,Wetland,Wetland,NULL,Wetland,NULL,Bareland
177,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest
178,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
179,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
180,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
181,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
182,NULL,Wetland,Wetland,Water,Wetland,NULL,Grassland
183,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland
184,NULL,Wetland,Wetland,Water,Wetland,NULL,Bareland
185,NULL,Wetland,Wetland,Water,Wetland,NULL,Water
186,NULL,Wetland,Wetland,Water,Wetland,NULL,Forest
187,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
188,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
189,NULL,Wetland,Water,NULL,Water,NULL,Grassland
190,NULL,Wetland,Water,NULL,Water,NULL,Wetland
191,NULL,Wetland,Water,NULL,Water,NULL,Forest
192,NULL,Wetland,Water,Non_Water,Water,NULL,Grassland
193,NULL,Wetland,Water,Non_Water,Water,NULL,Wetland
194,NULL,Wetland,Water,Non_Water,Water,NULL,Water
195,NULL,Wetland,Water,Non_Water,Water,NULL,Forest
196,NULL,Wetland,Water,Water,Water,NULL,Grassland
197,NULL,Wetland,Water,Water,Water,NULL,Wetland
198,NULL,Wetland,Water,Water,Water,NULL,Water
199,NULL,Wetland,Water,Water,Water,NULL,Forest
200,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
201,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
202,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
203,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
204,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
205,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
206,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Forest
207,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
208,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
209,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
210,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
211,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
212,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
213,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
214,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
215,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
216,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
217,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
218,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
219,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
220,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
221,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
222,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,Water
223,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
224,NULL,Bareland,Wetland,NULL,Wetland,NULL,Grassland
225,NULL,Bareland,Wetland,NULL,Wetland,NULL,Forest
226,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
227,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
228,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
229,NULL,Bareland,Wetland,Water,Wetland,NULL,Grassland
230,NULL,Bareland,Wetland,Water,Wetland,NULL,Wetland
231,NULL,Bareland,Wetland,Water,Wetland,NULL,Bareland
232,NULL,Bareland,Wetland,Water,Wetland,NULL,Water
233,NULL,Bareland,Wetland,Water,Wetland,NULL,Forest
234,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
235,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
236,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
237,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up
238,NULL,Bareland,Water,NULL,Water,NULL,Forest
239,NULL,Bareland,Water,Non_Water,Water,NULL,Water
240,NULL,Bareland,Water,Water,Water,NULL,Grassland
241,NULL,Bareland,Water,Water,Water,NULL,Wetland
242,NULL,Bareland,Water,Water,Water,NULL,Water
243,NULL,Bareland,Water,Water,Water,NULL,Forest
244,NULL,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
245,NULL,Bareland,Forest,Water,Non_Wetland,NULL,Wetland
246,NULL,Bareland,Forest,Water,Non_Wetland,NULL,Forest
247,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL
248,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
249,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
250,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up
251,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
252,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland
253,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
254,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
255,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
256,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
257,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
258,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
259,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL
260,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
261,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
262,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
263,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
264,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
265,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
266,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
267,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
268,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
269,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
270,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
271,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
272,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
273,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
274,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
275,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
276,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland
277,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up
278,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest
279,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
280,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
281,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
282,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
283,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up
284,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
285,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL
286,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
287,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
288,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
289,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
290,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up
291,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland
292,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up
293,NULL,Built-up,Water,NULL,Water,NULL,Forest
294,NULL,Built-up,Water,Non_Water,Water,NULL,Wetland
295,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
296,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
297,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
298,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
299,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
300,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
301,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Forest
302,NULL,Water,NULL,Water,Non_Wetland,NULL,Grassland
303,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
304,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
305,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
306,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
307,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up
308,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water
309,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
310,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
311,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
312,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
313,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
314,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
315,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
316,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
317,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water
318,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Forest
319,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
320,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
321,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Forest
322,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
323,NULL,Water,Grassland,Water,Non_Wetland,NULL,Grassland
324,NULL,Water,Grassland,Water,Non_Wetland,NULL,Wetland
325,NULL,Water,Grassland,Water,Non_Wetland,NULL,Forest
326,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest
327,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland
328,NULL,Water,Wetland,NULL,Wetland,NULL,Bareland
329,NULL,Water,Wetland,NULL,Wetland,NULL,Forest
330,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland
331,NULL,Water,Wetland,Non_Water,Wetland,NULL,Bareland
332,NULL,Water,Wetland,Non_Water,Wetland,NULL,Forest
333,NULL,Water,Wetland,Water,Wetland,NULL,Grassland
334,NULL,Water,Wetland,Water,Wetland,NULL,Wetland
335,NULL,Water,Wetland,Water,Wetland,NULL,Bareland
336,NULL,Water,Wetland,Water,Wetland,NULL,Water
337,NULL,Water,Wetland,Water,Wetland,NULL,Forest
338,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up
339,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Forest
340,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up
341,NULL,Water,Built-up,Water,Non_Wetland,NULL,Bareland
342,NULL,Water,Water,NULL,Water,NULL,NULL
343,NULL,Water,Water,NULL,Water,NULL,Grassland
344,NULL,Water,Water,NULL,Water,NULL,Wetland
345,NULL,Water,Water,NULL,Water,NULL,Bareland
346,NULL,Water,Water,NULL,Water,NULL,Forest
347,NULL,Water,Water,Non_Water,Water,NULL,Grassland
348,NULL,Water,Water,Non_Water,Water,NULL,Water
349,NULL,Water,Water,Non_Water,Water,NULL,Forest
350,NULL,Water,Water,Water,Water,NULL,NULL
351,NULL,Water,Water,Water,Water,NULL,Grassland
352,NULL,Water,Water,Water,Water,NULL,Wetland
353,NULL,Water,Water,Water,Water,NULL,Bareland
354,NULL,Water,Water,Water,Water,NULL,Water
355,NULL,Water,Water,Water,Water,NULL,Forest
356,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland
357,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest
358,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
359,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
360,NULL,Water,Forest,Water,Non_Wetland,NULL,Grassland
361,NULL,Water,Forest,Water,Non_Wetland,NULL,Forest
362,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
363,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
364,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
365,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
366,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
367,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
368,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
369,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
370,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
371,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Forest
372,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
373,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
374,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
375,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland
376,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest
377,NULL,Forest,Wetland,Water,Wetland,NULL,Grassland
378,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
379,NULL,Forest,Water,NULL,Water,NULL,NULL
380,NULL,Forest,Water,NULL,Water,NULL,Forest
381,NULL,Forest,Water,Non_Water,Water,NULL,Forest
382,NULL,Forest,Water,Water,Water,NULL,Forest
383,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL
384,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
385,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest
386,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
387,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL
388,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
