Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTJ_M_R
1293,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1294,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1295,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
1296,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1297,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1298,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1299,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1300,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1301,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1302,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1303,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1304,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
1305,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1306,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1307,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1308,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1309,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1310,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1311,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1312,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Water
1313,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1314,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1315,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1316,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1317,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1318,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1319,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1320,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1321,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1322,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1323,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1324,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
1325,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Wetland
1326,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
1327,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
1328,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
1329,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
1330,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
1331,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1332,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1333,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1334,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Bareland
1335,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
1336,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Water
1337,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1338,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
1339,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1340,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Built-up,Bareland
1341,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1342,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1343,NULL,NULL,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
1344,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1345,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1346,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1347,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1348,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1349,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1350,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1351,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1352,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1353,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1354,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1355,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1356,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1357,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1358,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1359,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1360,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
1361,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1362,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1363,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1364,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1365,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1366,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1367,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1368,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1369,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1370,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1371,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1372,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1373,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1374,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1375,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1376,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1377,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
1378,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1379,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1380,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1381,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
1382,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1383,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1384,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1385,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
1386,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1387,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1388,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1389,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1390,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1391,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1392,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1393,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1394,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1395,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1396,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1397,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1398,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
1399,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1400,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1401,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1402,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
1403,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1404,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1405,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1406,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
1407,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
1408,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
1409,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1410,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1411,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1412,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1413,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1414,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1415,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1416,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1417,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1418,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1419,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1420,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1421,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1422,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1423,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1424,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1425,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1426,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1427,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1428,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1429,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1430,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1431,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1432,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1433,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1434,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1435,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1436,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1437,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1438,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1439,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1440,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1441,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1442,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
1443,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
1444,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1445,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
1446,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1447,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1448,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1449,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1450,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1451,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1452,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1453,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1454,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1455,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1456,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1457,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1458,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1459,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1460,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1461,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1462,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1463,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1464,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1465,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1466,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1467,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1468,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1469,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1470,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1471,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1472,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1473,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1474,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1475,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1476,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1477,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1478,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1479,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1480,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1481,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1482,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1483,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1484,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1485,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1486,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1487,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1488,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1489,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1490,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1491,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1492,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1493,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1494,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1495,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1496,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1497,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1498,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1499,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1500,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Bareland
1501,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
1502,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1503,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
1504,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
1505,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1506,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1507,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
1508,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
1509,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1510,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1511,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1512,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1513,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1514,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1515,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1516,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
1517,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1518,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1519,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1520,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1521,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
1522,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Wetland
1523,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
1524,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
1525,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1526,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Cropland
1527,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
1528,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1529,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1530,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1531,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
1532,NULL,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Bareland
1533,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
1534,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
1535,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1536,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
1537,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Water
1538,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Forest
1539,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1540,NULL,NULL,Water,NULL,Water,NULL,Grassland,Cropland
1541,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1542,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1543,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1544,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
1545,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1546,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1547,NULL,NULL,Water,NULL,Water,Shrubland,Water,Water
1548,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1549,NULL,NULL,Water,NULL,Water,Grassland,NULL,Water
1550,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1551,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Water
1552,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1553,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1554,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
1555,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1556,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1557,NULL,NULL,Water,NULL,Water,Grassland,Water,Cropland
1558,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
1559,NULL,NULL,Water,NULL,Water,Water,Shrubland,Grassland
1560,NULL,NULL,Water,NULL,Water,Water,Shrubland,Water
1561,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1562,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1563,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
1564,NULL,NULL,Water,NULL,Water,Water,Water,Water
1565,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,NULL
1566,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
1567,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Water
1568,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
1569,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Water
1570,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1571,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
1572,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
1573,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1574,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
1575,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
1576,NULL,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
1577,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1578,NULL,NULL,Water,Water,Water,NULL,NULL,Water
1579,NULL,NULL,Water,Water,Water,NULL,Shrubland,Grassland
1580,NULL,NULL,Water,Water,Water,NULL,Shrubland,Water
1581,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1582,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1583,NULL,NULL,Water,Water,Water,NULL,Grassland,Forest
1584,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1585,NULL,NULL,Water,Water,Water,NULL,Water,Wetland
1586,NULL,NULL,Water,Water,Water,NULL,Water,Water
1587,NULL,NULL,Water,Water,Water,NULL,Water,Forest
1588,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
1589,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Bareland
1590,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Forest
1591,NULL,NULL,Water,Water,Water,Shrubland,Water,Water
1592,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
1593,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Grassland
1594,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Water
1595,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1596,NULL,NULL,Water,Water,Water,Grassland,Grassland,Cropland
1597,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
1598,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
1599,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1600,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
1601,NULL,NULL,Water,Water,Water,Water,NULL,Grassland
1602,NULL,NULL,Water,Water,Water,Water,NULL,Water
1603,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
1604,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1605,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1606,NULL,NULL,Water,Water,Water,Water,Water,Water
1607,NULL,NULL,Water,Water,Water,Forest,Shrubland,NULL
1608,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1609,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1610,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1611,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1612,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1613,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1614,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1615,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1616,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1617,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1618,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1619,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
1620,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1621,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
1622,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1623,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1624,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1625,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1626,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1627,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1628,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1629,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1630,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
