Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R
142,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
143,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
144,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland
145,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
146,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
147,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
148,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
149,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
150,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
151,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
152,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
153,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
154,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
155,NULL,Wetland,Grassland,Water,Non_Wetland,Forest
156,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
157,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
158,NULL,Wetland,Wetland,NULL,Wetland,Grassland
159,NULL,Wetland,Wetland,NULL,Wetland,Wetland
160,NULL,Wetland,Wetland,NULL,Wetland,Water
161,NULL,Wetland,Wetland,NULL,Wetland,Forest
162,NULL,Wetland,Wetland,Non_Water,Wetland,NULL
163,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
164,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
165,NULL,Wetland,Wetland,Water,Wetland,Wetland
166,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
167,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
168,NULL,Wetland,Water,Water,Water,Wetland
169,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
170,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
171,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
172,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
173,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
174,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
175,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
176,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
177,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
178,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
179,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
180,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
181,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
182,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
183,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
184,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
185,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
186,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
187,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
188,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
189,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
190,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
191,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
192,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
193,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
194,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
195,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
196,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
197,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland
198,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up
199,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
200,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
201,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
202,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
203,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
204,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
205,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
206,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
207,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
208,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
209,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
210,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
211,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
212,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
213,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
214,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
215,NULL,Built-up,Wetland,NULL,Wetland,Grassland
216,NULL,Built-up,Wetland,NULL,Wetland,Wetland
217,NULL,Built-up,Wetland,NULL,Wetland,Built-up
218,NULL,Built-up,Wetland,NULL,Wetland,Water
219,NULL,Built-up,Wetland,NULL,Wetland,Forest
220,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
221,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
222,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up
223,NULL,Built-up,Wetland,Non_Water,Wetland,Water
224,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
225,NULL,Built-up,Wetland,Water,Wetland,Grassland
226,NULL,Built-up,Wetland,Water,Wetland,Wetland
227,NULL,Built-up,Wetland,Water,Wetland,Built-up
228,NULL,Built-up,Wetland,Water,Wetland,Water
229,NULL,Built-up,Wetland,Water,Wetland,Forest
230,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
231,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
232,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
233,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
234,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
235,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
236,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
237,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
238,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
239,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
240,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
241,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
242,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
243,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
244,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
245,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
246,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland
247,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland
248,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
249,NULL,Built-up,Built-up,Water,Non_Wetland,Water
250,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
251,NULL,Built-up,Water,Non_Water,Water,Grassland
252,NULL,Built-up,Water,Non_Water,Water,Wetland
253,NULL,Built-up,Water,Non_Water,Water,Built-up
254,NULL,Built-up,Water,Non_Water,Water,Water
255,NULL,Built-up,Water,Non_Water,Water,Forest
256,NULL,Built-up,Water,Water,Water,Grassland
257,NULL,Built-up,Water,Water,Water,Wetland
258,NULL,Built-up,Water,Water,Water,Built-up
259,NULL,Built-up,Water,Water,Water,Water
260,NULL,Built-up,Water,Water,Water,Forest
261,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
262,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
263,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
264,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
265,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
266,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
267,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland
268,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up
269,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
270,NULL,Built-up,Forest,Water,Non_Wetland,Grassland
271,NULL,Built-up,Forest,Water,Non_Wetland,Wetland
272,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
273,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
274,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
275,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
276,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
277,NULL,Water,Shrubland,Non_Water,Non_Wetland,Built-up
278,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
279,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
280,NULL,Water,Shrubland,Water,Non_Wetland,Built-up
281,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
282,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
283,NULL,Water,Grassland,NULL,Non_Wetland,Forest
284,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
285,NULL,Water,Cropland,NULL,Non_Wetland,Wetland
286,NULL,Water,Cropland,NULL,Non_Wetland,Built-up
287,NULL,Water,Cropland,NULL,Non_Wetland,Forest
288,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
289,NULL,Water,Wetland,NULL,Wetland,Grassland
290,NULL,Water,Wetland,NULL,Wetland,Wetland
291,NULL,Water,Wetland,NULL,Wetland,Built-up
292,NULL,Water,Wetland,NULL,Wetland,Water
293,NULL,Water,Wetland,NULL,Wetland,Forest
294,NULL,Water,Wetland,Non_Water,Wetland,Grassland
295,NULL,Water,Wetland,Non_Water,Wetland,Wetland
296,NULL,Water,Wetland,Non_Water,Wetland,Forest
297,NULL,Water,Wetland,Water,Wetland,Grassland
298,NULL,Water,Wetland,Water,Wetland,Wetland
299,NULL,Water,Wetland,Water,Wetland,Built-up
300,NULL,Water,Wetland,Water,Wetland,Water
301,NULL,Water,Wetland,Water,Wetland,Forest
302,NULL,Water,Bareland,Water,Non_Wetland,Wetland
303,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
304,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
305,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
306,NULL,Water,Built-up,Non_Water,Non_Wetland,Forest
307,NULL,Water,Built-up,Water,Non_Wetland,Built-up
308,NULL,Water,Built-up,Water,Non_Wetland,Water
309,NULL,Water,Water,NULL,Water,Grassland
310,NULL,Water,Water,NULL,Water,Wetland
311,NULL,Water,Water,NULL,Water,Water
312,NULL,Water,Water,NULL,Water,Forest
313,NULL,Water,Water,Non_Water,Water,Grassland
314,NULL,Water,Water,Non_Water,Water,Wetland
315,NULL,Water,Water,Non_Water,Water,Built-up
316,NULL,Water,Water,Non_Water,Water,Water
317,NULL,Water,Water,Non_Water,Water,Forest
318,NULL,Water,Water,Water,Water,Wetland
319,NULL,Water,Water,Water,Water,Water
320,NULL,Water,Water,Water,Water,Forest
321,NULL,Water,Forest,NULL,Non_Wetland,Grassland
322,NULL,Water,Forest,NULL,Non_Wetland,Wetland
323,NULL,Water,Forest,NULL,Non_Wetland,Forest
324,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
325,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
326,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
327,NULL,Forest,NULL,NULL,Non_Wetland,Forest
328,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
329,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
330,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
331,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
332,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
333,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
334,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
335,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
336,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
337,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
338,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
339,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
340,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
341,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
342,NULL,Forest,Grassland,Water,Non_Wetland,Forest
343,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
344,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
345,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
346,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
347,NULL,Forest,Wetland,NULL,Wetland,Grassland
348,NULL,Forest,Wetland,NULL,Wetland,Wetland
349,NULL,Forest,Wetland,NULL,Wetland,Bareland
350,NULL,Forest,Wetland,NULL,Wetland,Built-up
351,NULL,Forest,Wetland,NULL,Wetland,Water
352,NULL,Forest,Wetland,NULL,Wetland,Forest
353,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
354,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
355,NULL,Forest,Wetland,Non_Water,Wetland,Built-up
356,NULL,Forest,Wetland,Non_Water,Wetland,Forest
357,NULL,Forest,Wetland,Water,Wetland,Wetland
358,NULL,Forest,Wetland,Water,Wetland,Built-up
359,NULL,Forest,Wetland,Water,Wetland,Water
360,NULL,Forest,Wetland,Water,Wetland,Forest
361,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
362,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
363,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
364,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
365,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
366,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
367,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland
368,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
369,NULL,Forest,Built-up,Water,Non_Wetland,Forest
370,NULL,Forest,Water,NULL,Water,Wetland
371,NULL,Forest,Water,Water,Water,Wetland
372,NULL,Forest,Water,Water,Water,Forest
373,NULL,Forest,Forest,NULL,Non_Wetland,NULL
374,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
375,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
376,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
377,NULL,Forest,Forest,NULL,Non_Wetland,Forest
378,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
379,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
380,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
381,NULL,Forest,Forest,Water,Non_Wetland,Grassland
382,NULL,Forest,Forest,Water,Non_Wetland,Wetland
383,NULL,Forest,Forest,Water,Non_Wetland,Forest
384,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
385,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
386,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
387,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up
388,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
389,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
390,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
391,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
392,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
399,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
400,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
401,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
402,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
403,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
404,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
405,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
406,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
407,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
408,Grassland,NULL,Shrubland,Water,Non_Wetland,Built-up
409,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
410,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
411,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
412,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
413,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
414,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
415,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
416,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
417,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
418,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
419,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
420,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
421,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
422,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
423,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
424,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
425,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
426,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
427,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
428,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
429,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
430,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
431,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
432,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
433,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
434,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland
435,Grassland,NULL,Wetland,NULL,Wetland,NULL
436,Grassland,NULL,Wetland,NULL,Wetland,Grassland
437,Grassland,NULL,Wetland,NULL,Wetland,Cropland
438,Grassland,NULL,Wetland,NULL,Wetland,Wetland
439,Grassland,NULL,Wetland,NULL,Wetland,Built-up
440,Grassland,NULL,Wetland,NULL,Wetland,Water
441,Grassland,NULL,Wetland,NULL,Wetland,Forest
442,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
443,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
444,Grassland,NULL,Wetland,Non_Water,Wetland,Water
445,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
446,Grassland,NULL,Wetland,Water,Wetland,Grassland
447,Grassland,NULL,Wetland,Water,Wetland,Wetland
448,Grassland,NULL,Wetland,Water,Wetland,Water
449,Grassland,NULL,Wetland,Water,Wetland,Forest
450,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
451,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
452,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
453,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
454,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
455,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
456,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
457,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
458,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
459,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
460,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
461,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
462,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
463,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
464,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
465,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland
466,Grassland,NULL,Water,NULL,Water,Grassland
467,Grassland,NULL,Water,NULL,Water,Wetland
468,Grassland,NULL,Water,NULL,Water,Water
469,Grassland,NULL,Water,NULL,Water,Forest
470,Grassland,NULL,Water,Non_Water,Water,Grassland
471,Grassland,NULL,Water,Non_Water,Water,Wetland
472,Grassland,NULL,Water,Non_Water,Water,Water
473,Grassland,NULL,Water,Water,Water,Grassland
474,Grassland,NULL,Water,Water,Water,Wetland
475,Grassland,NULL,Water,Water,Water,Water
476,Grassland,NULL,Water,Water,Water,Forest
477,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
478,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
479,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
480,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
