Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFE_M_R
86,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
87,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
88,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
89,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
90,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
91,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,NULL
92,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
93,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
94,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,NULL
95,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,NULL
96,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
97,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
98,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
99,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
100,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
101,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,NULL
102,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
103,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
104,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
105,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
106,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
107,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,NULL
108,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
109,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
110,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,NULL
111,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,NULL
112,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
113,NULL,NULL,Wetland,NULL,Wetland,Water,Built-up,NULL
114,NULL,NULL,Wetland,NULL,Wetland,Water,Water,NULL
115,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
116,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
117,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
118,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,NULL
119,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Water,NULL
120,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,NULL
121,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
122,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
123,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
124,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
125,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
126,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
127,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
128,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
129,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
130,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
131,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
132,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
133,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
134,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
135,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
136,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
137,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
138,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
139,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
140,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
141,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
142,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
143,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
144,NULL,NULL,Water,NULL,Water,NULL,Wetland,NULL
145,NULL,NULL,Water,NULL,Water,Grassland,Wetland,NULL
146,NULL,NULL,Water,NULL,Water,Grassland,Water,NULL
147,NULL,NULL,Water,NULL,Water,Wetland,Grassland,NULL
148,NULL,NULL,Water,NULL,Water,Wetland,Wetland,NULL
149,NULL,NULL,Water,NULL,Water,Wetland,Water,NULL
150,NULL,NULL,Water,NULL,Water,Bareland,Wetland,NULL
151,NULL,NULL,Water,NULL,Water,Bareland,Water,NULL
152,NULL,NULL,Water,NULL,Water,Water,Wetland,NULL
153,NULL,NULL,Water,NULL,Water,Water,Water,NULL
154,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
155,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
156,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
157,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
158,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
159,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
160,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
161,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
162,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
163,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
164,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
165,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
166,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
167,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
168,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
169,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
170,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
171,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
172,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
173,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
174,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
175,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
176,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
177,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
178,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
179,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
180,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
181,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
182,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
183,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
184,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
185,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
186,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
187,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
188,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
189,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
190,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
191,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
192,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
193,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
194,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
195,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
196,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
197,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
198,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
199,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
200,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
201,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,NULL
202,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
203,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
204,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,NULL
205,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Water,NULL
206,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,NULL
207,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
208,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
209,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
210,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Built-up,NULL
211,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
212,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
213,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Water,NULL
214,NULL,Cropland,Wetland,NULL,Wetland,Built-up,Wetland,NULL
215,NULL,Cropland,Wetland,NULL,Wetland,Built-up,Built-up,NULL
216,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
217,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
218,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
219,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
220,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
221,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
222,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
223,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
224,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
225,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
226,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
227,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
228,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
229,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
230,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
231,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
232,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
233,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
234,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
235,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
236,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
237,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
238,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
239,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
240,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
241,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Built-up,NULL
242,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
243,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
244,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
245,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
246,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Built-up,NULL
247,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
248,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
249,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
250,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Wetland,NULL
251,NULL,Wetland,Wetland,NULL,Wetland,Built-up,Built-up,NULL
252,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
253,NULL,Wetland,Wetland,NULL,Wetland,Water,Built-up,NULL
254,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
255,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
256,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
257,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
258,NULL,Wetland,Water,NULL,Water,Wetland,Water,NULL
259,NULL,Wetland,Water,NULL,Water,Water,Wetland,NULL
260,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
261,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
262,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
263,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
264,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
265,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
266,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
267,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
268,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
269,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
270,NULL,Bareland,Water,NULL,Water,Wetland,Water,NULL
271,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
272,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
273,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
274,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
275,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
276,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
277,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
278,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
279,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,NULL
280,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
281,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
282,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
283,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
284,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
285,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
286,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
287,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
288,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
289,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,NULL
290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
295,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
296,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
297,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
298,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
299,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
300,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
301,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
302,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
303,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
304,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,NULL
308,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
309,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
310,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
311,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
312,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
313,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
314,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
315,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
316,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
317,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
318,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
319,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
320,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
321,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
322,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
323,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
324,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
325,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
326,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
327,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
328,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
329,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
330,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
331,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
332,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
333,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,NULL
