Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPH_M_R
3125,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3126,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3127,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3128,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3129,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3130,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3131,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3132,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3133,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3134,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3135,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3136,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3137,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3138,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3139,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3140,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3141,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3142,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3143,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3144,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
3145,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3146,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3147,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3148,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3149,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3150,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3151,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
3152,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3153,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3154,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3155,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3156,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
3157,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3158,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3159,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3160,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3161,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3162,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3163,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3164,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3165,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3166,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3167,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3168,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3169,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3170,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3171,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3172,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3173,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3174,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3175,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3176,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3177,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
3178,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3179,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3180,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
3181,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3182,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3183,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3184,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3185,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3186,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3187,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3188,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3189,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3190,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3191,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3192,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
3193,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3194,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
3195,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
3196,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
3197,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3198,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3199,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
3200,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3201,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3202,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
3203,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3204,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
3205,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3206,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
3207,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
3208,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
3209,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
3210,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3211,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
3212,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Wetland
3213,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3214,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3215,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3216,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
3217,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
3218,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
3219,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3220,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
3221,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
3222,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
3223,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3224,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3225,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3226,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3227,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
3228,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
3229,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3230,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3231,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3232,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
3233,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,NULL
3234,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3235,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
3236,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3237,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3238,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
3239,NULL,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
3240,NULL,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Water
3241,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
3242,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Cropland
3243,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
3244,NULL,Cropland,Wetland,Water,Wetland,Water,Bareland,Wetland
3245,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
3246,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
3247,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
3248,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3249,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Built-up
3250,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3251,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3252,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3253,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3254,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3255,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3256,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3257,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3258,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3259,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3260,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3261,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
3262,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3263,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3264,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3265,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3266,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3267,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3268,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3269,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3270,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3271,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3272,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3273,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3274,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3275,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3276,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3277,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3278,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3279,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3280,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3281,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3282,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3283,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3284,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3285,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3286,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3287,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3288,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3289,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3290,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3291,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3292,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3293,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3294,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Water,NULL,NULL
3295,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3296,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3297,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3298,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3299,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3300,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3301,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3302,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3303,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3304,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3305,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3306,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3307,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3308,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3309,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3310,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
3311,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3312,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3313,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3314,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3315,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3316,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3317,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3318,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3319,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3320,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3321,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3322,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3323,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3324,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3325,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3326,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3327,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3328,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
3329,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3330,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3331,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
3332,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3333,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3334,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3335,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3336,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3337,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3338,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3339,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3340,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3341,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3342,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3343,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3344,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3345,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3346,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3347,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3348,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3349,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3350,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3351,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3352,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3353,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3354,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3355,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3356,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3357,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3358,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3359,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
3360,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3361,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3362,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3363,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3364,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3365,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3366,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
3367,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3368,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3369,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
3370,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3371,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3372,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3373,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3374,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3375,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3376,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3377,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
3378,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3379,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3380,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3381,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
3382,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
3383,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
3384,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3385,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3386,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3387,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3388,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
3389,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3390,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3391,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3392,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3393,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3394,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3395,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3396,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3397,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3398,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3399,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3400,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
3401,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
3402,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
3403,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3404,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3405,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3406,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3407,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3408,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3409,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3410,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3411,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3412,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3413,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3414,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3415,NULL,Wetland,NULL,NULL,Non_Wetland,Water,NULL,NULL
3416,NULL,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3417,NULL,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Wetland
3418,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
3419,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
3420,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3421,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
3422,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
3423,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3424,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3425,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
3426,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3427,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3428,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3429,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3430,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3431,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
3432,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3433,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3434,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3435,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3436,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3437,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
3438,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3439,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3440,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3441,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3442,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3443,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
