Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYN_M_R
2517,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2518,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2519,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2520,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2521,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2522,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2523,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2524,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2525,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
2526,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
2527,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2528,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2529,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2530,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2531,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2532,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2533,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2534,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2535,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2536,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2537,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2538,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
2539,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
2540,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2541,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2542,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2543,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2544,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2545,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2546,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2547,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2548,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2549,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2550,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2551,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2552,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2553,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2554,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2555,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2556,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2557,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
2558,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2559,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2560,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2561,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2562,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2563,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2564,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2565,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
2566,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2567,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2568,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2569,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2570,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2571,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2572,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
2573,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2574,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2575,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2576,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2577,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2578,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2579,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2580,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
2581,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2582,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2583,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2584,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2585,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2586,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2587,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2588,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
2589,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
2590,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2591,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2592,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
2593,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2594,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2595,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
2596,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2597,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2598,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
2599,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2600,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2601,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2602,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2603,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2604,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2605,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2606,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2607,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2608,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2609,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2610,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2611,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2612,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2613,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2614,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2615,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
2616,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2617,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2618,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2619,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2620,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2621,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2622,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2623,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2624,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2625,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2626,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
2627,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2628,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2629,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2630,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2631,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
2632,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2633,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Forest
2634,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2635,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2636,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2637,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2638,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2639,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2640,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2641,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Built-up,Wetland
2642,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2643,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2644,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2645,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2646,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2647,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2648,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2649,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2650,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2651,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2652,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2653,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2654,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2655,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2656,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2657,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2658,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2659,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2660,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2661,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2662,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2663,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2664,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2665,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2666,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2667,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2668,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2669,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2670,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
2671,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2672,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2673,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2674,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2675,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2676,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2677,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2678,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2679,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2680,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2681,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2682,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2683,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2684,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2685,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2686,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2687,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2688,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2689,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2690,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2691,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2692,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
2693,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2694,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2695,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2696,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2697,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
2698,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2699,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2700,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
2701,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2702,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
2703,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2704,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
2705,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2706,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2707,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2708,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2709,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2710,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
2711,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2712,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
2713,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2714,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2715,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2716,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
2717,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
2718,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
2719,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2720,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
2721,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2722,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2723,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2724,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2725,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
2726,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2727,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2728,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
2729,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2730,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2731,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
2732,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2733,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2734,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2735,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
2736,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
2737,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2738,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
2739,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
2740,Grassland,NULL,Wetland,Water,Wetland,NULL,Built-up,Wetland
2741,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
2742,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2743,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2744,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
2745,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
2746,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
2747,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2748,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2749,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
2750,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2751,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2752,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2753,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2754,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2755,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2756,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2757,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2758,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2759,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2760,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2761,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2762,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
2763,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2764,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2765,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2766,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2767,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2768,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2769,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2770,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2771,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2772,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2773,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
2774,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2775,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2776,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2777,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2778,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
2779,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2780,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2781,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2782,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2783,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2784,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2785,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2786,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2787,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
2788,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2789,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2790,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2791,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Wetland
2792,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2793,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2794,Grassland,NULL,Water,Water,Water,Grassland,Built-up,Grassland
2795,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2796,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2797,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2798,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2799,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2800,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2801,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2802,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2803,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2804,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2805,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2806,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2807,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2808,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2809,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2810,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2811,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2812,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
2813,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
2814,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2815,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2816,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2817,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2818,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2819,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2820,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2821,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2822,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2823,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2824,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2825,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2826,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2827,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2828,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2829,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2830,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2831,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2832,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2833,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
2834,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2835,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2836,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
