Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R
3518,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3519,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3520,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
3521,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3522,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
3523,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3524,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3525,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3526,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
3527,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
3528,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3529,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3530,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3531,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3532,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Grassland
3533,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3534,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3535,NULL,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
3536,NULL,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3537,NULL,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
3538,NULL,Cropland,Wetland,Water,Wetland,Grassland,Forest,Grassland
3539,NULL,Cropland,Wetland,Water,Wetland,Forest,Forest,Grassland
3540,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3541,NULL,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3542,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3543,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3544,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3545,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3546,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
3547,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3548,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3549,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
3550,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
3551,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
3552,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3553,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,NULL
3554,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Forest,NULL
3555,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3556,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3557,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3558,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3559,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
3560,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
3561,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3562,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3563,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
3564,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3565,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3566,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3567,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3568,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
3569,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3570,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3571,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3572,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3573,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3574,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3575,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
3576,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3577,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3578,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3579,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3580,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3581,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3582,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3583,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3584,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3585,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3586,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3587,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3588,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3589,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3590,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3591,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3592,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3593,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3594,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3595,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3596,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3597,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3598,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3599,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3600,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3601,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3602,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3603,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3604,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3605,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3606,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3607,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3608,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3609,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3610,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3611,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3612,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3613,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3614,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3615,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3616,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3617,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3618,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3619,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
3620,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3621,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
3622,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3623,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3624,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3625,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3626,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3627,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3628,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3629,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3630,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3631,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3632,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3633,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3634,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3635,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3636,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3637,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3638,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3639,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
3640,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3641,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3642,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
3643,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3644,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3645,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3646,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3647,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3648,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3649,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3650,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3651,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3652,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3653,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3654,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3655,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
3656,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3657,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3658,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3659,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
3660,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3661,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
3662,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3663,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3664,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3665,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
3666,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3667,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3668,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3669,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3670,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3671,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3672,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3673,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3674,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3675,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3676,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3677,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3678,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3679,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3680,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3681,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3682,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
3683,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3684,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3685,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3686,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3687,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
3688,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3689,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3690,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3691,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3692,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3693,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3694,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3695,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3696,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3697,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3698,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3699,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3700,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3701,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3702,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3703,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3704,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3705,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3706,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3707,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
3708,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3709,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
3710,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3711,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
3712,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
3713,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3714,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3715,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3716,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3717,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3718,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
3719,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3720,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3721,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3722,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3723,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
3724,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3725,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3726,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3727,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3728,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3729,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3730,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
3731,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
3732,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3733,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3734,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3735,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3736,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3737,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3738,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3739,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3740,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3741,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3742,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3743,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3744,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3745,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3746,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
3747,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3748,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3749,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3750,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3751,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3752,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3753,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3754,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3755,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3756,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3757,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3758,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3759,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3760,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
3761,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3762,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
3763,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3764,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3765,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3766,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
3767,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3768,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
3769,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3770,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
3771,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
3772,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3773,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
3774,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3775,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3776,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
3777,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
3778,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3779,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3780,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Forest,NULL
3781,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3782,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
3783,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3784,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3785,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
3786,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3787,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3788,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3789,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3790,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3791,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3792,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
3793,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3794,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3795,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3796,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3797,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3798,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3799,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3800,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
3801,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
3802,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3803,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3804,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3805,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3806,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3807,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
3808,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3809,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3810,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3811,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3812,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
3813,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3814,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
3815,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
3816,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,NULL
3817,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3818,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
3819,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3820,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3821,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3822,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3823,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3824,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3825,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3826,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3827,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3828,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3829,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3830,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3831,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3832,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3833,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3834,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3835,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3836,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
