Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLH_M_R
744,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
745,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
746,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
747,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
748,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
749,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
750,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
751,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
752,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
753,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
754,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
755,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
756,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
757,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
758,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
759,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
760,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
761,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
762,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
763,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
764,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
765,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
766,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
767,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
768,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
769,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
770,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
771,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
772,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
773,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
774,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
775,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
776,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
777,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
778,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
779,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
780,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
781,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
782,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
783,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
784,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
785,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
786,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
787,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
788,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
789,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
790,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
791,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
792,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
793,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
794,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
795,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
796,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
797,Grassland,Cropland,Water,Water,Water,NULL,NULL,Bareland
798,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
799,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
800,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
801,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
802,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
803,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
804,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
805,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
806,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
807,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
808,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
809,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
810,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
811,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
812,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
813,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
814,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
815,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
816,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
817,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
818,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
819,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
820,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
821,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
822,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
823,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
824,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
825,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,NULL
826,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
827,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
828,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
829,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
830,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
831,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
833,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
834,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
835,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
837,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
838,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
839,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
840,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
842,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
843,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
844,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
846,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
847,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
848,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
849,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
850,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
852,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
853,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
854,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
855,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
856,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
857,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
858,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
859,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
860,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
861,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
862,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
863,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
864,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
865,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
866,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
867,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
868,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
869,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
870,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
871,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
872,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
873,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
874,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
875,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
876,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
877,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
878,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
879,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
880,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
881,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
882,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
883,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
884,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
886,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
887,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
888,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
889,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
890,Grassland,Wetland,Water,NULL,Water,NULL,NULL,NULL
891,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
892,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Cropland
893,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
894,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
895,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
896,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
897,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
898,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
899,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
900,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
901,Grassland,Wetland,Water,Water,Water,NULL,NULL,NULL
902,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
903,Grassland,Wetland,Water,Water,Water,NULL,NULL,Cropland
904,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
905,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
906,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
907,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
908,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
909,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
910,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
911,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
912,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
913,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
914,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
915,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
916,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
917,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
918,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
919,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
920,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
921,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
922,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
923,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
924,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
925,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
926,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
927,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
928,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
929,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
930,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
932,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,NULL
933,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
934,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
935,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
936,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
937,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
938,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
939,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
940,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
941,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
942,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
943,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
944,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
945,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
946,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
947,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
948,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
949,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
950,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
951,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
952,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
953,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
954,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
955,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
956,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
957,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
958,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
959,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
960,Grassland,Water,Water,NULL,Water,NULL,NULL,NULL
961,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
962,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
963,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
964,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
965,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
966,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
967,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
968,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
969,Grassland,Water,Water,Water,Water,NULL,NULL,Bareland
970,Grassland,Water,Water,Water,Water,NULL,NULL,Water
971,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
972,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
973,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
974,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
975,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
976,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
977,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
978,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
979,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
980,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
981,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
982,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
983,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
984,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
985,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
986,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
987,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
988,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
989,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
990,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
991,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
992,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
993,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
994,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
995,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
996,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
997,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
999,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1000,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1001,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1002,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1003,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1004,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1005,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1006,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1007,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1008,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1009,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1010,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1011,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1012,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1014,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1015,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1016,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1017,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1018,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1019,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1020,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1021,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1022,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1023,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1025,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1026,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1027,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1029,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1030,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1031,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1032,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1033,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1034,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1035,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1036,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1037,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1038,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1039,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1040,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1041,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1042,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1043,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1044,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1045,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1046,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1047,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1048,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1049,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1050,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1051,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1053,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1054,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1055,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1056,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1057,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1058,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1059,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1060,Grassland,Forest,Water,NULL,Water,NULL,NULL,NULL
1061,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1062,Grassland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1063,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1064,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
1065,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
1066,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1067,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1068,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1069,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1070,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1071,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
1072,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
1073,Grassland,Forest,Water,Water,Water,NULL,NULL,Bareland
1074,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
1075,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
1076,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1077,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1079,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1080,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1081,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1082,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1083,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1084,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1086,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1087,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1088,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1089,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
