Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYF_M_R
746,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
747,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
748,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
749,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
750,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
751,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
752,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
753,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
754,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
755,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
756,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
757,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
758,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
759,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
760,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
761,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
763,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
764,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
765,Grassland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
766,Grassland,Bareland,Water,Water,Water,NULL,NULL,Grassland
767,Grassland,Bareland,Water,Water,Water,NULL,NULL,Wetland
768,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
769,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
770,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
772,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
773,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
774,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
776,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
777,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
778,Grassland,Built-up,Water,Water,Water,NULL,NULL,Water
779,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
780,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
781,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
782,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
783,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
785,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
786,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
787,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
788,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
789,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
790,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
791,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
792,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
793,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
794,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
795,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
796,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
797,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
798,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
799,Grassland,Water,Water,Water,Water,NULL,NULL,Water
800,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
801,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
802,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
803,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
804,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
805,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
806,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
807,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
808,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
809,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
810,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
811,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
812,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
813,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
815,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
816,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
817,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
818,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
820,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
821,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
822,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
823,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
824,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
825,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
826,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
827,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
828,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
829,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
830,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
831,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
832,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
833,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
834,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
835,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
836,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
837,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
838,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
839,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
840,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
841,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
842,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
844,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
845,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
846,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
847,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
848,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
849,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
850,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
851,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
852,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
853,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
854,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
855,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
856,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
857,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
858,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
859,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
860,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
861,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
862,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
863,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
864,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
866,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
868,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
869,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
870,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
871,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
872,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
873,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
874,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
875,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
876,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
877,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
878,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
879,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
880,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
881,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
882,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
883,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
884,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
885,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
886,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
887,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
888,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
889,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
890,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
891,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
892,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
893,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
894,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
895,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
896,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
897,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
898,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
899,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
900,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
901,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
902,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
903,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
904,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
905,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
906,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
907,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
908,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
909,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
910,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
911,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
912,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
914,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
915,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
916,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
917,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
918,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
919,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
920,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
921,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
922,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
923,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
924,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
925,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
926,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
927,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
928,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
929,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
930,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
931,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
932,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
933,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
934,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
935,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
936,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
937,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
938,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
939,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
940,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
941,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
942,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
943,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
945,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
946,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
947,Cropland,Wetland,Water,Water,Water,NULL,NULL,Bareland
948,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
949,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
950,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
952,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
953,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
954,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
955,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
956,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
957,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
958,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
959,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
960,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
961,Cropland,Bareland,Water,Water,Water,NULL,NULL,Grassland
962,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
963,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
964,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
965,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
966,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
967,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
968,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
969,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
970,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
971,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
972,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
973,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
974,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
975,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
976,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
977,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
978,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
979,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
980,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
981,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
982,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
983,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
984,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
985,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
986,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
987,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
988,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
989,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
990,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
991,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
992,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
993,Cropland,Built-up,Water,Water,Water,NULL,NULL,Bareland
994,Cropland,Built-up,Water,Water,Water,NULL,NULL,Forest
995,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
996,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
997,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
998,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
999,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1000,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1001,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1002,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1004,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1005,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1007,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1008,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1011,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1012,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1015,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1016,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1017,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1018,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1019,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1020,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1021,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1022,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1023,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1024,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1025,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1026,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1027,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1028,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1029,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1030,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1031,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1032,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1033,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1034,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
1035,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
1036,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
1037,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
1038,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1039,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
1040,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1043,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1044,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1045,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1046,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1048,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1049,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1050,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1052,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1053,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1054,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1055,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1057,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1058,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1059,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1060,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1061,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1062,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1063,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1064,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
1065,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1066,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
1067,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1068,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1069,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1070,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1071,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1072,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1073,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1075,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1076,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1077,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1078,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1079,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1080,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1081,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1082,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1083,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1084,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1085,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1086,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1087,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1088,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1089,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1090,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1091,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1092,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1093,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1094,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
