Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUB_M_R
5544,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5545,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5546,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5547,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5548,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
5549,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5550,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
5551,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
5552,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5553,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
5554,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
5555,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Water,Grassland
5556,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Water,Built-up
5557,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water,Built-up,Built-up
5558,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest,NULL,Cropland
5559,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Bareland,Grassland
5560,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Bareland,Bareland
5561,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Built-up,Grassland
5562,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Built-up,Bareland
5563,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Built-up,Built-up
5564,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
5565,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
5566,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
5567,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5568,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Built-up
5569,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
5570,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Built-up
5571,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Forest
5572,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
5573,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Built-up
5574,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Built-up,Built-up
5575,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Bareland
5576,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Built-up
5577,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
5578,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5579,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5580,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5581,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5582,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5583,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5584,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5585,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5586,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
5587,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
5588,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
5589,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5590,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5591,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
5592,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
5593,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5594,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5595,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5596,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
5597,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5598,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
5599,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5600,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5601,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
5602,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5603,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
5604,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
5605,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
5606,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
5607,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
5608,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
5609,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
5610,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
5611,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
5612,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
5613,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5614,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
5615,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
5616,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
5617,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5618,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5619,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5620,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5621,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5622,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
5623,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5624,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5625,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5626,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
5627,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5628,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5629,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
5630,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
5631,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
5632,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5633,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
5634,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
5635,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5636,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
5637,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
5638,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
5639,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
5640,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
5641,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
5642,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
5643,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5644,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5645,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5646,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5647,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5648,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5649,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5650,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5651,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
5652,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5653,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5654,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5655,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5656,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5657,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
5658,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5659,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
5660,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5661,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5662,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
5663,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5664,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5665,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
5666,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5667,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5668,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5669,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
5670,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
5671,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
5672,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5673,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
5674,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5675,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5676,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5677,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5678,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5679,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5680,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5681,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5682,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5683,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5684,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5685,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
5686,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
5687,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5688,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5689,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5690,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5691,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5692,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5693,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5694,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5695,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5696,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5697,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
5698,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5699,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
5700,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
5701,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5702,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5703,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
5704,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
5705,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5706,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5707,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5708,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
5709,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5710,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
5711,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5712,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
5713,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5714,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
5715,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5716,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
5717,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
5718,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5719,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
5720,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
5721,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
5722,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
5723,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
5724,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5725,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5726,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5727,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5728,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
5729,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5730,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
5731,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
5732,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
5733,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
5734,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5735,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5736,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
5737,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5738,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5739,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5740,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
5741,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
5742,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
5743,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
5744,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
5745,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
5746,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
5747,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
5748,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5749,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
5750,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
5751,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
5752,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
5753,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Built-up
5754,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
5755,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
5756,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
5757,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
5758,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
5759,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
5760,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
5761,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
5762,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
5763,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
5764,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
5765,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
5766,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
5767,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
5768,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Bareland
5769,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
5770,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
5771,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
5772,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
5773,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
5774,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
5775,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
5776,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
5777,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5778,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
5779,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
5780,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
5781,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
5782,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Built-up
5783,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
5784,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Bareland
5785,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Built-up
5786,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
5787,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5788,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5789,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
5790,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
5791,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
5792,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
5793,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
5794,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
5795,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5796,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
5797,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
5798,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
5799,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5800,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
5801,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Forest
5802,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,NULL
5803,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5804,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
5805,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
5806,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
5807,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
5808,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Built-up
5809,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
5810,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Forest
5811,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Built-up,Grassland
5812,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Bareland
5813,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
5814,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5815,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
5816,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
5817,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
5818,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
5819,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
5820,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
5821,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
5822,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
5823,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
5824,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
5825,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Wetland
5826,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
5827,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Built-up
5828,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Forest
5829,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Grassland
5830,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Bareland
5831,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Grassland
5832,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Built-up
5833,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
5834,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
5835,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
5836,NULL,Built-up,Water,NULL,Water,Water,Built-up,Built-up
5837,NULL,Built-up,Water,Non_Water,Water,NULL,Water,NULL
5838,NULL,Built-up,Water,Non_Water,Water,Water,Built-up,Built-up
5839,NULL,Built-up,Water,Water,Water,NULL,Built-up,Water
5840,NULL,Built-up,Water,Water,Water,Shrubland,Built-up,Grassland
5841,NULL,Built-up,Water,Water,Water,Grassland,Built-up,Bareland
5842,NULL,Built-up,Water,Water,Water,Grassland,Built-up,Built-up
5843,NULL,Built-up,Water,Water,Water,Grassland,Built-up,Water
5844,NULL,Built-up,Water,Water,Water,Bareland,NULL,Grassland
5845,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
5846,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
5847,NULL,Built-up,Water,Water,Water,Water,Built-up,Built-up
5848,NULL,Built-up,Water,Water,Water,Water,Water,Bareland
5849,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5850,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5851,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5852,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5853,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5854,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5855,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5856,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5857,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5858,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
5859,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
5860,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5861,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5862,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
