Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NZG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NZG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NZG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NZG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NZG_M_R
347,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
348,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
349,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
350,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
351,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
352,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
353,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
354,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
355,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
356,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
357,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
358,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
359,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
360,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
361,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
363,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
364,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
365,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
366,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
367,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
368,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
369,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
370,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
371,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
372,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
373,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
374,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
375,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
376,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
377,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
378,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
379,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
380,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
382,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
383,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
384,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
385,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
387,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
388,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
389,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
390,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
391,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
392,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
393,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
394,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
395,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
396,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
397,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
398,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
399,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
400,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
401,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
403,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
404,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
405,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
406,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
407,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
408,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
409,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
410,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
411,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
412,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
413,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
414,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
415,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
416,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
417,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
418,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
419,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
420,Forest,Water,Water,NULL,Water,NULL,NULL,Water
421,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
422,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
423,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
424,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
425,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
426,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
427,Forest,Water,Water,Water,Water,NULL,NULL,Water
428,Forest,Water,Water,Water,Water,NULL,NULL,Forest
429,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
430,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
431,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
432,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
434,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
435,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
436,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
437,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
438,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
439,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
440,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
441,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
442,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
444,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
445,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
447,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
448,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
449,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
450,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
452,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
453,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
454,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
455,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
456,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
457,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
458,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
459,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
461,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
462,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
463,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
464,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
465,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
466,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
467,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
468,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
469,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
470,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
471,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
472,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
473,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
474,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
475,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
476,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
477,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
478,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
479,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
480,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
481,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
482,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
483,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
484,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
485,Forest,Forest,Water,Water,Water,NULL,NULL,Water
486,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
487,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
488,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
489,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
490,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
491,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
492,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
493,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
494,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
495,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
496,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
497,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
498,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
499,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
500,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
