Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFU_M_R
4644,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4645,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4646,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4647,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland,Bareland
4648,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4649,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
4650,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4651,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4652,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4653,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4654,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4655,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4656,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4657,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4658,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4659,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4660,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4661,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4662,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4663,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4664,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4665,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4666,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4667,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4668,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4669,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4670,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4671,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4672,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4673,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4674,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4675,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4676,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4677,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4678,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4679,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4680,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4681,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4682,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4683,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4684,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4685,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4686,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4687,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4688,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4689,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4690,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4691,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4692,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4693,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4694,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4695,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4696,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4697,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4698,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4699,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4700,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4701,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4702,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4703,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4704,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4705,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4706,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4707,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4708,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4709,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4710,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4711,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4712,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4713,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4714,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4715,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4716,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4717,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4718,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4719,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4720,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4721,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4722,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4723,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4724,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4725,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4726,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4727,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4728,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4729,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4730,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4731,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4732,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4733,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4734,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4735,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4736,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4737,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4738,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4739,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4740,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4741,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4742,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4743,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4744,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4745,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
4746,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4747,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4748,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4749,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4750,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4751,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
4752,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
4753,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4754,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4755,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4756,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4757,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4758,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4759,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4760,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4761,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
4762,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4763,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
4764,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4765,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4766,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4767,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4768,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4769,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4770,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4771,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4772,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4773,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4774,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4775,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4776,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4777,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4778,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4779,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4780,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4781,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4782,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4783,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4784,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4785,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4786,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4787,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4788,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4789,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4790,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4791,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4792,Grassland,Built-up,Water,Non_Water,Water,NULL,Water,Grassland
4793,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4794,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4795,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4796,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4797,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
4798,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4799,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4800,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4801,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4802,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4803,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4804,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4805,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4806,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4807,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
4808,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4809,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4810,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4811,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4812,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4813,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4814,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4815,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4816,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4817,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
4818,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4819,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4820,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4821,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4822,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4823,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4824,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4825,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
4826,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4827,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4828,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4829,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4830,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
4831,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4832,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4833,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4834,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4835,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4836,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4837,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4838,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4839,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4840,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4841,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4842,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4843,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4844,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4845,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4846,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4847,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4848,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4849,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
4850,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4851,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4852,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4853,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4854,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4855,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4856,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4857,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
4858,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4859,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4860,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4861,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4862,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4863,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4864,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4865,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4866,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4867,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4868,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4869,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4870,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
4871,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4872,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4873,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4874,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4875,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4876,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
4877,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4878,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4879,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
4880,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
4881,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
4882,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
4883,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4884,Grassland,Water,Water,NULL,Water,NULL,Water,Grassland
4885,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
4886,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4887,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4888,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4889,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4890,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4891,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4892,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4893,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4894,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4895,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4896,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4897,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4898,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4899,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4900,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4901,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4902,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4903,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4904,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4905,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4906,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4907,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4908,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4909,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4910,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4911,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4912,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4913,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4914,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4915,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4916,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4917,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4918,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4919,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4920,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4921,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4922,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4923,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4924,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4925,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4926,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4927,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4928,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
4929,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4930,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4931,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4932,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4933,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4934,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4935,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4936,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4937,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4938,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
4939,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4940,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4941,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4942,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4943,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4944,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4945,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4946,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4947,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4948,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4949,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4950,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4951,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4952,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4953,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4954,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4955,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4956,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4957,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4958,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4959,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4960,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4961,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4962,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
