Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVA_M_R
2266,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
2267,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
2268,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
2269,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
2270,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
2271,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2272,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2273,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2274,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
2275,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2276,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2277,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2278,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2279,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2280,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2281,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2282,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2283,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2284,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2285,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2286,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2287,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2288,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2289,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2290,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2291,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2292,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2293,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2294,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2295,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2296,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2297,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2298,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2299,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2300,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2301,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2302,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2303,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2304,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2305,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2306,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2307,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2308,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2309,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2310,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2311,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2312,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2313,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2314,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
2315,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2316,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2317,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2318,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2319,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2320,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Water
2321,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
2322,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
2323,Grassland,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
2324,Grassland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
2325,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
2326,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Water
2327,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
2328,Grassland,Cropland,Water,Water,Water,Wetland,Water,Water
2329,Grassland,Cropland,Water,Water,Water,Water,Grassland,Wetland
2330,Grassland,Cropland,Water,Water,Water,Water,Grassland,Water
2331,Grassland,Cropland,Water,Water,Water,Water,Wetland,Water
2332,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2333,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2334,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2335,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2336,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2337,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2338,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2339,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2340,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2341,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2342,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2343,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2344,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2345,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2346,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2347,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2348,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Wetland
2349,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2350,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2351,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2352,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2353,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2354,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2355,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2356,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2357,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2358,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2359,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2360,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
2361,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
2362,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
2363,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Water
2364,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2365,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2366,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2367,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2368,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2369,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2370,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2371,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2372,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2373,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2374,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2375,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2376,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2377,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2378,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2379,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2380,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2381,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2382,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2383,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2384,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
2385,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2386,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
2387,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2388,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2389,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2390,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2391,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2392,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2393,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2394,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2395,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2396,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2397,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
2398,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
2399,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
2400,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2401,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2402,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2403,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2404,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2405,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2406,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2407,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2408,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2409,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
2410,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2411,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2412,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2413,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
2414,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2415,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2416,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2417,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2418,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2419,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
2420,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2421,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2422,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Water
2423,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2424,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2425,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2426,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
2427,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
2428,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2429,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Water
2430,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
2431,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2432,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2433,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
2434,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2435,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
2436,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2437,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
2438,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2439,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2440,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2441,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2442,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2443,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2444,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2445,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2446,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2447,Grassland,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
2448,Grassland,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
2449,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
2450,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
2451,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
2452,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2453,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2454,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2455,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2456,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2457,Grassland,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
2458,Grassland,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
2459,Grassland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
2460,Grassland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
2461,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
2462,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
2463,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2464,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
2465,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
2466,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2467,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2468,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2469,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2470,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
2471,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
2472,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
2473,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2474,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2475,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2476,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
2477,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2478,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2479,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2480,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2481,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2482,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
2483,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2484,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2485,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2486,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2487,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
2488,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2489,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2490,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2491,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2492,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2493,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2494,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2495,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2496,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2497,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2498,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2499,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
2500,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2501,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2502,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
2503,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
2504,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2505,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
2506,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2507,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2508,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2509,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2510,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2511,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2512,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
2513,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
2514,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
2515,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
2516,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2517,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2518,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2519,Grassland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
2520,Grassland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Water
2521,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
2522,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
2523,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
2524,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2525,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
2526,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
2527,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
2528,Grassland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
2529,Grassland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
2530,Grassland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
2531,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2532,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
2533,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
2534,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2535,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2536,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2537,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2538,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2539,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
2540,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
2541,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
2542,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
2543,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2544,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2545,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2546,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
2547,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2548,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2549,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2550,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2551,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2552,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2553,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2554,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2555,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2556,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
2557,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
2558,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2559,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
2560,Grassland,Wetland,Water,NULL,Water,Shrubland,Grassland,Wetland
2561,Grassland,Wetland,Water,NULL,Water,Grassland,NULL,Wetland
2562,Grassland,Wetland,Water,NULL,Water,Grassland,NULL,Forest
2563,Grassland,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
2564,Grassland,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
2565,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
2566,Grassland,Wetland,Water,NULL,Water,Wetland,NULL,Wetland
2567,Grassland,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
2568,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2569,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
2570,Grassland,Wetland,Water,NULL,Water,Water,NULL,Wetland
2571,Grassland,Wetland,Water,NULL,Water,Water,NULL,Forest
2572,Grassland,Wetland,Water,NULL,Water,Water,Grassland,Wetland
2573,Grassland,Wetland,Water,NULL,Water,Water,Grassland,Water
2574,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
2575,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2576,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2577,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2578,Grassland,Wetland,Water,Non_Water,Water,Grassland,NULL,Wetland
2579,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Grassland
2580,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
2581,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Water
2582,Grassland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Forest
2583,Grassland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
2584,Grassland,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
2585,Grassland,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
2586,Grassland,Wetland,Water,Non_Water,Water,Wetland,NULL,Water
2587,Grassland,Wetland,Water,Non_Water,Water,Wetland,NULL,Forest
2588,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
2589,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
2590,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
2591,Grassland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
2592,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2593,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
