Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZS_M_R
8449,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8450,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
8451,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
8452,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8453,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8454,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
8455,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8456,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8457,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
8458,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8459,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
8460,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8461,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8462,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8463,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8464,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8465,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8466,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8467,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8468,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8469,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
8470,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
8471,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Built-up
8472,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8473,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
8474,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8475,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8476,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8477,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8478,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8479,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
8480,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
8481,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8482,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8483,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
8484,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
8485,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
8486,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
8487,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
8488,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
8489,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
8490,Grassland,Built-up,Cropland,Water,Non_Wetland,Built-up,NULL,Built-up
8491,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
8492,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
8493,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8494,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
8495,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
8496,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
8497,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8498,Grassland,Built-up,Wetland,Water,Wetland,Shrubland,NULL,Grassland
8499,Grassland,Built-up,Wetland,Water,Wetland,Grassland,NULL,Grassland
8500,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8501,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8502,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8503,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
8504,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8505,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8506,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8507,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8508,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8509,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8510,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
8511,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
8512,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8513,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8514,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8515,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8516,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8517,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8518,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8519,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
8520,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
8521,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
8522,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8523,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
8524,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
8525,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
8526,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8527,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8528,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8529,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8530,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8531,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8532,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8533,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8534,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8535,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8536,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8537,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8538,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8539,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8540,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
8541,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
8542,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8543,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8544,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8545,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8546,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
8547,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8548,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8549,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8550,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8551,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8552,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
8553,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8554,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
8555,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8556,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
8557,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8558,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8559,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
8560,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
8561,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8562,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8563,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8564,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8565,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8566,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
8567,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
8568,Grassland,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Built-up
8569,Grassland,Built-up,Built-up,Water,Non_Wetland,Built-up,Grassland,Built-up
8570,Grassland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
8571,Grassland,Built-up,Water,Non_Water,Water,Forest,NULL,Grassland
8572,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8573,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8574,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
8575,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8576,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8577,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8578,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8579,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8580,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8581,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
8582,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8583,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
8584,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
8585,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8586,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8587,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8588,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8589,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8590,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
8591,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8592,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8593,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8594,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8595,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8596,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8597,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8598,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8599,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8600,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8601,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8602,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8603,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
8604,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8605,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8606,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8607,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8608,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8609,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8610,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
8611,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8612,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8613,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
8614,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
8615,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8616,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
8617,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8618,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8619,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8620,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8621,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8622,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Built-up,NULL,Cropland
8623,Grassland,Built-up,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
8624,Grassland,Built-up,Forest,Water,Non_Wetland,Built-up,Grassland,Cropland
8625,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8626,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8627,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8628,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8629,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8630,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8631,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8632,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8633,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8634,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8635,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8636,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8637,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8638,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8639,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8640,Grassland,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8641,Grassland,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8642,Grassland,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
8643,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8644,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8645,Grassland,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8646,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8647,Grassland,Water,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8648,Grassland,Water,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
8649,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
8650,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
8651,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8652,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8653,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8654,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8655,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8656,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8657,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8658,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8659,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8660,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8661,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8662,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8663,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8664,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8665,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8666,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8667,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8668,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8669,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8670,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8671,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8672,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8673,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
8674,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8675,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8676,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8677,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8678,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8679,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
8680,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8681,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8682,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8683,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8684,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8685,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8686,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8687,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8688,Grassland,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
8689,Grassland,Water,Grassland,NULL,Non_Wetland,Water,NULL,Cropland
8690,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8691,Grassland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8692,Grassland,Water,Grassland,Water,Non_Wetland,Shrubland,Forest,Grassland
8693,Grassland,Water,Grassland,Water,Non_Wetland,Forest,Forest,Cropland
8694,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8695,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8696,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8697,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8698,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8699,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8700,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8701,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8702,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8703,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8704,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
8705,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8706,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8707,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8708,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8709,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8710,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8711,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8712,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
8713,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8714,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8715,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8716,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8717,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8718,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
8719,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8720,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8721,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8722,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8723,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8724,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8725,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8726,Grassland,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8727,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8728,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8729,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8730,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8731,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8732,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8733,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8734,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8735,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8736,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8737,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
8738,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8739,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8740,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8741,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8742,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8743,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
8744,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8745,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8746,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8747,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
8748,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8749,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8750,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
8751,Grassland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
8752,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8753,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
8754,Grassland,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
8755,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
8756,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
8757,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
8758,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
8759,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
8760,Grassland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
8761,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8762,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
8763,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
8764,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
8765,Grassland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
