Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDG_M_R
1320,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1321,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1322,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1323,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1324,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1325,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1326,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1327,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1328,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1329,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1330,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1331,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1332,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1333,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1334,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1335,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1336,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1337,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1338,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1339,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1340,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1341,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1342,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1343,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
1344,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1345,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1346,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1347,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1348,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1349,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1350,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
1351,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1352,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
1353,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1354,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1355,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1356,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
1357,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1358,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
1359,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
1360,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1361,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1362,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1363,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1364,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1365,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
1366,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1367,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1368,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1369,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
1370,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
1371,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
1372,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
1373,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
1374,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
1375,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1376,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1377,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
1378,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,NULL
1379,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1380,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1381,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1382,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1383,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1384,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1385,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1386,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1387,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
1388,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1389,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1390,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1391,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1392,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1393,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1394,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1395,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
1396,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1397,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1398,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1399,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1400,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1401,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
1402,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1403,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1404,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1405,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1406,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1407,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1408,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1409,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1410,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1411,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1412,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1413,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1414,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1415,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1416,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1417,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1418,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1419,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1420,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1421,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
1422,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1423,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1424,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1425,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1426,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1427,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1428,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1429,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1430,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1431,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1432,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1433,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1434,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1435,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1436,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1437,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1438,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1439,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1440,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1441,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1442,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1443,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1444,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1445,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1446,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1447,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1448,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1449,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1450,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1451,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1452,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1453,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1454,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1455,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1456,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1457,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1458,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1459,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1460,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1461,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1462,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1463,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1464,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1465,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1466,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1467,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1468,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1469,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1470,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1471,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1472,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1473,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1474,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1475,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1476,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1477,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1478,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1479,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1480,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1481,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1482,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1483,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1484,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1485,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
1486,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1487,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1488,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
1489,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1490,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1491,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1492,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1493,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
1494,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1495,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1496,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1497,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
1498,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1499,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
1500,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
1501,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1502,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
1503,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1504,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1505,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1506,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1507,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1508,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1509,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1510,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1511,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1512,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1513,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1514,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1515,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1516,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1517,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1518,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
1519,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1520,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
1521,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1522,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1523,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1524,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1525,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1526,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1527,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1528,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1529,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
1530,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1532,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1533,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1534,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1535,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1536,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1537,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1538,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1539,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1540,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1541,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1542,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1543,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1544,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1545,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
1546,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1547,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
1550,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1551,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1552,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1553,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1554,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1555,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1556,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1557,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1558,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1559,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1560,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1561,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1562,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1563,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1564,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1565,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1566,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1567,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1568,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
1569,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1570,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1573,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1574,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1575,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1576,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1577,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1578,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1579,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1580,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1581,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1582,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1583,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1584,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1585,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1586,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1587,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1588,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1589,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1590,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1591,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1592,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1593,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1594,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1595,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1596,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1597,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1598,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1599,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1600,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1601,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1602,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1603,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1604,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1605,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1606,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1607,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1608,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1609,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1610,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
1611,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1612,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1613,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1614,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1615,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1616,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1617,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1618,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1619,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1620,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1621,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1622,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1623,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1624,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1625,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1626,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1627,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1628,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1629,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1630,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1631,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
1632,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1633,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1634,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1635,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1636,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
