Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXT_M_R
32,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
38,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
72,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
73,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
76,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
83,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
84,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
85,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
86,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
87,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
88,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
89,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
90,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
91,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
92,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
93,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
94,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
95,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
96,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
97,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
98,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
99,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
100,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
101,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
102,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
103,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
104,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
105,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
106,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
107,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
108,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
109,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
110,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
111,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Wetland,Grassland
112,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
113,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
114,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
115,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
116,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
117,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
118,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
119,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
120,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
121,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
122,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
123,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
124,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
125,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
126,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
127,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
231,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
232,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
233,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
234,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
235,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
236,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
237,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
238,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
239,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
240,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
241,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
242,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
243,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
244,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
245,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
246,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
247,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
248,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
249,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
250,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
251,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
252,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
253,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
254,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
255,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
256,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
257,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
258,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
259,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
260,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
261,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
262,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
263,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
264,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
265,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
266,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
267,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
268,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
269,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
270,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
271,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
272,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
273,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
274,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
275,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
276,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
277,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
278,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
279,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
280,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
281,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
282,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
283,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
284,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
285,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
286,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
287,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
288,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
289,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Bareland
290,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Forest
291,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Bareland,Grassland
292,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Bareland,Built-up
293,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Built-up,Grassland
294,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
295,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
296,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
297,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
298,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
299,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
300,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
301,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
302,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
303,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
304,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
305,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Built-up,Grassland
306,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Built-up,Forest
307,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
308,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
309,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
310,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
311,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
312,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
313,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
314,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
315,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
316,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
317,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
318,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
319,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
320,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
