Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVH_M_R
182,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland
183,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
184,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
185,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
186,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
187,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
188,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland
189,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Wetland
190,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
191,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Cropland
192,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland
193,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
194,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
195,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
196,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
197,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
198,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Cropland
199,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland
200,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up
201,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland
202,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Cropland
203,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Wetland
204,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland
205,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland
206,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland
207,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up
208,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water
209,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest
210,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland
211,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water
212,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
213,NULL,Built-up,Wetland,Water,Wetland,NULL,Wetland
214,NULL,Built-up,Wetland,Water,Wetland,NULL,Bareland
215,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up
216,NULL,Built-up,Wetland,Water,Wetland,NULL,Water
217,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
218,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
219,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
220,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Cropland
221,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland
222,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
223,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
224,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
225,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
226,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
227,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland
228,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland
229,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up
230,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Forest
231,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Grassland
232,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland
233,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up
234,NULL,Built-up,Water,NULL,Water,NULL,Grassland
235,NULL,Built-up,Water,NULL,Water,NULL,Wetland
236,NULL,Built-up,Water,NULL,Water,NULL,Built-up
237,NULL,Built-up,Water,NULL,Water,NULL,Water
238,NULL,Built-up,Water,Non_Water,Water,NULL,Grassland
239,NULL,Built-up,Water,Non_Water,Water,NULL,Water
240,NULL,Built-up,Water,Water,Water,NULL,Grassland
241,NULL,Built-up,Water,Water,Water,NULL,Bareland
242,NULL,Built-up,Water,Water,Water,NULL,Water
243,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
244,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Cropland
245,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland
246,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
247,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
248,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water
249,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
250,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
251,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Cropland
252,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland
253,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water
254,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
255,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
256,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Wetland
257,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Bareland
258,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Water
259,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
260,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
261,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
262,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water
263,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
264,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
265,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water
266,NULL,Water,Grassland,Water,Non_Wetland,NULL,Water
267,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
268,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland
269,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland
270,NULL,Water,Wetland,NULL,Wetland,NULL,Water
271,NULL,Water,Wetland,NULL,Wetland,NULL,Forest
272,NULL,Water,Wetland,Non_Water,Wetland,NULL,Wetland
273,NULL,Water,Wetland,Water,Wetland,NULL,Water
274,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
275,NULL,Water,Built-up,Water,Non_Wetland,NULL,Water
276,NULL,Water,Water,Non_Water,Water,NULL,Wetland
277,NULL,Water,Water,Water,Water,NULL,Wetland
278,NULL,Water,Water,Water,Water,NULL,Water
279,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland
280,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland
281,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water
282,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
283,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
284,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
285,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
286,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
287,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
288,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland
289,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland
290,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest
291,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
292,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
293,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest
294,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
295,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
296,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
297,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
298,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
299,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
300,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
301,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
302,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
303,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
304,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
305,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
306,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
307,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
308,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
309,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
310,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
311,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
312,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
313,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
314,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
315,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
316,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
317,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
318,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Cropland
319,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
320,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
321,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
322,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
323,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water
324,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
325,Grassland,NULL,Wetland,NULL,Wetland,NULL,Cropland
326,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
327,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water
328,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest
329,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
330,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
331,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
332,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water
333,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
334,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
335,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
336,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
337,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland
338,Grassland,NULL,Water,NULL,Water,NULL,Wetland
339,Grassland,NULL,Water,Water,Water,NULL,Grassland
340,Grassland,NULL,Water,Water,Water,NULL,Wetland
341,Grassland,NULL,Water,Water,Water,NULL,Water
342,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
343,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
344,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
345,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water
346,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
347,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
348,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Cropland
349,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
350,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
351,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
352,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Cropland
353,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
354,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water
355,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
356,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Cropland
357,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland
358,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland
359,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Cropland
360,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
361,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
362,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
363,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
364,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
365,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
366,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
367,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
368,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water
369,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
370,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Cropland
371,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
372,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
373,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
374,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
375,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
376,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up
377,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
378,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
