Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDC_M_R
974,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
975,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
976,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
977,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
978,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
979,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
980,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
981,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
982,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
983,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
984,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
985,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
986,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
987,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
988,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
989,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
990,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
991,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
992,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
993,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
994,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
995,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
996,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
997,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
998,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
999,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1000,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1001,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1002,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1003,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1004,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1005,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1006,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1007,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1008,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1009,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1010,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1011,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1012,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1013,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1014,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1015,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1016,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
1017,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Water
1018,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1019,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1020,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1021,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1022,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1023,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1024,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1025,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1026,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1027,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1028,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1029,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1030,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1031,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1032,Grassland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1033,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1034,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1035,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1036,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1037,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1038,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1039,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1040,Grassland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1041,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1042,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1043,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1044,Grassland,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1045,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1046,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1047,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1048,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1049,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1050,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1051,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1052,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1053,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1054,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1055,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1056,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1057,Grassland,Water,Water,Non_Water,Water,Grassland,Water,Wetland
1058,Grassland,Water,Water,Non_Water,Water,Wetland,Water,Water
1059,Grassland,Water,Water,Water,Water,NULL,Water,Wetland
1060,Grassland,Water,Water,Water,Water,NULL,Water,Water
1061,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
1062,Grassland,Water,Water,Water,Water,Grassland,Water,Wetland
1063,Grassland,Water,Water,Water,Water,Grassland,Water,Water
1064,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
1065,Grassland,Water,Water,Water,Water,Wetland,Water,Water
1066,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1067,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1068,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1069,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1070,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1071,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1072,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1073,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1074,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1075,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1076,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1077,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1078,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1079,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1080,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1081,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1082,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1083,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1084,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1085,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1086,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1087,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1088,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1089,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1090,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1091,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1092,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1093,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1094,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1095,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1096,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
1097,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1098,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1099,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1100,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
1101,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1102,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1103,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1104,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1105,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1106,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1107,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1108,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1109,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1110,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1111,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1112,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1113,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1114,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1115,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1116,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1117,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1118,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1119,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1120,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1121,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1122,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1123,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1124,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
1125,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1126,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1127,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1128,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1129,Grassland,Forest,Water,Non_Water,Water,NULL,Water,Wetland
1130,Grassland,Forest,Water,Non_Water,Water,NULL,Water,Water
1131,Grassland,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
1132,Grassland,Forest,Water,Non_Water,Water,Grassland,Water,Wetland
1133,Grassland,Forest,Water,Non_Water,Water,Grassland,Water,Water
1134,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
1135,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Water
1136,Grassland,Forest,Water,Water,Water,NULL,Water,Wetland
1137,Grassland,Forest,Water,Water,Water,NULL,Water,Water
1138,Grassland,Forest,Water,Water,Water,Grassland,Water,Wetland
1139,Grassland,Forest,Water,Water,Water,Grassland,Water,Water
1140,Grassland,Forest,Water,Water,Water,Wetland,Water,Wetland
1141,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
1142,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1143,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1144,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1145,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1146,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1147,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1148,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1149,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1150,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1151,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1152,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1153,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1154,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1155,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1156,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1157,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1158,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1159,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1160,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1161,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1162,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1163,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1164,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1165,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1166,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1167,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1168,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1169,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1170,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1171,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1172,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1173,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1174,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1175,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1176,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1177,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1178,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1179,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1180,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1181,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1182,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1183,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1184,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1185,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1186,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1187,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1188,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1189,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1190,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1191,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1192,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1193,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1194,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1195,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1196,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1197,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1198,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1199,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1200,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1201,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1202,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1203,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1204,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1205,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1206,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1207,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1208,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1209,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1210,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1211,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1212,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1213,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1214,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1215,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1216,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1217,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1218,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1219,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1220,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1221,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1222,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1223,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1224,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1225,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1226,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1227,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1228,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1229,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1230,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1231,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1232,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1233,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1234,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1235,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1236,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1237,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1238,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1239,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1240,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1241,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1242,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1243,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1244,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1245,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1246,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1247,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1248,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1249,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1250,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1251,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1252,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1253,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1254,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1255,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1256,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1257,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1258,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1259,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1260,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1261,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1262,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1263,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1264,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1265,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1266,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1267,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1268,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1269,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1270,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1271,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1272,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1273,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1274,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1275,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1276,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1277,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1278,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1279,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1280,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1281,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1282,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1283,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1284,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1285,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1286,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1287,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1288,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1289,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1290,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1291,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1292,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1293,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1294,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1295,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1296,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1297,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1298,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1299,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
