Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVN_M_R
1643,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1644,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1645,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1646,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1647,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1648,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1649,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1650,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1651,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1652,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1653,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1654,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1655,Wetland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1656,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1657,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1658,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1659,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1660,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1661,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1662,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1663,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1664,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1665,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
1666,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1667,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1668,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1669,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
1670,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1671,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1672,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1673,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
1674,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1675,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1676,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1677,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1678,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1679,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1680,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1681,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1682,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1683,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1684,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1685,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1686,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1687,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1688,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1689,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1690,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1691,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
1692,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1693,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1694,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1695,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1696,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
1697,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1698,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1699,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1700,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1701,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1702,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1703,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1704,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1705,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1706,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1707,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1708,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1709,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1710,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1711,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1712,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1713,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1714,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1715,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1716,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1717,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1718,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1719,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1720,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1721,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1722,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1723,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
1724,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1725,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1726,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1727,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1728,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1729,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1730,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1731,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1732,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1733,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1734,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1735,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1736,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1737,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1738,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1739,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1740,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1741,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1742,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1743,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1744,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
1745,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1746,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1747,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1748,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1749,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1750,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1751,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1752,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1753,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1754,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1755,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1756,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1757,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1758,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1759,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
1760,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1761,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1762,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
1763,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1764,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
1765,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1766,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1767,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1768,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1769,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1770,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1771,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
1772,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1773,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1774,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1775,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1776,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1777,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1778,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1779,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1780,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1781,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1782,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1783,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1784,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1785,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1786,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
1787,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1788,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1789,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1790,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1791,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1792,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1793,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1794,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1795,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
1796,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1797,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1798,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Water
1799,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1800,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1801,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1802,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1803,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1804,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1805,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1806,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1807,Bareland,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
1808,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
1809,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1810,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1811,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1812,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1813,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1814,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1815,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1816,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
1817,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1818,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1819,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1820,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Bareland
1821,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
1822,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1823,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1824,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1825,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1826,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1827,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1828,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1829,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1830,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1831,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
1832,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1833,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1834,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1835,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1836,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1837,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1838,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1839,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1840,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1841,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1842,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1843,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
1844,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1845,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1846,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1847,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1848,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1849,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1850,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1851,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
1852,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1853,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1854,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1855,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1856,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1857,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1858,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1859,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1860,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1861,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1862,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
1863,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1864,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1865,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
1866,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Forest
1867,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1868,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1869,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1870,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1871,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1872,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1873,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1874,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1875,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1876,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1877,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1878,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1879,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1880,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1881,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1882,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1883,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
1884,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1885,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1886,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1887,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1888,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1889,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1890,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1891,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1892,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1893,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1894,Bareland,Cropland,Wetland,NULL,Wetland,Forest,Bareland,Forest
1895,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Water
1896,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1897,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1898,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1899,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1900,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1901,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1902,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1903,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1904,Bareland,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1905,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1906,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1907,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1908,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1909,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1910,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1911,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1912,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1913,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1914,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1915,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1916,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1917,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1918,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1919,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1920,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1921,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1922,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1923,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1924,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1925,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1926,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1927,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1928,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1929,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1930,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1931,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1932,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
1933,Bareland,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
1934,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1935,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1936,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1937,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1938,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1939,Bareland,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
1940,Bareland,Wetland,Water,Water,Water,Bareland,Wetland,Water
1941,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1942,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Water
1943,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Forest
1944,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1945,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1946,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1947,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1948,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1949,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1950,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1951,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1952,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1953,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1954,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1955,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1956,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1957,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1958,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Water
1959,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1960,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
