Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZA_M_R
20,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
21,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
22,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
23,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
24,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
25,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
26,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
27,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
28,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
29,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
30,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
31,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
32,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
33,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
34,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
35,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
36,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
37,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
38,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
39,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
40,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
41,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
42,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
43,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
44,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
45,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
46,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
47,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
48,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
55,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
56,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
57,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
58,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
59,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
60,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
61,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
62,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
63,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
64,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
65,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
66,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
67,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
68,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
69,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
70,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
71,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
72,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
73,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
74,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
75,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
76,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
77,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
78,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
79,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
80,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
81,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
82,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
83,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
84,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
85,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
86,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
87,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
88,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
89,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
90,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
91,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
92,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
93,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
94,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
95,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
96,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
97,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
98,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
99,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
100,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
101,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Forest
102,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
103,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
104,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
105,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
106,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
107,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
108,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
109,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
110,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
111,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
112,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
113,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
114,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
115,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
116,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
117,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
118,NULL,NULL,Water,NULL,Water,Bareland,Forest,Grassland
119,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
120,NULL,NULL,Water,NULL,Water,Water,Forest,Wetland
121,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
122,NULL,NULL,Water,Non_Water,Water,Water,Water,Bareland
123,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
124,NULL,NULL,Water,Water,Water,Bareland,Forest,Grassland
125,NULL,NULL,Water,Water,Water,Bareland,Forest,Wetland
126,NULL,NULL,Water,Water,Water,Water,Water,Grassland
127,NULL,NULL,Water,Water,Water,Water,Water,Wetland
128,NULL,NULL,Water,Water,Water,Water,Water,Bareland
129,NULL,NULL,Water,Water,Water,Water,Water,Water
130,NULL,NULL,Water,Water,Water,Water,Water,Forest
131,NULL,NULL,Water,Water,Water,Water,Forest,Grassland
132,NULL,NULL,Water,Water,Water,Water,Forest,Wetland
133,NULL,NULL,Water,Water,Water,Water,Forest,Forest
134,NULL,NULL,Water,Water,Water,Forest,Grassland,Grassland
135,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
136,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
137,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
138,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
139,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
140,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
141,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
142,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
143,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
144,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
145,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
146,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
147,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
148,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
149,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
150,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
151,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
152,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
153,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
154,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
155,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
156,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
157,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
158,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
159,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
160,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
161,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
162,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
163,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
164,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
165,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
166,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
167,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
168,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
169,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
170,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
171,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
172,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
173,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
174,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
175,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
176,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
177,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
178,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
179,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Wetland
180,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
181,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
182,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
183,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
184,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
185,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
186,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
187,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
188,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
189,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
190,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
191,NULL,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
192,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
193,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
194,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
195,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
196,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
197,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
198,NULL,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
199,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
200,NULL,Wetland,Water,Water,Water,Water,Water,Bareland
201,NULL,Wetland,Water,Water,Water,Water,Water,Water
202,NULL,Wetland,Water,Water,Water,Water,Water,Forest
203,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
204,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
205,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
206,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
207,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
208,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
209,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
210,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
211,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
212,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
213,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
214,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
215,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
216,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
217,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
218,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
219,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
220,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
221,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
222,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
223,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
224,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
225,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
226,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
227,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
228,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
229,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
230,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
231,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
232,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
233,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
234,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
235,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
236,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
237,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
238,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
239,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
240,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
241,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
242,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
243,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
244,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
245,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
246,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
247,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
248,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
249,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
250,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
251,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
252,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
253,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
254,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Forest
255,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
256,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
257,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
258,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
259,NULL,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
260,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
261,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
262,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
263,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
264,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
265,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
266,NULL,Water,Water,NULL,Water,Water,Water,Bareland
267,NULL,Water,Water,NULL,Water,Water,Water,Water
268,NULL,Water,Water,Non_Water,Water,Water,Water,Bareland
269,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
270,NULL,Water,Water,Water,Water,Water,Water,Grassland
271,NULL,Water,Water,Water,Water,Water,Water,Bareland
272,NULL,Water,Water,Water,Water,Water,Water,Water
273,NULL,Water,Water,Water,Water,Water,Water,Forest
274,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
275,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
276,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
277,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
278,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
279,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
280,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
281,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
282,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
283,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
284,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
285,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
286,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
287,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
288,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
289,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
290,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
291,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
292,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
293,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
294,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
295,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
296,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
297,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
298,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
299,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
300,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
301,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
302,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
303,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
304,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
305,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
306,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
307,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
308,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
309,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
310,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
311,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
312,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
313,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
314,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
315,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
316,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
317,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
318,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
319,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
320,NULL,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
321,NULL,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
322,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
323,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
324,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
325,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
326,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
327,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
328,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
329,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
330,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
331,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
332,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
333,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
334,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
335,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
336,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
337,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
338,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
339,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
340,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
341,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
342,NULL,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
343,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
344,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
