Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWQ_M_R
343,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
344,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
345,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
347,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
348,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
350,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
351,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
353,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
354,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
355,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
356,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
357,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
358,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
359,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
360,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
361,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
362,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
363,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
364,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
365,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
366,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
367,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
368,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
369,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
371,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
372,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
373,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
374,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
375,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
376,NULL,Forest,Water,Water,Water,NULL,NULL,Water
377,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
378,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
379,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
380,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
381,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
382,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
384,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
385,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
386,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
387,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
388,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
389,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
390,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
391,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
392,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
393,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
394,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
396,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
397,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
398,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
399,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
401,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
402,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
403,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
405,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
406,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
407,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
408,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
409,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
410,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
411,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
413,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
414,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
415,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
416,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
417,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
418,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
420,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
421,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
422,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
423,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
424,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
425,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
426,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
427,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
428,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
429,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
430,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
431,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
433,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
434,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
435,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
436,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
437,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
438,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
439,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
440,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
441,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
442,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
443,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
444,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
445,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
447,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
448,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
449,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
450,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
451,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
452,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
453,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
454,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
455,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
456,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
457,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
458,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
459,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
460,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
461,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
462,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
463,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
464,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
466,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
467,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
468,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
469,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
471,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
472,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
473,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
474,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
475,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
476,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
477,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
478,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
479,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
480,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
481,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
482,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
483,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
484,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
485,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
486,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
487,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
488,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
489,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
490,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
491,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
492,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
493,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
494,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
495,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
496,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
497,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
498,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
499,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
500,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
502,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
503,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
504,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
505,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
506,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
507,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
508,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
510,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
511,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
512,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
513,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
514,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
515,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
516,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
517,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
518,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
519,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
521,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
522,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
523,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
524,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
525,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
526,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
527,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
529,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
530,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
531,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
532,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
533,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
534,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
535,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
536,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
537,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
539,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
541,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
542,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
543,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
544,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
545,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
547,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
548,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
549,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
550,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
551,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
552,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
554,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
555,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
556,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
557,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
558,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
559,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
560,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
561,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
562,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
563,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
564,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
565,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
566,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
567,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
568,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
570,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
571,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
573,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
574,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
576,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
577,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
578,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
579,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
580,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
581,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
582,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
583,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
584,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
585,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
586,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
587,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
588,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
589,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
590,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
591,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
592,Grassland,Cropland,Water,Water,Water,NULL,NULL,Bareland
593,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
594,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
595,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
596,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
597,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
598,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
599,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
600,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
601,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
602,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
603,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
604,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
606,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
607,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
608,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
609,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
610,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
611,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
612,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
613,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
614,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
617,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
620,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
622,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
623,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
624,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
625,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
626,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
627,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
628,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
629,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
630,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
631,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
632,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
633,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
634,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
636,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
638,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
640,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
641,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
642,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
643,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
645,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
647,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
648,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
649,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
650,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
651,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
653,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
654,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
655,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
656,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
657,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
658,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
660,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
661,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
663,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
664,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
666,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
667,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
668,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
669,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
670,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
671,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
672,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
673,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
674,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
675,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
676,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
677,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
678,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
679,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
680,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
681,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
682,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
683,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
684,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
685,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
686,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
