Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNR_M_R
1845,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1846,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1847,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1848,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1849,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1850,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1851,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1852,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1853,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1854,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1855,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1856,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1857,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1858,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1859,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1860,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1861,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1862,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1863,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1864,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1865,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1866,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1867,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
1868,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1869,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1870,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1871,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1872,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1873,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1874,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1875,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1876,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1877,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1878,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1879,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1880,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1881,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1882,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1883,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1884,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1885,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1886,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1887,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1888,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1889,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1890,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1891,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1892,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1893,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1894,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1895,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1896,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1897,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1898,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1899,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1900,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1901,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1902,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1903,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1904,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1905,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1906,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1907,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1908,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1909,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
1910,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1911,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
1912,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1913,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
1914,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
1915,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1916,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1917,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Forest
1918,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1919,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1920,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1921,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1922,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1923,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
1924,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1925,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1926,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
1927,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
1928,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1929,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1930,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1931,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1932,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1933,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1934,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1935,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1936,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
1937,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
1938,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
1939,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1940,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1941,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1942,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1943,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1944,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1945,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
1946,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1947,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1948,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
1949,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1950,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Water,Forest
1951,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1952,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
1953,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
1954,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
1955,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1956,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
1957,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
1958,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
1959,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1960,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1961,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
1962,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1963,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Built-up
1964,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
1965,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
1966,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Water
1967,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
1968,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1969,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
1970,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1971,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
1972,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1973,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,NULL,Forest
1974,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
1975,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
1976,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
1977,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Built-up
1978,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Forest
1979,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Forest,Forest
1980,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Forest
1981,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
1982,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
1983,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
1984,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
1985,NULL,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
1986,NULL,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
1987,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Built-up
1988,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
1989,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
1990,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Built-up
1991,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
1992,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Forest
1993,NULL,Built-up,Wetland,Water,Wetland,Forest,Built-up,Forest
1994,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1995,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1996,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1997,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
1998,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
1999,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
2000,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Forest
2001,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
2002,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2003,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2004,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2005,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
2006,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Bareland
2007,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Built-up
2008,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Water
2009,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,Forest
2010,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Built-up
2011,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Water,Built-up
2012,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
2013,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2014,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2015,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2016,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2017,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2018,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2019,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2020,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2021,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2022,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2023,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2024,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2025,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2026,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2027,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2028,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2029,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2030,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2031,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2032,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2033,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2034,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
2035,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2036,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2037,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2038,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2039,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
2040,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2041,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2042,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2043,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2044,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2045,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2046,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2047,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2048,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2049,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2050,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2051,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2052,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2053,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2054,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2055,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2056,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2057,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2058,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2059,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2060,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2061,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2062,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2063,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2064,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2065,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
2066,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2067,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2068,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2069,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2070,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2071,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2072,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
2073,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2074,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
2075,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
2076,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
2077,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
2078,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2079,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2080,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2081,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2082,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2083,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2084,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2085,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2086,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2087,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2088,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2089,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2090,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2091,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2092,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2093,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2094,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2095,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2096,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
2097,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2098,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2099,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2100,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2101,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2102,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2103,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2104,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2105,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2106,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
2107,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2108,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
2109,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2110,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2111,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2112,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2113,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2114,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2115,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
2116,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
2117,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2118,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
2119,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
2120,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2121,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2122,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2123,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2124,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2125,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2126,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2127,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2128,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2129,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
2130,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
2131,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
2132,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
2133,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
2134,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
2135,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2136,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2137,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
2138,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
2139,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
2140,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
2141,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
2142,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
2143,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2144,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
2145,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
2146,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
2147,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2148,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2149,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
2150,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2151,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
2152,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
2153,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2154,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
2155,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
2156,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2157,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2158,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2159,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
2160,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
2161,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2162,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2163,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
2164,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
2165,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
2166,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
