Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYL_M_R
765,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
767,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
768,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
769,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
771,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
772,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
773,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
774,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
775,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
776,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
777,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
778,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
779,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
780,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
781,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
782,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
783,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
784,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
785,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
786,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
787,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
788,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
789,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
790,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
791,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
792,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
793,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
794,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
795,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
796,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
797,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
798,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
799,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
800,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
801,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
802,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
803,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
804,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
805,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
806,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
807,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
808,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
809,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
810,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
811,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
812,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
813,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
814,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
815,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
816,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
817,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
818,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
819,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
820,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
821,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
822,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
823,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
824,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
825,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
826,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
827,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
828,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
829,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
830,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
831,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
833,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
834,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
835,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
836,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
837,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
838,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
839,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
840,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
841,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
842,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
843,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
844,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
845,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
846,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
847,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
848,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
849,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
850,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
852,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
853,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
854,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
855,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
856,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
857,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
858,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
859,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
860,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
861,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
862,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
863,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
864,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
865,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
866,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
867,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
868,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
869,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
870,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
871,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
872,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
873,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
874,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
875,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
876,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
877,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
878,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
879,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
880,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
881,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
882,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
883,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
884,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
885,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
886,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
887,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
888,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
889,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
890,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
891,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
892,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
893,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
894,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
895,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
896,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
897,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
898,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
899,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
900,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
901,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
903,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
904,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
905,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
906,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
907,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
908,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
909,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
910,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
911,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
912,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
913,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
914,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
915,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
916,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
917,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
918,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
919,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
920,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
921,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
922,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
923,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
924,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
925,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
926,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
927,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
928,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
929,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
930,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
931,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
932,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
933,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
934,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
935,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
936,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
937,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
938,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
939,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
940,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
941,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
942,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
943,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
944,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
945,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
946,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
947,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
948,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
949,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
950,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
951,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
952,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
953,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
954,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
955,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
956,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
957,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
958,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Built-up
959,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
960,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
961,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
962,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
963,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
964,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
965,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
966,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
967,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
968,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
969,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
970,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
971,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
972,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
973,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
974,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
975,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
976,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
977,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
979,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
980,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
981,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
982,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
983,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
984,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
985,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
986,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
987,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
988,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
989,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
990,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
991,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
992,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
993,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
994,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
995,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
996,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
997,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
998,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
999,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1000,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1001,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1003,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1004,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1005,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1007,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1008,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1010,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1011,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1012,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1014,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1015,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1016,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1017,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1018,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1019,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1020,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1021,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1022,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1023,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1024,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1025,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1026,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1028,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1029,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1030,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1031,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1032,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1033,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1034,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1035,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1036,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1037,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1038,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1039,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1041,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1043,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1044,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1045,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1046,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1047,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1049,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1050,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Cropland
1051,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1052,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
1053,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
1054,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1058,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1059,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1060,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1061,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1062,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1064,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1066,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1067,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1068,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1070,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1071,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1072,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1073,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1074,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1075,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1076,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1078,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1080,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1081,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1082,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1083,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1084,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1085,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1087,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1088,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1089,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1090,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1091,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1092,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1093,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1094,Cropland,Water,Water,NULL,Water,NULL,NULL,Cropland
1095,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
