Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGF_M_R
29,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
30,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
31,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
32,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
33,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
34,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
35,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
36,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
37,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
38,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
40,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
41,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
42,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
43,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
44,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
45,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
46,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
47,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
48,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
49,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
50,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
51,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
52,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
53,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
54,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
55,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
56,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
57,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
58,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
59,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
60,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
61,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
62,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
63,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
64,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
65,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
67,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
68,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
69,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
70,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
71,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
72,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
73,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
74,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
75,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
76,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
77,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
78,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
79,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
80,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
81,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
82,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
83,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
84,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
85,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
86,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
87,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
88,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
89,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
90,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
92,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
93,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
94,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
95,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
96,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
97,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
98,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
99,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
100,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
101,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
102,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
103,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
104,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
105,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
106,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
107,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
108,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
109,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
110,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
111,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
112,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
113,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
114,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
115,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
116,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
117,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
118,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
119,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
120,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
122,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
123,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
124,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
125,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
126,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
127,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
128,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
129,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
130,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
131,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
132,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
133,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
134,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
135,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
136,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
137,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
138,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
139,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
140,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
141,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
142,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
143,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
144,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
145,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
146,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
147,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
148,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
149,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
150,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
151,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
152,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
153,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
154,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
155,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
156,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
157,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
158,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
159,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
160,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
161,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
162,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
163,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
164,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
165,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
166,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
167,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
168,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
169,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
170,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
171,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
172,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
173,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
174,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
175,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
176,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
177,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
178,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
179,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
180,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
181,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
182,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
183,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
184,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
185,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
186,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
187,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
188,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
189,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
190,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
191,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
192,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
193,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
194,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
195,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
196,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
197,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
198,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
199,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
200,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
201,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
202,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
203,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
204,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
205,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
206,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
207,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
208,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
209,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
210,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
211,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
212,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
213,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
214,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
215,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
216,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
217,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
218,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
219,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
220,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
221,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
222,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
223,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
224,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
225,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
226,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
227,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
228,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
229,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
230,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
231,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
232,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
233,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
234,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
235,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
236,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
237,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
238,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
239,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
240,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
241,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
242,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
243,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
244,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
245,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
246,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
247,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
248,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
249,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
250,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
251,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
252,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
253,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
254,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
255,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
256,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
257,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
258,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
259,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
260,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
261,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
262,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
263,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
264,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
265,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
266,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
267,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
268,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
269,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
270,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
271,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
272,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
273,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
274,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
275,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
276,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
277,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
278,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
279,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
280,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
281,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
282,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
283,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
284,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
285,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
286,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
287,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
288,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
289,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
290,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
291,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
292,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
293,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
294,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
295,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
296,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
297,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
298,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
299,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
300,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
301,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
302,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
303,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
304,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
305,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
306,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
307,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
308,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
309,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
310,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
311,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
312,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
313,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
314,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
315,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
316,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
317,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
318,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
319,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
320,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
321,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
322,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
323,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
324,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
325,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
326,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
327,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
328,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
329,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
330,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
331,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
332,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
333,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
334,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
335,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
336,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
337,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
338,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
339,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
340,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
341,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
342,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
