Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKM_M_R
1764,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1765,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1766,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1767,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1768,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1769,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1770,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1771,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1772,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1773,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1774,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1775,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1776,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1777,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1778,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1779,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1780,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1781,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1782,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1783,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1784,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1785,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1786,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1787,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
1788,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1789,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1790,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1791,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1792,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1793,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1794,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Cropland
1795,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1796,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
1797,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1798,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1799,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1800,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1801,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1802,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1803,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1804,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1805,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1806,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1807,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1808,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1809,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1810,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
1811,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1812,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1813,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1814,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1815,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1816,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1817,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1818,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1819,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1820,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1821,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1822,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1823,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1824,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1825,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1826,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1827,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1828,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1829,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1830,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1831,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1832,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
1833,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1834,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1835,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1836,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1837,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1838,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1839,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1840,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1841,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1842,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1843,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1844,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1845,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1846,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1847,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1848,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1849,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1850,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1851,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1852,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1853,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1854,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1855,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1856,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1857,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1858,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1859,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1860,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1861,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1862,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1863,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
1864,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1865,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1866,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1867,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1868,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1869,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1870,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1871,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1872,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1873,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1874,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1875,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1876,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1877,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1878,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1879,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1880,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1881,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1882,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1883,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1884,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1885,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1886,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1887,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1888,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1889,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1890,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1891,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1892,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1893,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1894,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1895,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1896,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1897,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1898,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1899,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1900,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1901,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1902,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1903,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1904,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
1905,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
1906,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1907,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1908,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1909,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1910,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1911,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1912,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1913,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1914,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1915,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1916,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1917,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1918,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1919,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1920,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1921,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1922,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1923,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1924,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1925,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1926,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1927,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1928,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1929,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1930,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1931,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1932,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1933,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1934,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1935,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1936,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1937,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1938,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1939,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1940,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1941,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1942,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
1943,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1944,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1945,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1946,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1947,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1948,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1949,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1950,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1951,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1952,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1953,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1954,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1955,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1956,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1957,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1958,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1959,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1960,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1961,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1962,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1963,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1964,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1965,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1966,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1967,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1968,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1969,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1970,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1971,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1972,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1973,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1974,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1975,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1976,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1977,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1978,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1979,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1980,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1981,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1982,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1983,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1984,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1985,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1986,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1987,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1988,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1989,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1990,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1991,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1992,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1993,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1994,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1995,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1996,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1997,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1998,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1999,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2000,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2001,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2002,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2003,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2004,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2005,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2006,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2007,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2008,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2009,NULL,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
2010,NULL,Cropland,Water,NULL,Water,Grassland,Shrubland,Forest
2011,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Built-up
2012,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2013,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2014,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2015,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2016,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2017,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2018,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2019,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2020,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2021,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2022,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2023,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2024,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2025,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2026,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2027,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2028,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2029,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2030,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2031,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2032,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2033,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2034,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2035,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2036,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2037,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2038,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2039,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2040,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2041,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2042,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2043,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2044,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2045,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2046,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2047,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2048,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2049,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2050,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2051,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2052,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2053,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2054,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2055,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2056,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2057,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2058,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2059,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2060,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2061,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2062,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
2063,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2064,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2065,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2066,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2067,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2068,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2069,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2070,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
2071,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2072,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2073,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2074,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2075,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2076,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2077,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2078,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2079,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
