Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R
2898,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2899,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2900,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2901,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
2902,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2903,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2904,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
2905,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
2906,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2907,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
2908,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2909,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2910,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
2911,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
2912,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
2913,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
2914,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
2915,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2916,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2917,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2918,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2919,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2920,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2921,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2922,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2923,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2924,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2925,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2926,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
2927,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2928,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2929,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2930,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2931,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2932,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2933,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2934,Grassland,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
2935,Grassland,Cropland,Water,NULL,Water,Shrubland,Water,Grassland
2936,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,NULL
2937,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2938,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2939,Grassland,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
2940,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
2941,Grassland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
2942,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2943,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
2944,Grassland,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
2945,Grassland,Cropland,Water,NULL,Water,Water,Water,Grassland
2946,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2947,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2948,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2949,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2950,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2951,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2952,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2953,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2954,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2955,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2956,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2957,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2958,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2959,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2960,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2961,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2962,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2963,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2964,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2965,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2966,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2967,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2968,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2969,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2970,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2971,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2972,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2973,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2974,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2975,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2976,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2977,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2978,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2979,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2980,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2981,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2982,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2983,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2984,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2985,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2986,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2987,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2988,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2989,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2990,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2991,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
2992,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2993,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2994,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2995,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2996,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2997,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2998,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2999,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3000,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3001,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3002,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3003,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3004,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3005,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3006,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3007,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3008,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3009,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3010,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3011,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3012,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3013,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3014,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3015,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3016,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3017,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3018,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3019,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3020,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3021,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3022,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3023,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3024,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3025,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3026,Grassland,Bareland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3027,Grassland,Bareland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3028,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3029,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3030,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3031,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3032,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3033,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3034,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3035,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3036,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3037,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3038,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3039,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3040,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3041,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3042,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3043,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3044,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3045,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3046,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3047,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3048,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3049,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3050,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3051,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3052,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3053,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3054,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3055,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3056,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3057,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3058,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3059,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3060,Grassland,Water,Water,NULL,Water,Grassland,NULL,Grassland
3061,Grassland,Water,Water,NULL,Water,Bareland,NULL,Forest
3062,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3063,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3064,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3065,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3066,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3067,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3068,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3069,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3070,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3071,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3072,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3073,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3074,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3075,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3076,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3077,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3078,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3079,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3080,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3081,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3082,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3083,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3084,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3085,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3086,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3087,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3088,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3089,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3090,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3091,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3092,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3093,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3094,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3095,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3096,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3097,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3098,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3099,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3100,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3101,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3102,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3103,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3104,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3105,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3106,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3107,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3108,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3109,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3110,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3111,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3112,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3113,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3114,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3115,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3116,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3117,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3118,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3119,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3120,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3121,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3122,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3123,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3124,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3125,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3126,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3127,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3128,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3129,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3130,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3131,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3132,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3133,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3134,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3135,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3136,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3137,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3138,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3139,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3140,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3141,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3142,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3143,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3144,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3145,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3146,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3147,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3148,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3149,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3150,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3151,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3152,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3153,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3154,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3155,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3156,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3157,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3158,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
3159,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3160,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3161,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3162,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3163,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
3164,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3165,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3166,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
3167,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3168,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
3169,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
3170,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
3171,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3172,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3173,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
3174,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3175,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3176,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3177,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3178,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3179,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3180,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3181,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3182,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3183,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3184,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3185,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3186,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3187,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3188,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3189,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
3190,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3191,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
3192,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3193,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3194,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3195,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3196,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3197,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3198,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3199,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3200,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3201,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3202,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3203,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3204,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3205,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3206,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3207,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3208,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3209,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3210,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3211,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3212,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3213,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3214,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3215,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
