Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFU_M_R
3014,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3015,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
3016,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3017,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3018,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3019,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3020,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3021,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3022,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3023,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3024,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3025,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3026,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3027,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3028,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3029,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3030,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3031,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3032,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3033,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
3034,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3035,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
3036,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
3037,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
3038,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
3039,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
3040,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3041,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3042,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
3043,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
3044,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
3045,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Forest
3046,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
3047,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
3048,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
3049,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3050,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Water
3051,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Forest
3052,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3053,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
3054,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3055,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
3056,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
3057,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
3058,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
3059,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
3060,Grassland,NULL,Water,NULL,Water,Bareland,Water,Grassland
3061,Grassland,NULL,Water,NULL,Water,Bareland,Water,Forest
3062,Grassland,NULL,Water,NULL,Water,Bareland,Forest,Grassland
3063,Grassland,NULL,Water,NULL,Water,Bareland,Forest,Forest
3064,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
3065,Grassland,NULL,Water,NULL,Water,Water,Grassland,Bareland
3066,Grassland,NULL,Water,NULL,Water,Water,Grassland,Water
3067,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
3068,Grassland,NULL,Water,NULL,Water,Water,Water,Water
3069,Grassland,NULL,Water,NULL,Water,Forest,Forest,Forest
3070,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
3071,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
3072,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
3073,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
3074,Grassland,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
3075,Grassland,NULL,Water,Non_Water,Water,Grassland,Forest,Forest
3076,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
3077,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
3078,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
3079,Grassland,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
3080,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
3081,Grassland,NULL,Water,Non_Water,Water,Bareland,Forest,Grassland
3082,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
3083,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
3084,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3085,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Water
3086,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Forest
3087,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
3088,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
3089,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Water
3090,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
3091,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Bareland
3092,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Water
3093,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Forest
3094,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
3095,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
3096,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Water
3097,Grassland,NULL,Water,Water,Water,Bareland,Water,Bareland
3098,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
3099,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
3100,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
3101,Grassland,NULL,Water,Water,Water,Water,Water,Water
3102,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3103,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3104,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3105,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3106,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3107,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3108,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3109,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3110,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3111,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3112,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3113,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3114,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3115,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3116,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3117,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3118,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3119,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3120,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3121,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3122,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3123,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3124,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3125,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3126,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3127,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3128,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3129,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3130,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3131,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3132,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3133,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3134,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3135,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
3136,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
3137,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3138,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3139,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3140,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3141,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
3142,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3143,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3144,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
3145,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3146,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3147,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3148,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3149,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3150,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3151,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3152,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3153,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3154,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3155,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
3156,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
3157,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3158,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3159,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3160,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3161,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3162,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3163,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3164,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3165,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3166,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3167,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3168,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3169,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
3170,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3171,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3172,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3173,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3174,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
3175,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3176,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3177,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3178,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3179,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3180,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3181,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3182,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3183,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3184,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3185,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3186,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3187,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3188,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3189,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3190,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3191,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3192,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3193,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3194,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3195,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3196,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3197,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3198,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3199,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3200,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3201,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3202,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3203,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3204,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3205,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3206,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3207,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3208,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3209,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3210,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3211,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3212,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3213,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3214,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3215,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3216,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3217,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3218,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3219,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
3220,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3221,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3222,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3223,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3224,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3225,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3226,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
3227,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3228,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3229,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3230,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3231,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
3232,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3233,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3234,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3235,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3236,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
3237,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3238,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3239,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3240,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3241,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
3242,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3243,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3244,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3245,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
3246,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
3247,Grassland,NULL,Forest,Water,Non_Wetland,Built-up,Bareland,Bareland
3248,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
3249,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
3250,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
3251,Grassland,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
3252,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3253,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3254,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3255,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3256,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3257,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3258,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3259,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3260,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3261,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3262,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3263,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3264,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3265,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3266,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3267,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3268,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3269,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3270,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3271,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3272,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3273,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3274,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3275,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3276,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3277,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3278,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3279,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3280,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3281,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3282,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3283,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3284,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3285,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3286,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3287,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3288,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3289,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3290,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3291,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3292,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3293,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3294,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3295,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3296,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3297,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3298,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3299,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3300,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3301,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3302,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3303,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3304,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3305,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3306,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3307,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3308,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3309,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3310,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3311,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3312,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3313,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3314,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3315,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3316,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3317,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3318,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3319,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3320,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3321,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3322,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3323,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3324,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3325,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3326,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3327,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3328,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3329,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3330,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3331,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3332,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3333,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3334,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3335,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3336,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3337,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3338,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3339,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3340,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3341,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
