Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLN_M_R
1930,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1931,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1932,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1933,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1934,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1935,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1936,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1937,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1938,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1939,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1940,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1941,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1942,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1943,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1944,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1945,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1946,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1947,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1948,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1949,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1950,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1951,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1952,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1953,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1954,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1955,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1956,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1957,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1958,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1959,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1960,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1961,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1962,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1963,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1964,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1965,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1966,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1967,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1968,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1969,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1970,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1971,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1972,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1973,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1974,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1975,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1976,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1977,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1978,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1979,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1980,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1981,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1982,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1983,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1984,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1985,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1986,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1987,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1988,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1989,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1990,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1991,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1992,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1993,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1994,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1995,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1996,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1997,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1998,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1999,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2000,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2001,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2002,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2003,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2004,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2005,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2006,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2007,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2008,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2009,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2010,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2011,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2012,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2013,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2014,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2015,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2016,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2017,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2018,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2019,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2020,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2021,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2022,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2023,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2024,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2025,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2026,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2027,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2028,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2029,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2030,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2031,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2032,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2033,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2034,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2035,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2036,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2037,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
2038,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2039,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2040,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2041,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2042,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2043,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2044,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2045,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2046,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2047,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2048,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2049,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2050,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2051,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2052,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2053,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2054,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2055,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
2056,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2057,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2058,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2059,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2060,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2061,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2062,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2063,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2064,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2065,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2066,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2067,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2068,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2069,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2070,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2071,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2072,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2073,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2074,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2075,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2076,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2077,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2078,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2079,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2080,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2081,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2082,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2083,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2084,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2085,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2086,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2087,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2088,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2089,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
2090,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2091,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Bareland
2092,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2093,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2094,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
2095,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2096,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2097,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2098,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2099,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2100,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2101,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2102,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2103,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2104,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2105,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2106,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2107,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2108,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2109,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2110,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
2111,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
2112,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2113,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2114,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2115,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2116,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2117,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2118,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
2119,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2120,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2121,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2122,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2123,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2124,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2125,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2126,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2127,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2128,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2129,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2130,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2131,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2132,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2133,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2134,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2135,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2136,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2137,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2138,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2139,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2140,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2141,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2142,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
2143,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2144,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
2145,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2146,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2147,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
2148,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2149,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2150,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2151,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2152,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2153,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2154,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2155,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2156,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2157,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2158,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
2159,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
2160,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2161,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2162,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2163,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2164,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
2165,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2166,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2167,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2168,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2169,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2170,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2171,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2172,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2173,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2174,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2175,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2176,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2177,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2178,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2179,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2180,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2181,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2182,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2183,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2184,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2185,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2186,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2187,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2188,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2189,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2190,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2191,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
2192,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2193,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2194,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2195,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2196,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2197,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2198,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2199,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2200,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2202,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2203,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2204,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2205,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2206,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2208,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2209,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2210,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2211,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2212,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2213,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2214,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2215,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2216,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2217,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2218,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2219,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
2220,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2221,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2222,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2223,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2224,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
2225,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2226,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2227,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2228,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2229,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2230,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2231,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2232,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2233,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2234,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2235,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2236,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2237,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2238,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2239,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2240,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2241,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2242,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2243,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2244,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2245,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2246,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
