Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R
4015,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4016,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4017,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4018,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
4019,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4020,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4021,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4022,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4023,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4024,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4025,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4026,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4027,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4028,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4029,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4030,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4031,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4032,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4033,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4034,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
4035,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4036,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4037,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4038,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4039,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4040,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4041,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4042,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4043,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4044,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4045,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4046,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4047,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
4048,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4049,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4050,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4051,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
4052,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
4053,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4054,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4055,Grassland,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
4056,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4057,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4058,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4059,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4060,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
4061,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4062,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
4063,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4064,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
4065,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
4066,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4067,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
4068,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4069,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4070,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4071,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4072,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4073,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
4074,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
4075,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4076,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4077,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4078,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4079,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
4080,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
4081,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
4082,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
4083,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
4084,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4085,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
4086,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
4087,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
4088,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
4089,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
4090,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
4091,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
4092,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
4093,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4094,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4095,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4096,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4097,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4098,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4099,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4100,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4101,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4102,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4103,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4104,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4105,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4106,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4107,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4108,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4109,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4110,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4111,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4112,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4113,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4114,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4115,Grassland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4116,Grassland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4117,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4118,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4119,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4120,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4121,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4122,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4123,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4124,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4125,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4126,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4127,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4128,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
4129,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4130,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4131,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4132,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4133,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4134,Grassland,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4135,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4136,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4137,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4138,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4139,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4140,Grassland,Built-up,Water,Water,Water,NULL,NULL,Grassland
4141,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4142,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4143,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4144,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4145,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4146,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4147,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4148,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4149,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
4150,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
4151,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4152,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4153,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4154,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
4155,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4156,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4157,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4158,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
4159,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4160,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4161,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4162,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
4163,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
4164,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
4165,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4166,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
4167,Grassland,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
4168,Grassland,Water,Water,Water,Water,NULL,NULL,Water
4169,Grassland,Water,Water,Water,Water,Water,NULL,Wetland
4170,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4171,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
4172,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4173,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4174,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4175,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4176,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4177,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4178,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
4179,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4180,Grassland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
4181,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4182,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4183,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4184,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4185,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4186,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4187,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4188,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4189,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4190,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4191,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4192,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4193,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4194,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4195,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4196,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4197,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4198,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4199,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4200,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4201,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4202,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4203,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4204,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4205,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4206,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4207,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4208,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4209,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4210,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
4211,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4212,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4213,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4214,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4215,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4216,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4217,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4218,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4219,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4220,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4221,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4222,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4223,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4224,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4225,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4226,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4227,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4228,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4229,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4230,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4231,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4232,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4233,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4234,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4235,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4236,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4237,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4238,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4239,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4240,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4241,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4242,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4243,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4244,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4245,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4246,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4247,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4248,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4249,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4250,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4251,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4252,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4253,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4254,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4255,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4256,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4257,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4258,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4259,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4260,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4261,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4262,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4263,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4264,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4265,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4266,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4267,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4268,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4269,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4270,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4271,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4272,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4273,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4274,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4275,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4276,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4277,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4278,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4279,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4280,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4281,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4282,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4283,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4284,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4285,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4286,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4287,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4288,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4289,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4290,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4291,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4292,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4293,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4294,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4295,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4296,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4297,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4298,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4299,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4300,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4301,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
4302,Grassland,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
4303,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4304,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
4305,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4306,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4307,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4308,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4309,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4310,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4311,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
4312,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4313,Grassland,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
4314,Grassland,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
4315,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
4316,Grassland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
4317,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4318,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4319,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
4320,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4321,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
4322,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
4323,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4324,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4325,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4326,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4327,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4328,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4329,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4330,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4331,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4332,Grassland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4333,Grassland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Cropland
4334,Grassland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4335,Grassland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
4336,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4337,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4338,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4339,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
