Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYV_M_R
50,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
51,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
52,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
53,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
54,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
55,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
56,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
57,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
58,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
59,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
60,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Built-up
61,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
62,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
63,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
64,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
65,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
66,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
67,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
68,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
69,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
70,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
71,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Built-up
72,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Forest
73,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
74,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
75,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
76,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
77,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Built-up
78,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
79,NULL,Built-up,Grassland,Water,Non_Wetland,Water,NULL,Grassland
80,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
81,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
82,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Water
83,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
84,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
85,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
86,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
87,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
88,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
89,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
90,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
91,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
92,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
93,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
94,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
95,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Built-up
96,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
97,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
98,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
99,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
100,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Grassland
101,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Built-up
102,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
103,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
104,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
105,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
106,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
107,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
108,NULL,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
109,NULL,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
110,NULL,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
111,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
112,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
113,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
114,NULL,Water,Water,NULL,Water,Grassland,NULL,Grassland
115,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
116,NULL,Water,Water,NULL,Water,Grassland,Water,Forest
117,NULL,Water,Water,Water,Water,Water,Water,Water
118,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
119,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
120,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
121,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
122,NULL,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
123,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
124,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
125,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
126,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
127,NULL,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
128,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
129,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Built-up
130,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
131,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
132,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
133,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
134,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
135,NULL,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
136,NULL,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Built-up
137,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
138,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
139,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
140,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
141,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
142,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
143,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
144,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
145,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
146,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
147,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
148,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
149,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
150,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
151,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
152,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
153,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
154,Grassland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
155,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
156,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
157,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
158,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
159,Grassland,NULL,Water,Water,Water,Water,Water,Water
160,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
161,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
162,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
163,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
164,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
165,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
166,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
167,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
168,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
169,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
170,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
171,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Water
172,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
173,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Water
174,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
175,Grassland,Water,Water,Non_Water,Water,Water,Water,Water
176,Grassland,Water,Water,Water,Water,Water,NULL,Water
177,Grassland,Water,Water,Water,Water,Water,Wetland,Water
178,Grassland,Water,Water,Water,Water,Water,Water,Water
179,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
180,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
181,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
182,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
183,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
184,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
185,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
186,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
187,Cropland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
188,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Water
189,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
190,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
191,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
192,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
193,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
194,Cropland,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
195,Cropland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
196,Cropland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
197,Cropland,Water,Wetland,NULL,Wetland,Water,NULL,Water
198,Cropland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
199,Cropland,Water,Wetland,Water,Wetland,Water,NULL,Water
200,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
201,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
202,Cropland,Water,Water,NULL,Water,Water,NULL,Water
203,Cropland,Water,Water,Water,Water,Water,NULL,Water
204,Cropland,Water,Water,Water,Water,Water,Water,Water
205,Cropland,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
206,Cropland,Water,Forest,Water,Non_Wetland,Water,NULL,Water
207,Cropland,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
208,Cropland,Forest,Wetland,NULL,Wetland,Water,NULL,Water
209,Cropland,Forest,Wetland,Water,Wetland,Water,NULL,Water
210,Cropland,Forest,Water,Water,Water,Water,NULL,Water
211,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
212,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
213,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
214,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
215,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
216,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
217,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
218,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
219,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
220,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
221,Wetland,Water,Water,Water,Water,Water,NULL,Water
222,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,NULL,Water
223,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
224,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
225,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
226,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
227,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
228,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
229,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Water
230,Bareland,Bareland,Water,NULL,Water,Water,NULL,Water
231,Bareland,Bareland,Water,Non_Water,Water,Water,NULL,Water
232,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
233,Bareland,Bareland,Water,Water,Water,Water,Water,Water
234,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
235,Bareland,Water,NULL,Water,Non_Wetland,Water,NULL,Water
236,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
237,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
238,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
239,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
240,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
241,Bareland,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
242,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
243,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
244,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Water
245,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
246,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
247,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
248,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
249,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
250,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
251,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
252,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
253,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
254,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Forest
255,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
256,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
257,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
258,Bareland,Water,Wetland,Water,Wetland,Water,Forest,Water
259,Bareland,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
260,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
261,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
262,Bareland,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
263,Bareland,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
264,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
265,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
266,Bareland,Water,Water,NULL,Water,Water,NULL,Water
267,Bareland,Water,Water,NULL,Water,Water,Water,Water
268,Bareland,Water,Water,Non_Water,Water,Bareland,NULL,Water
269,Bareland,Water,Water,Non_Water,Water,Water,NULL,Water
270,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Water
271,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
272,Bareland,Water,Water,Water,Water,NULL,NULL,Water
273,Bareland,Water,Water,Water,Water,Bareland,NULL,Water
274,Bareland,Water,Water,Water,Water,Bareland,Water,Water
275,Bareland,Water,Water,Water,Water,Water,NULL,Water
276,Bareland,Water,Water,Water,Water,Water,Wetland,Water
277,Bareland,Water,Water,Water,Water,Water,Water,Grassland
278,Bareland,Water,Water,Water,Water,Water,Water,Water
279,Bareland,Water,Water,Water,Water,Water,Water,Forest
280,Bareland,Water,Water,Water,Water,Water,Forest,Water
281,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
282,Bareland,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
283,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
284,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
285,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
286,Bareland,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
287,Bareland,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
288,Bareland,Water,Forest,Water,Non_Wetland,Water,NULL,Water
289,Bareland,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
290,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
291,Bareland,Water,Forest,Water,Non_Wetland,Water,Forest,Water
292,Bareland,Forest,Wetland,Water,Wetland,Water,NULL,Water
293,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
294,Bareland,Forest,Water,Water,Water,Water,NULL,Water
295,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
296,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
297,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
298,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
299,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
300,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
301,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
302,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
303,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
304,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
305,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
306,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
307,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
308,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
309,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
310,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
311,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
312,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
313,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
314,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
315,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
316,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
317,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
318,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
319,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
320,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
321,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
322,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
323,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
324,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
325,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
326,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
327,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
328,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
329,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
330,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
331,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
332,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
333,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
334,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
335,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
336,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
337,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
338,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
339,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
340,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
341,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
342,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
343,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
344,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
345,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
346,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
347,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
348,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
349,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
350,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
351,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
352,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
353,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
354,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
355,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
356,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
357,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
358,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
359,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
360,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
361,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
362,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
