Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFR_M_R
2956,NULL,Bareland,Wetland,Water,Wetland,Water,Grassland,Grassland
2957,NULL,Bareland,Wetland,Water,Wetland,Water,Grassland,Bareland
2958,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
2959,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
2960,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
2961,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
2962,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Forest
2963,NULL,Bareland,Wetland,Water,Wetland,Water,Forest,Grassland
2964,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2965,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
2966,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2967,NULL,Bareland,Water,NULL,Water,Water,Grassland,Grassland
2968,NULL,Bareland,Water,Water,Water,Water,Water,Grassland
2969,NULL,Bareland,Water,Water,Water,Water,Water,Bareland
2970,NULL,Bareland,Water,Water,Water,Water,Water,Water
2971,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2972,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2973,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2974,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2975,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2976,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2977,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2978,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2979,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2980,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2981,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2982,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2983,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2984,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2985,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
2986,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2987,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2988,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2989,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2990,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2991,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2992,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2993,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2994,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2995,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2996,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2997,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2998,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2999,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3000,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3001,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3002,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3003,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3004,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3005,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3006,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3007,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3008,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3009,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3010,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3011,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3012,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3013,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3014,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3015,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3016,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3017,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3018,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3019,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3020,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3021,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
3022,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
3023,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3024,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3025,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3026,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3027,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3028,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3029,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3030,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3031,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3032,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3033,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3034,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3035,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3036,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3037,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3038,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
3039,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
3040,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3041,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Water
3042,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3043,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3044,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3045,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
3046,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3047,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3048,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
3049,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3050,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
3051,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
3052,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3053,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3054,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
3055,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3056,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
3057,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3058,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
3059,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3060,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3061,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
3062,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
3063,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3064,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3065,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3066,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3067,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3068,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3069,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3070,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3071,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3072,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3073,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3074,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3075,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3076,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3077,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3078,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3079,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3080,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3081,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3082,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3083,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3084,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3085,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3086,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3087,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3088,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3089,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3090,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3091,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3092,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3093,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3094,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
3095,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3096,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3097,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3098,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3099,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3100,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3101,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3102,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3103,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3104,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3105,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3106,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3107,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
3108,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3109,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3110,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3111,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3112,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3113,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3114,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3115,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3116,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3117,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3118,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3119,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3120,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3121,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3122,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3123,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3124,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3125,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3126,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3127,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3128,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3129,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3130,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3133,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3134,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3135,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3136,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3137,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3138,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3139,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3140,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3141,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3142,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3143,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3144,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3145,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3146,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3147,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3148,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3149,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3150,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3151,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3152,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3153,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3154,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
3158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3160,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3161,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3162,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3163,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3164,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3165,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3167,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3168,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3170,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3171,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3172,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3173,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3174,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3175,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3176,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3177,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3178,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3179,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3180,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3181,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
3182,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3183,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3184,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
3185,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3186,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3187,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3188,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3189,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3190,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3191,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3192,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3193,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3194,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3195,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3196,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3197,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3198,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3199,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3200,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3202,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
3203,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
3204,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
3205,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3206,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
3207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
3208,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3209,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3210,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3211,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3212,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
3213,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3214,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3215,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3216,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
3217,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
3218,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3219,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3220,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3221,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3222,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3223,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3224,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
3225,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Forest
3226,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
3227,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3228,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
3229,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
3230,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
3231,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3232,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3233,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3234,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3235,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3236,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3237,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3238,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
3239,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3240,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
3241,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3242,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3243,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3244,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3245,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3246,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3247,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3248,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3249,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3250,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3251,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3252,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3253,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3254,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3255,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3256,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3257,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3258,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3259,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3260,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3261,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3262,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3263,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3264,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3265,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3266,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3267,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3268,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3269,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
3270,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3271,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3272,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
