Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDT_M_R
1053,Bareland,Water,Water,NULL,Water,Bareland,Forest,Water
1054,Bareland,Water,Water,NULL,Water,Water,Wetland,Grassland
1055,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
1056,Bareland,Water,Water,NULL,Water,Water,Wetland,Forest
1057,Bareland,Water,Water,NULL,Water,Water,Bareland,Water
1058,Bareland,Water,Water,NULL,Water,Water,Bareland,Forest
1059,Bareland,Water,Water,NULL,Water,Water,Water,Water
1060,Bareland,Water,Water,NULL,Water,Water,Water,Forest
1061,Bareland,Water,Water,NULL,Water,Water,Forest,Grassland
1062,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1063,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
1064,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Water
1065,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
1066,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
1067,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Forest
1068,Bareland,Water,Water,Non_Water,Water,Water,Bareland,Water
1069,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
1070,Bareland,Water,Water,Non_Water,Water,Water,Water,Forest
1071,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1072,Bareland,Water,Water,Water,Water,Bareland,NULL,Water
1073,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
1074,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
1075,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
1076,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
1077,Bareland,Water,Water,Water,Water,Bareland,Bareland,Forest
1078,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
1079,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1080,Bareland,Water,Water,Water,Water,Bareland,Water,Forest
1081,Bareland,Water,Water,Water,Water,Water,Bareland,Grassland
1082,Bareland,Water,Water,Water,Water,Water,Bareland,Water
1083,Bareland,Water,Water,Water,Water,Water,Bareland,Forest
1084,Bareland,Water,Water,Water,Water,Water,Water,Water
1085,Bareland,Water,Water,Water,Water,Water,Water,Forest
1086,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1087,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1088,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1089,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1090,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1091,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1092,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1093,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
1094,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1095,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1096,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1097,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1098,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1099,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1100,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1101,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1102,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1103,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1104,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1105,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1106,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1107,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1108,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1109,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1110,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1111,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1112,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1113,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1114,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1115,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1116,Bareland,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1117,Bareland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1118,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1119,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1120,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1121,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1122,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1123,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1124,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1125,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1126,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1127,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1128,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1129,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1130,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1131,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1132,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1133,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1134,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1135,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1136,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
1137,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1138,Bareland,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
1139,Bareland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1140,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1141,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1142,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1143,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1144,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1145,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1146,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1147,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1148,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1149,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1150,Bareland,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
1151,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1152,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1153,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1154,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1155,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1156,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1157,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1158,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1159,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1160,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1161,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1162,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1163,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1164,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1165,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1166,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1167,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1168,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1169,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1170,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1171,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1172,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1173,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1174,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1175,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1176,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1177,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1178,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1179,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1180,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1181,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1182,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1183,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1184,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1185,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1186,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1187,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1188,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1189,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1190,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1191,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1192,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1193,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1194,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1195,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1196,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1197,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1198,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1199,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1200,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
1201,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1202,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1203,Bareland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1204,Bareland,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1205,Bareland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1206,Bareland,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1207,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1208,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1209,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1210,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1211,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
1212,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
1213,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1214,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1215,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1216,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1217,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1218,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1219,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1220,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1221,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1222,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1223,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1224,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1225,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1226,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1227,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1228,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1229,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1230,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1231,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
1232,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1233,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1234,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1235,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1236,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Grassland
1237,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
1238,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Water
1239,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Forest
1240,Bareland,Forest,Water,NULL,Water,Water,Bareland,Forest
1241,Bareland,Forest,Water,Water,Water,Bareland,Grassland,Water
1242,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Bareland
1243,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Water
1244,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Forest
1245,Bareland,Forest,Water,Water,Water,Bareland,Water,Water
1246,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1247,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1248,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1249,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1250,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1251,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1252,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1253,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1254,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1255,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1256,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1257,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1258,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1259,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1260,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1261,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1262,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1263,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1264,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1265,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1266,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1267,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1268,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1269,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1270,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1271,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1272,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1273,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1274,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1275,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1276,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1277,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1278,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1279,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1280,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
1281,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1282,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1283,Bareland,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
1284,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
1285,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1286,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1287,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1288,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1289,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1290,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Water,Bareland
1291,Bareland,Forest,Forest,Water,Non_Wetland,Water,Bareland,Water
1292,Bareland,Forest,Forest,Water,Non_Wetland,Water,Bareland,Forest
1293,Bareland,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1294,Bareland,Forest,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1295,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1296,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1297,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1298,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1299,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1300,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1301,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1302,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1303,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1304,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1305,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1306,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1307,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1308,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1309,Water,NULL,Water,Water,Water,NULL,NULL,Water
1310,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1311,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1312,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1313,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1314,Water,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1315,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1316,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1317,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
1318,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1319,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1320,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1321,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1322,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1323,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1324,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1325,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1326,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
1327,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1328,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1329,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1330,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
1331,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1332,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1333,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1334,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1335,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1336,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1337,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1338,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1339,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1340,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
1341,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1342,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1343,Water,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Water
1344,Water,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Forest
1345,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1346,Water,Wetland,Water,NULL,Water,Water,Bareland,Forest
1347,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1348,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
1349,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
1350,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1351,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1352,Water,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1353,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
1354,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1355,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1356,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1357,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1358,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1359,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1360,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1361,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1362,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1363,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1364,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1365,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1366,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1367,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1368,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1369,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1370,Water,Bareland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1371,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1372,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1373,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1374,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Forest
1375,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1376,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1377,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1378,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1379,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1380,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1381,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Bareland,Water
1382,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1383,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1384,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1385,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1386,Water,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1387,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,Forest
1388,Water,Bareland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1389,Water,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1390,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1391,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1392,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1393,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1394,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
1395,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Forest
1396,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,Grassland
1397,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
1398,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
1399,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1400,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
