Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLB_M_R
731,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
732,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
733,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
734,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
735,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
736,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
737,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
738,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
739,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
740,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
741,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
742,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
743,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
744,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
745,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
746,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
747,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
748,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
749,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
750,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
751,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
752,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
753,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
754,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
755,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
756,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
757,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
758,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
759,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
761,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
762,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
763,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
764,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
765,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
766,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
768,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
769,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
770,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
771,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
772,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
773,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
774,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
775,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
776,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
777,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
778,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
779,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
780,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
781,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
782,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
783,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
784,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
785,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
786,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
787,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
788,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
789,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
790,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
791,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
792,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
793,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
794,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
795,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
796,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
797,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
798,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
799,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
800,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
801,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
802,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
803,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
804,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
805,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
806,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
807,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
808,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
809,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
810,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
811,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
812,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
813,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
814,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
815,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
816,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
817,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
818,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
819,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
820,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
821,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
822,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
823,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
824,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
825,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
826,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
827,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
828,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
829,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
830,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
831,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
832,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
833,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
834,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
835,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
836,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
838,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
839,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
840,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
841,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
842,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
843,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
844,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
845,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
846,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
847,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
848,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
849,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
850,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
851,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
852,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
853,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
854,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
855,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
856,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
857,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
858,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
859,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
860,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
861,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
862,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
863,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
864,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
865,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
866,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
867,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
868,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
869,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
870,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
871,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
872,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
873,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
874,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
875,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
876,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
877,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
878,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
879,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
880,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
881,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
882,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
883,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
884,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
885,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
886,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
887,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
888,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
889,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
890,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
891,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
892,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
893,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
894,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
895,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
896,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
897,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
898,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
899,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
901,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
902,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
903,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
904,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
905,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
906,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
907,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
908,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
909,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
910,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
911,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
912,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
913,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
914,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
915,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
916,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
917,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
918,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
919,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
920,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
921,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
922,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
923,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
924,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
925,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
926,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
927,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
928,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
930,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
931,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
932,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
933,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
934,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
935,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
936,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
937,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
938,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
939,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
940,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
941,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
942,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
943,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
944,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
946,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
947,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
948,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
949,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
950,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
951,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
952,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
953,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
954,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
955,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
956,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
958,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
959,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
960,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
961,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
962,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
963,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
964,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
965,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
966,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
967,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
968,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
969,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
970,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
971,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
972,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
973,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
974,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
975,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
976,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
977,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
978,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
979,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
980,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
981,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
982,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
983,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
984,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
985,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
986,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
987,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
989,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
990,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
991,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
992,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
993,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
994,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
995,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
996,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
997,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
998,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
999,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1000,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1001,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1002,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1003,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1004,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1005,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1007,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1008,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1009,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1010,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1011,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1013,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1015,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1016,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1017,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1018,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1020,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1021,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1022,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1023,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1024,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1025,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1026,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1027,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1028,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Built-up
1029,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1030,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1031,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1032,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1033,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1034,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1035,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1036,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1037,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1038,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1039,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1040,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1042,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1043,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1045,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1046,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1047,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1048,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1049,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1050,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1051,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1052,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1053,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1054,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1055,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1056,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1059,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1060,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1061,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1062,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
