Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R
748,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
749,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
750,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
751,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
752,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
753,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
754,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
755,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
756,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
757,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
758,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
759,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
760,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
761,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
762,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
763,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
764,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
765,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
766,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
768,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
769,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
770,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
771,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
772,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
773,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
775,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
776,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
777,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
778,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
779,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
780,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
781,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
782,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
783,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
784,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
785,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
786,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
787,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
788,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
789,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
790,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
791,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
792,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
793,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
794,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
795,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
796,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
797,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
798,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
799,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
800,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
801,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
802,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
803,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
804,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
805,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
806,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
807,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
808,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
809,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
810,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
811,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
812,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
813,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
814,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
815,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
816,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
817,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
818,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
819,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
820,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
821,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
822,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
823,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
824,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
825,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Built-up
826,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
827,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
828,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
829,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
830,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
832,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
833,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
834,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
836,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
837,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
838,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
839,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
840,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
841,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
842,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
843,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
844,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
845,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
846,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
847,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
848,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
849,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
850,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
851,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
852,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
853,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
854,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
855,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
856,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
857,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
858,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
859,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
860,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
861,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
862,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
863,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
864,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
866,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
867,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
868,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
869,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
870,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
871,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
872,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
873,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Cropland
874,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
875,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
876,Cropland,Wetland,Water,Water,Water,NULL,NULL,Cropland
877,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
878,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
879,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
880,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
881,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
882,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
883,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
884,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
885,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
886,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
887,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
888,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
889,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
890,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
891,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
892,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
893,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
894,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
896,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
898,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
899,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
900,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
901,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
902,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
903,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
904,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
905,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
906,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
907,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
908,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
909,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
910,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
911,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
912,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
913,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
915,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
916,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
917,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
918,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
919,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
920,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
921,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
922,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
923,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
924,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
925,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
926,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
927,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
928,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
929,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
930,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
932,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
933,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
934,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
935,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
936,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
937,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
938,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
939,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
940,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
941,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
942,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
943,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
944,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
945,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
946,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
947,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
948,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
950,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
952,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
953,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
954,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
955,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
956,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
957,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
958,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
959,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
960,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
961,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
962,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
963,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
964,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
965,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
966,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
967,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
968,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
969,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
970,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
971,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
972,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
973,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
974,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
975,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
976,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
977,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
978,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
979,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
980,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
981,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
982,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
983,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
984,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
985,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
986,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
987,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
988,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
989,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
990,Cropland,Water,Water,NULL,Water,NULL,NULL,Cropland
991,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
992,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
993,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
994,Cropland,Water,Water,Water,Water,NULL,NULL,Cropland
995,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
996,Cropland,Water,Water,Water,Water,NULL,NULL,Water
997,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
998,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
999,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1000,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1001,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1002,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1003,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1004,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1005,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1006,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1007,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1008,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1010,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1012,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1013,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1014,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1016,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1017,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1018,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1019,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1020,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1021,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1022,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1024,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1025,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1026,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1027,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1029,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1031,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1033,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1034,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1035,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1036,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1037,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1038,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1039,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1040,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1041,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1042,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1043,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1045,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1046,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1048,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1049,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1050,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1051,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1052,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1054,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1056,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1057,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1059,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1060,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1061,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1063,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1064,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1065,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1066,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1067,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1068,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1069,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1070,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1071,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1072,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1073,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1075,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1076,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1077,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1078,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1079,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1080,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1081,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1082,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1084,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
