Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUR_M_R
122,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
123,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
124,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
125,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
126,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
127,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
128,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
129,NULL,Cropland,Wetland,Water,Wetland,Water
130,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
131,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
132,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
133,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
134,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
135,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
136,NULL,Cropland,Bareland,Water,Non_Wetland,Water
137,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
138,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
139,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
140,NULL,Cropland,Built-up,NULL,Non_Wetland,Water
141,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
142,NULL,Cropland,Water,Non_Water,Water,Grassland
143,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
144,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
145,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
146,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
147,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
148,NULL,Cropland,Forest,NULL,Non_Wetland,Water
149,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
150,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
151,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland
152,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
153,NULL,Cropland,Forest,Water,Non_Wetland,Cropland
154,NULL,Cropland,Forest,Water,Non_Wetland,Water
155,NULL,Cropland,Forest,Water,Non_Wetland,Forest
156,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
157,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
158,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
159,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
160,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
161,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
162,NULL,Wetland,Water,Water,Water,Water
163,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
164,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
165,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
166,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
167,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
168,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
169,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
170,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
171,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
172,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
173,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
174,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
175,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
176,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
177,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
178,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
179,NULL,Bareland,Cropland,NULL,Non_Wetland,Water
180,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
181,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
182,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
183,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Water
184,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Forest
185,NULL,Bareland,Cropland,Water,Non_Wetland,Grassland
186,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland
187,NULL,Bareland,Cropland,Water,Non_Wetland,Water
188,NULL,Bareland,Cropland,Water,Non_Wetland,Forest
189,NULL,Bareland,Wetland,Non_Water,Wetland,Water
190,NULL,Bareland,Wetland,Non_Water,Wetland,Forest
191,NULL,Bareland,Wetland,Water,Wetland,Grassland
192,NULL,Bareland,Wetland,Water,Wetland,Bareland
193,NULL,Bareland,Wetland,Water,Wetland,Water
194,NULL,Bareland,Wetland,Water,Wetland,Forest
195,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
196,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
197,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
198,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
199,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
200,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
201,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
202,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Forest
203,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
204,NULL,Bareland,Bareland,Water,Non_Wetland,Water
205,NULL,Bareland,Bareland,Water,Non_Wetland,Forest
206,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
207,NULL,Bareland,Water,NULL,Water,Grassland
208,NULL,Bareland,Water,NULL,Water,Bareland
209,NULL,Bareland,Water,NULL,Water,Forest
210,NULL,Bareland,Water,Non_Water,Water,Water
211,NULL,Bareland,Water,Non_Water,Water,Forest
212,NULL,Bareland,Water,Water,Water,Water
213,NULL,Bareland,Water,Water,Water,Forest
214,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
215,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
216,NULL,Bareland,Forest,NULL,Non_Wetland,Water
217,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
218,NULL,Bareland,Forest,Non_Water,Non_Wetland,Grassland
219,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
220,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
221,NULL,Bareland,Forest,Non_Water,Non_Wetland,Forest
222,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
223,NULL,Bareland,Forest,Water,Non_Wetland,Water
224,NULL,Bareland,Forest,Water,Non_Wetland,Forest
225,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
226,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
227,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
228,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
229,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
230,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
231,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
232,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
233,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
234,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water
235,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
236,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
237,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up
238,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
239,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
240,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
241,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
242,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
243,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
244,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
245,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water
246,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
247,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
248,NULL,Built-up,Grassland,Water,Non_Wetland,Cropland
249,NULL,Built-up,Grassland,Water,Non_Wetland,Forest
250,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
251,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
252,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
253,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
254,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
255,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
256,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
257,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
258,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
259,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water
260,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
261,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
262,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
263,NULL,Built-up,Cropland,Water,Non_Wetland,Water
264,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
265,NULL,Built-up,Wetland,Water,Wetland,Water
266,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
267,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
268,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
269,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
270,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
271,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
272,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
273,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
274,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
275,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
276,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
277,NULL,Built-up,Bareland,Water,Non_Wetland,Water
278,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
279,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
280,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
281,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
282,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
283,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
284,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
285,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
286,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
287,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
288,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water
289,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
290,NULL,Built-up,Built-up,Water,Non_Wetland,Water
291,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
292,NULL,Built-up,Water,NULL,Water,Grassland
293,NULL,Built-up,Water,NULL,Water,Built-up
294,NULL,Built-up,Water,NULL,Water,Water
295,NULL,Built-up,Water,NULL,Water,Forest
296,NULL,Built-up,Water,Non_Water,Water,Water
297,NULL,Built-up,Water,Water,Water,Grassland
298,NULL,Built-up,Water,Water,Water,Bareland
299,NULL,Built-up,Water,Water,Water,Water
300,NULL,Built-up,Water,Water,Water,Forest
301,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
302,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
303,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
304,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
305,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
306,NULL,Built-up,Forest,NULL,Non_Wetland,Water
307,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
308,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
309,NULL,Built-up,Forest,Non_Water,Non_Wetland,Cropland
310,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland
311,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up
312,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water
313,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
314,NULL,Built-up,Forest,Water,Non_Wetland,Grassland
315,NULL,Built-up,Forest,Water,Non_Wetland,Cropland
316,NULL,Built-up,Forest,Water,Non_Wetland,Bareland
317,NULL,Built-up,Forest,Water,Non_Wetland,Built-up
318,NULL,Built-up,Forest,Water,Non_Wetland,Water
319,NULL,Built-up,Forest,Water,Non_Wetland,Forest
320,NULL,Water,NULL,NULL,Non_Wetland,Forest
321,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
322,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
323,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
324,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
325,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
326,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
327,NULL,Water,Shrubland,NULL,Non_Wetland,Water
328,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
329,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
330,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
331,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
332,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
333,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
334,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
335,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
336,NULL,Water,Shrubland,Water,Non_Wetland,Water
337,NULL,Water,Shrubland,Water,Non_Wetland,Forest
338,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
339,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
340,NULL,Water,Grassland,NULL,Non_Wetland,Water
341,NULL,Water,Grassland,NULL,Non_Wetland,Forest
342,NULL,Water,Grassland,Water,Non_Wetland,Grassland
343,NULL,Water,Grassland,Water,Non_Wetland,Water
344,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
345,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
346,NULL,Water,Cropland,NULL,Non_Wetland,Water
347,NULL,Water,Cropland,NULL,Non_Wetland,Forest
348,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
349,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
350,NULL,Water,Cropland,Non_Water,Non_Wetland,Water
351,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
352,NULL,Water,Cropland,Water,Non_Wetland,Grassland
353,NULL,Water,Cropland,Water,Non_Wetland,Cropland
354,NULL,Water,Cropland,Water,Non_Wetland,Bareland
355,NULL,Water,Cropland,Water,Non_Wetland,Water
356,NULL,Water,Cropland,Water,Non_Wetland,Forest
357,NULL,Water,Wetland,NULL,Wetland,Water
358,NULL,Water,Wetland,Non_Water,Wetland,Water
359,NULL,Water,Wetland,Non_Water,Wetland,Forest
360,NULL,Water,Wetland,Water,Wetland,Grassland
361,NULL,Water,Wetland,Water,Wetland,Water
362,NULL,Water,Bareland,NULL,Non_Wetland,NULL
363,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
364,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
365,NULL,Water,Bareland,NULL,Non_Wetland,Water
366,NULL,Water,Bareland,NULL,Non_Wetland,Forest
367,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
368,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
369,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
370,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
371,NULL,Water,Bareland,Water,Non_Wetland,Grassland
372,NULL,Water,Bareland,Water,Non_Wetland,Bareland
373,NULL,Water,Bareland,Water,Non_Wetland,Water
374,NULL,Water,Bareland,Water,Non_Wetland,Forest
375,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
376,NULL,Water,Built-up,NULL,Non_Wetland,Forest
377,NULL,Water,Water,NULL,Water,Grassland
378,NULL,Water,Water,NULL,Water,Bareland
379,NULL,Water,Water,NULL,Water,Water
380,NULL,Water,Water,NULL,Water,Forest
381,NULL,Water,Water,Non_Water,Water,Cropland
382,NULL,Water,Water,Non_Water,Water,Bareland
383,NULL,Water,Water,Non_Water,Water,Water
384,NULL,Water,Water,Water,Water,Grassland
385,NULL,Water,Water,Water,Water,Bareland
386,NULL,Water,Water,Water,Water,Water
387,NULL,Water,Water,Water,Water,Forest
388,NULL,Water,Forest,NULL,Non_Wetland,NULL
389,NULL,Water,Forest,NULL,Non_Wetland,Grassland
390,NULL,Water,Forest,NULL,Non_Wetland,Bareland
391,NULL,Water,Forest,NULL,Non_Wetland,Water
392,NULL,Water,Forest,NULL,Non_Wetland,Forest
393,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
394,NULL,Water,Forest,Non_Water,Non_Wetland,Cropland
395,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
396,NULL,Water,Forest,Non_Water,Non_Wetland,Water
397,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
398,NULL,Water,Forest,Water,Non_Wetland,Grassland
399,NULL,Water,Forest,Water,Non_Wetland,Bareland
400,NULL,Water,Forest,Water,Non_Wetland,Water
401,NULL,Water,Forest,Water,Non_Wetland,Forest
402,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
403,NULL,Forest,NULL,NULL,Non_Wetland,Forest
404,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
405,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
406,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
407,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
408,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
409,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
410,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
411,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
412,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
413,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
414,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
415,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
416,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
417,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
418,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
419,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
420,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
421,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
422,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
423,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
424,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
425,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
426,NULL,Forest,Cropland,NULL,Non_Wetland,Water
427,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
428,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
429,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland
430,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
431,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
432,NULL,Forest,Cropland,Water,Non_Wetland,Water
433,NULL,Forest,Cropland,Water,Non_Wetland,Forest
