Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPV_M_R
1774,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1775,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1776,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1777,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1778,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1779,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1780,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1781,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1782,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1783,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1784,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1785,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1786,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1787,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1788,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1789,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1790,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1791,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1792,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1793,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1794,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1795,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1796,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1797,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1798,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1799,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1800,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1801,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1802,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1803,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1804,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1805,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1806,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1807,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1808,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1809,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1810,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1811,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
1812,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1813,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1814,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1815,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1816,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1817,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1818,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1819,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1820,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1821,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1822,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1823,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1824,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1825,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1826,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1827,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1828,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1829,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1830,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1831,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1832,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1833,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1834,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1835,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1836,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1837,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1838,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1839,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1840,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1841,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1842,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1843,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1844,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1845,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1846,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1847,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1848,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1849,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1850,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1851,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1852,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1853,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1854,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1855,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1856,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1857,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1858,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1859,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1860,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1861,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1862,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1863,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1864,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
1865,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1866,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1867,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1868,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
1869,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1870,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1871,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1872,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1873,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1874,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1875,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1876,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
1877,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1878,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1879,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1880,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1881,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1882,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1883,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1884,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1885,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1886,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1887,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1888,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1889,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1890,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1891,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1892,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1893,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1894,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1895,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1896,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1897,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1898,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1899,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1900,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1901,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
1902,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1903,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1904,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1905,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1906,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1907,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1908,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1909,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1910,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1911,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1912,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1913,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1914,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1915,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1916,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1917,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1918,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1919,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1920,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1921,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1922,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1923,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1924,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1925,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1926,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1927,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1928,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1929,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1930,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1931,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1932,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1933,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1934,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1935,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1936,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1937,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1938,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1939,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1940,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1941,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1942,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1943,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1944,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1945,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1946,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1947,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1948,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1949,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1950,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1951,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1952,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1953,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1954,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1955,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1956,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1957,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1958,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1959,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1960,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1961,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
1962,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1963,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1964,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1965,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1966,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1967,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1968,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1969,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1970,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1971,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1972,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1973,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1974,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1975,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1976,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1977,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1978,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1979,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1980,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1981,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1982,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1983,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1984,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1985,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1986,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1987,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1988,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1989,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1990,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1991,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1992,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1993,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1994,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1995,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1996,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1997,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1998,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1999,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2000,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2001,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2002,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2003,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2004,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2005,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2006,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2007,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2008,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2009,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2010,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2011,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2012,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2013,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2014,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2015,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2016,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2017,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2018,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2019,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2020,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2021,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2022,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2023,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2024,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2025,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2026,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2027,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2028,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2029,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2030,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2031,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2032,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2033,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2034,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2035,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2036,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2037,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2038,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2039,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2040,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2041,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2042,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2043,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2044,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2045,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2046,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2047,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2048,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2049,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2050,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2051,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2052,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2053,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2054,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2055,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2056,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2057,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2058,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2059,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2060,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2061,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2062,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2063,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2064,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2065,NULL,Bareland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
2066,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2067,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2068,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
2069,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2070,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2071,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2072,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2073,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2074,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2075,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2076,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2077,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2078,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2079,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2080,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2081,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2082,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2083,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2084,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2085,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2086,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2087,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2088,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2089,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
