Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYT_M_R
24,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
25,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
26,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
27,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
28,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
29,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
30,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
31,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
32,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
33,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
34,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
35,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
36,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
37,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
38,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
39,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
40,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
41,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
42,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
43,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
44,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
45,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
46,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
47,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
48,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
52,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
53,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
54,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
55,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
56,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
57,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
58,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
59,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
60,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
61,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
62,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
63,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
64,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
65,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
66,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
67,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
68,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
69,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
70,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
71,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
72,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
73,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
74,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
75,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
76,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
77,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
78,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
79,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
80,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
81,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
82,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
83,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Grassland
84,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
85,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
86,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
87,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
88,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
89,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
90,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
91,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
92,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
93,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
94,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
95,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
96,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
97,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
98,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Water
99,NULL,NULL,Water,Water,Water,Water,Water,Water
100,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
101,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
102,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
103,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
104,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
105,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
106,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
107,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
108,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
109,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
110,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
111,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
112,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
113,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
114,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
115,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
116,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
117,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
118,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
119,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
120,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
121,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
122,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
123,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
124,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
125,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
126,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
127,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
128,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
129,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
130,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
131,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
132,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
133,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
134,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
135,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
136,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
137,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
138,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
139,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
140,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
141,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
142,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
143,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
144,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
145,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
146,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
147,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
148,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
149,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
150,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
151,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
152,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
153,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
154,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
155,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
156,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
157,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
158,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
159,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
160,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
161,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
162,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
163,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
164,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
165,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
166,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
167,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
168,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
169,NULL,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
170,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
171,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
172,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
173,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
174,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
175,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
176,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
177,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
178,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
179,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
180,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
181,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
182,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
183,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
184,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
185,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
186,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
187,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
188,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
189,NULL,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
190,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
191,NULL,Wetland,Water,NULL,Water,Water,Water,Grassland
192,NULL,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
193,NULL,Wetland,Water,Water,Water,Water,Water,Water
194,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
195,NULL,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
196,NULL,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
197,NULL,Bareland,Water,NULL,Water,Water,Water,Water
198,NULL,Bareland,Water,Non_Water,Water,Water,Water,Water
199,NULL,Bareland,Water,Water,Water,Water,Water,Water
200,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
201,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
202,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
203,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
204,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
205,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
206,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
207,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
208,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
209,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
210,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
211,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
212,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Water
213,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
214,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
215,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
216,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
217,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Water,Grassland
218,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
219,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
220,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
221,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
222,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
223,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
224,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
225,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
226,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
227,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
228,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
229,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
230,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
231,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
232,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
233,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
234,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
235,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
236,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
237,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
238,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
239,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
240,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
241,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
242,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
243,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
244,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
245,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
246,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
247,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
248,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
249,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
250,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
251,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
252,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
253,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
254,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
255,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
256,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
257,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
258,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
259,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
260,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
261,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
262,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
263,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
264,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
265,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
266,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
267,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
268,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
269,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
270,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
271,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
272,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
273,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
274,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
275,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
276,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
277,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
278,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
279,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
280,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
281,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
282,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
283,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
284,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
285,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
286,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
287,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
288,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
289,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
290,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
291,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
292,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
293,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
294,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
295,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
296,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
297,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
298,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
299,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
300,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
301,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
302,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
303,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
304,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
305,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
306,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
307,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
308,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
309,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
310,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
311,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
312,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
313,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
314,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
315,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
316,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
317,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
318,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
319,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
320,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
321,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
322,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
323,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
324,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
325,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
