Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDK_M_R
941,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
942,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
943,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
944,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
945,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
946,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
947,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
948,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
949,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
950,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
951,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
952,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
953,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Built-up
954,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
955,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
956,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
957,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
958,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
959,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
960,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
961,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
962,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
963,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
964,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
965,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
966,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
967,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
968,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
969,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
970,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
971,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
972,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
973,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
974,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
975,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
976,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
977,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
978,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
979,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
980,NULL,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
981,NULL,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
982,NULL,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
983,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
984,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
985,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
986,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
987,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
988,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
989,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
990,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
991,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
992,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
993,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
994,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
995,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
996,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
997,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
998,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
999,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1000,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1001,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1002,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1003,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1004,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1005,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
1006,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
1007,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
1008,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
1009,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1010,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1011,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1012,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
1013,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1014,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1015,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1016,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1017,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1018,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1019,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1020,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1021,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Water
1022,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1023,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
1024,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Built-up
1025,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
1026,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
1027,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1028,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1029,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
1030,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1031,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1032,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1033,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1034,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1035,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1036,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1037,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1038,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1039,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1040,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1041,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
1042,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1043,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1044,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1045,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1046,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1047,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
1048,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1049,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
1050,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1051,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1052,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1053,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
1054,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1055,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1056,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1057,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1058,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1059,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
1060,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1061,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1062,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1063,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1064,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1065,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1066,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
1067,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1068,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1069,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1070,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1071,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1072,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1073,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1074,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
1075,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1076,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1077,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1078,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1079,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1080,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1081,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1082,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1083,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1084,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1085,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1086,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1087,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1088,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
1089,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
1090,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
1091,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1092,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
1093,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1094,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
1095,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1096,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1097,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1098,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1099,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
1100,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
1101,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1102,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1103,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1104,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
1105,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
1106,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1107,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
1108,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1109,NULL,NULL,Wetland,NULL,Wetland,Built-up,Shrubland,Built-up
1110,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
1111,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1112,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1113,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1114,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1115,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
1116,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
1117,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
1118,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
1119,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1120,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
1121,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1122,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1123,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1124,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1125,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
1126,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1127,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1128,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1129,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1130,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1131,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
1132,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1133,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
1134,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
1135,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1136,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1137,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1138,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
1139,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
1140,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1141,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1142,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1143,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1144,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
1145,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1146,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
1147,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1148,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1149,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
1150,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
1151,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1152,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
1153,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
1154,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1155,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
1156,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1157,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
1158,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
1159,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
1160,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
1161,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
1162,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
1163,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1164,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
1165,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1166,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
1167,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
1168,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
1169,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1170,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
1171,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1172,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1173,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1174,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
1175,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1176,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1177,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1178,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
1179,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1180,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1181,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
1182,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1183,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
1184,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
1185,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
1186,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
1187,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1188,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1189,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1190,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1191,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1192,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1193,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
1194,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1195,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1196,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1197,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1198,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
1199,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1200,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
1201,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1202,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1203,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
1204,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
1205,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
1206,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
1207,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
1208,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1209,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1210,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1211,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Cropland
1212,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1213,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1214,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1215,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1216,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1217,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
1218,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1219,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1220,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1221,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1222,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1223,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1224,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1225,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1226,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1227,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1228,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1229,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1230,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1231,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
1232,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1233,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1234,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1235,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1236,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1237,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Bareland
1238,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
1239,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,NULL
1240,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1241,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
1242,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1243,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
1244,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1245,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
1246,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Wetland
1247,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Water
1248,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1249,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
1250,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
1251,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1252,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
1253,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Water
1254,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
1255,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1256,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1257,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
1258,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1259,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,NULL
1260,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1261,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1262,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Water
1263,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1264,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1265,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
1266,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
1267,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
1268,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
1269,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
1270,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Water
1271,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1272,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
1273,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
1274,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1275,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1276,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1277,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1278,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1279,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1280,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1281,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
1282,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
1283,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Cropland
1284,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
1285,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
