Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLG_M_R
1652,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1653,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1654,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1655,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1656,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1657,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1658,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1659,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1660,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1661,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1662,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1663,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1664,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1665,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1666,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1667,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1668,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1669,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1670,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1671,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
1672,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1673,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1674,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1675,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1676,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1677,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1678,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1679,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1680,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1681,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1682,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1683,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1684,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1685,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1686,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1687,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1688,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1689,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1690,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1691,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1692,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1693,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1694,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1695,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1696,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1697,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
1698,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1699,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1700,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1701,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1702,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
1703,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
1704,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1705,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1706,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1707,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1708,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1709,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1710,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1711,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1712,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1713,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
1714,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
1715,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1716,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1717,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1718,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1719,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1720,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1721,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1722,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1723,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1724,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1725,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1726,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1727,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1728,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1729,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1730,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1731,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1732,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1733,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1734,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1735,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1736,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1737,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1738,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1739,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1740,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1741,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1742,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
1743,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1744,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1745,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1746,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1747,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1748,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1749,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1750,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1751,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
1752,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1753,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
1754,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
1755,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
1756,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
1757,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1758,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
1759,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1760,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1761,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1762,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
1763,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1764,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1765,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1766,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1767,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1768,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1769,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1770,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1771,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1772,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1773,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1774,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
1775,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1776,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
1777,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1778,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1779,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
1780,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1781,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1782,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1783,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1784,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
1785,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
1786,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1787,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1788,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1789,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
1790,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1791,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1792,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
1793,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1794,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
1795,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1796,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
1797,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
1798,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
1799,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
1800,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
1801,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,NULL
1802,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
1803,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
1804,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,NULL
1805,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1806,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
1807,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1808,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1809,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
1810,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1811,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1812,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1813,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
1814,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,NULL
1815,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1816,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
1817,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Forest,NULL
1818,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
1819,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1820,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
1821,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1822,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1823,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1824,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1825,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1826,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1827,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1828,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1829,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1830,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
1831,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1832,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1833,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1834,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1835,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1836,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
1837,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1838,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
1839,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1840,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1841,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1842,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1843,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1844,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
1845,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1846,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1847,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1848,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1849,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1850,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1851,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1852,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1853,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
1854,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1855,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1856,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1857,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1858,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1859,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1860,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1861,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1862,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1863,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1864,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1865,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1866,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1867,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1868,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1869,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1870,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1871,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1872,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1873,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1874,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1875,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1876,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1877,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1878,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1879,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1880,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1881,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1882,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1883,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
1884,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1885,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
1886,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1887,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1888,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1889,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1890,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
1891,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1892,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
1893,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1894,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1895,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1896,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1897,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1898,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1899,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1900,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1901,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1902,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1903,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1904,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1905,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1906,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1907,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1908,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1909,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1910,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1911,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1912,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1913,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1914,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1915,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1916,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1917,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1918,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1919,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1920,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1921,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1922,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1923,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1924,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1925,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1926,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1927,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1928,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1929,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1930,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
1931,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1932,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1933,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1934,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1935,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1936,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1937,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
1938,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1939,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1940,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1941,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1942,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1943,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1944,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1945,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1946,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
1947,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1948,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1949,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1950,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1951,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1952,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1953,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
1954,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1955,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1956,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1957,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1958,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1959,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1960,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1961,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1962,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1963,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1964,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1965,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1966,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1967,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1968,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1969,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1970,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1971,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1972,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1973,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1974,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1975,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
