Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGD_M_R
1731,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1732,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1733,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1734,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1735,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1736,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1737,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1738,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1739,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1740,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1741,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1742,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1743,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1744,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1745,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1746,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1747,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1748,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1749,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1750,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1751,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1752,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1753,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1754,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1755,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1756,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1757,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1758,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1759,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1760,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1761,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1762,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1763,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1764,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1765,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1766,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1767,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1768,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1769,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1770,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1771,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1772,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1773,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1774,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1775,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1776,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1777,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
1778,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1779,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1780,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1781,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1782,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1783,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1784,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1785,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1786,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1787,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1788,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1789,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1790,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1791,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1792,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1793,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1794,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1795,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1796,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1797,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
1798,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1799,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1800,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
1801,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1802,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1803,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1804,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1805,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1806,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
1807,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1808,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1809,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1810,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1811,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1812,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1813,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1814,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1815,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1816,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1817,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1818,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1819,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1820,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
1821,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1822,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
1823,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1824,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1825,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
1826,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1827,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1828,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1829,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1830,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1831,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1832,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1833,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1834,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
1835,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1836,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1837,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1838,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1839,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1840,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1841,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1842,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
1843,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
1844,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1845,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1846,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
1847,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1848,NULL,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
1849,NULL,Cropland,Wetland,NULL,Wetland,NULL,Bareland,Forest
1850,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1851,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1852,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1853,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1854,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1855,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1856,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1857,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1858,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1859,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1860,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1861,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1862,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1863,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1864,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1865,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1866,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1867,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1868,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1869,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1870,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
1871,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1872,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1873,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1874,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1875,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1876,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
1877,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1878,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1879,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
1880,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1881,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1882,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1883,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
1884,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
1885,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Water
1886,NULL,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
1887,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
1888,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Water
1889,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
1890,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1891,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
1892,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
1893,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1894,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1895,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
1896,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1897,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1898,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1899,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1900,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1901,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1902,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1903,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1904,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1905,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1906,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1907,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1908,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1909,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1910,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1911,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1912,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1913,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1914,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1915,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1916,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
1917,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1918,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1919,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1920,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1921,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1922,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1923,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1924,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1925,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
1926,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1927,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
1928,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1929,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1930,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1931,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
1932,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1933,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1934,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1935,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
1936,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1937,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1938,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1939,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1940,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1941,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1942,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1943,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1944,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1945,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1946,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1947,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Cropland
1948,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1949,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1950,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1951,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1952,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1953,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1954,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1955,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1956,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1957,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1958,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1959,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1960,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1961,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1962,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1963,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1964,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
1965,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1966,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1967,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1968,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Water
1969,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1970,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1971,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1972,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1973,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1974,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1975,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1976,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1977,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1978,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1979,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1980,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1981,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1982,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1983,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1984,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1985,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1986,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1987,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1988,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1989,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1990,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1991,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1992,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1993,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1994,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1995,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1996,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1997,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1998,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1999,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2000,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2001,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2002,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2003,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2004,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
2005,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2006,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2007,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
2008,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
2009,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
2010,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
2011,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2012,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
2013,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Water
2014,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2015,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2016,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2017,NULL,Cropland,Water,NULL,Water,NULL,NULL,Built-up
2018,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
2019,NULL,Cropland,Water,NULL,Water,NULL,Bareland,Water
2020,NULL,Cropland,Water,NULL,Water,NULL,Water,Grassland
2021,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
2022,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Water
2023,NULL,Cropland,Water,NULL,Water,Grassland,Bareland,NULL
2024,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
2025,NULL,Cropland,Water,NULL,Water,Wetland,NULL,NULL
2026,NULL,Cropland,Water,NULL,Water,Wetland,NULL,Wetland
2027,NULL,Cropland,Water,NULL,Water,Wetland,NULL,Water
2028,NULL,Cropland,Water,NULL,Water,Wetland,Water,Wetland
2029,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
2030,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
2031,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2032,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
2033,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
2034,NULL,Cropland,Water,Non_Water,Water,NULL,Wetland,NULL
2035,NULL,Cropland,Water,Non_Water,Water,NULL,Wetland,Wetland
2036,NULL,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
2037,NULL,Cropland,Water,Non_Water,Water,NULL,Water,Wetland
2038,NULL,Cropland,Water,Non_Water,Water,Grassland,NULL,Grassland
2039,NULL,Cropland,Water,Non_Water,Water,Grassland,NULL,Water
2040,NULL,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
2041,NULL,Cropland,Water,Non_Water,Water,Wetland,NULL,Wetland
2042,NULL,Cropland,Water,Non_Water,Water,Bareland,Wetland,Wetland
2043,NULL,Cropland,Water,Non_Water,Water,Bareland,Water,Water
2044,NULL,Cropland,Water,Non_Water,Water,Water,NULL,Water
2045,NULL,Cropland,Water,Water,Water,NULL,NULL,Wetland
2046,NULL,Cropland,Water,Water,Water,NULL,NULL,Bareland
2047,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
2048,NULL,Cropland,Water,Water,Water,NULL,Bareland,Bareland
2049,NULL,Cropland,Water,Water,Water,NULL,Water,Wetland
2050,NULL,Cropland,Water,Water,Water,Grassland,Water,Wetland
2051,NULL,Cropland,Water,Water,Water,Wetland,NULL,Grassland
2052,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2053,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2054,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2055,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2056,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2057,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2058,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
