Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDF_M_R
339,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
340,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
341,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
342,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
343,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
344,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
345,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
346,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
347,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
348,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
349,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
350,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
351,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
352,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
353,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
354,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
357,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
358,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
360,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
362,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
364,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
365,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
366,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
368,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
369,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
370,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
371,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
372,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
373,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
374,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
376,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
377,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
378,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
379,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
380,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
383,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
385,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
386,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
388,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
389,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
390,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
391,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
392,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
393,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
394,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
395,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
398,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
399,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
400,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
401,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
404,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
405,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
406,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
407,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
408,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
409,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
410,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
411,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
412,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
414,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
415,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
416,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
417,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
418,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
419,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
420,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
421,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
422,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
423,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
424,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
425,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
426,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
427,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
428,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
429,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
430,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
431,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
432,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
433,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
434,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
435,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
436,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
437,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
438,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
439,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
440,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
441,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
442,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
443,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
444,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
445,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
446,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
447,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
448,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
449,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
450,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
451,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
452,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
453,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
454,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
455,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
456,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
457,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
458,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
459,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
460,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
461,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
462,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
463,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
464,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
466,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
467,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
468,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
469,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
470,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
471,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
472,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
473,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
474,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
475,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
476,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
477,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
478,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
479,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
480,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
481,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
482,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
483,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
484,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
485,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
486,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
487,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
488,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
489,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
490,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
491,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
492,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
493,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
494,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
495,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
496,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
497,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
498,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
499,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
500,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
501,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
502,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
503,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
504,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
505,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
506,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
507,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
508,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
509,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
510,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
511,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
512,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
513,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
515,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
516,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
517,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
518,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
519,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
520,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
521,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
522,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
523,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
524,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
525,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
526,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
527,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
528,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
529,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
530,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
532,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
533,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
534,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
535,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
536,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
537,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
538,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
539,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
541,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
542,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
543,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
544,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
545,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
550,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
551,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
552,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
553,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
554,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
555,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
556,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
558,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
560,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
561,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
562,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
563,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
564,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
565,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
566,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
567,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
568,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
569,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
570,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
571,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
572,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
573,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
574,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
575,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
576,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
577,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
578,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
579,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
580,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
581,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
582,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
583,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
584,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
585,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
586,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
587,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
588,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
589,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
590,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
591,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
592,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
594,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
595,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
596,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
597,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
598,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
599,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
600,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
602,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
603,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
604,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
605,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
606,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
607,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
608,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
609,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
610,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
611,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
612,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
613,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
614,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
615,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
616,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
617,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
618,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
619,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
620,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
621,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
622,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
623,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
624,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
625,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
626,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
627,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
628,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
629,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
630,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
631,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
632,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
633,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
634,Bareland,Water,Water,Water,Water,NULL,NULL,Water
635,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
636,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
637,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
638,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
639,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
640,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
642,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
643,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
644,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
645,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
646,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
648,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
649,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
650,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
651,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
652,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
653,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
654,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
655,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
656,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
657,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
658,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
660,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
661,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
662,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
663,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
664,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
665,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
666,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
667,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
668,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
669,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
670,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
671,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
672,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
674,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
675,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
676,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
677,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
678,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
679,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
681,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
682,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
683,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
684,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
685,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
686,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
687,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
688,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
689,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
