Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R
339,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
340,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
341,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
342,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
343,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
344,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
345,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
346,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
347,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
348,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
349,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
350,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
351,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
352,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
354,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
355,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
356,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
357,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
358,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
359,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
360,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
361,NULL,Water,Water,Water,Water,NULL,NULL,Water
362,NULL,Water,Water,Water,Water,NULL,NULL,Forest
363,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
365,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
366,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
367,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
368,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
370,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
371,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
372,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
373,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
374,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
375,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
376,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
377,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
379,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
380,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
381,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
383,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
384,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
385,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
386,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
387,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
388,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
389,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
390,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
391,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
393,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
394,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
395,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
396,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
397,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
398,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
399,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
400,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
401,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
402,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
403,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
404,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
405,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
406,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
408,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
409,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
410,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
411,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
412,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
413,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
414,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
415,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
416,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
417,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
418,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
419,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
420,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
421,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
422,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
423,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
424,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
425,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
426,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
427,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
428,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
429,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
430,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
431,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
432,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
433,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
434,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
436,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
437,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
438,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
439,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
440,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
442,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
443,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
444,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
445,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
446,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
448,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
449,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
450,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
451,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
452,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
453,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
454,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
455,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
456,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
457,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
458,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
460,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
461,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
462,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
464,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
465,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
466,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
467,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
468,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
469,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
470,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
471,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
472,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
473,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
474,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
476,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
477,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
478,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
479,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
480,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
481,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
482,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
484,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
485,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
486,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
487,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
488,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
489,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
490,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
491,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
492,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
493,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
495,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
496,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
497,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
498,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
499,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
500,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
501,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
502,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
503,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
504,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
505,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
506,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
507,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
508,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
510,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
512,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
513,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
514,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
515,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
516,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
517,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
518,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
519,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
521,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
522,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
523,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
525,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
526,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
527,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
528,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
529,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
530,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
532,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
533,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
534,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
536,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
537,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
538,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
539,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
540,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
541,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
542,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
543,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
544,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
545,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
546,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
547,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
549,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
550,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
551,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
552,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
553,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
555,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
556,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
557,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
558,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
560,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
561,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
562,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
563,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
564,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
565,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
566,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
567,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
568,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
569,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
570,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
571,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
572,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
573,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
574,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
575,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
576,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
578,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
579,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
580,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
581,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
582,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
583,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
584,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
585,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
586,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
587,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
588,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
589,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
590,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
591,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
592,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
593,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
594,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
595,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
596,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
597,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
598,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
599,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
600,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
601,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
602,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
604,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
605,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
606,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
607,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
608,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
609,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
610,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
611,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
612,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
613,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
614,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
615,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
616,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
617,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
619,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
620,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
621,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
622,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
623,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
624,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
625,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
626,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
627,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
628,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
629,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
630,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
631,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
632,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
633,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
634,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
635,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
636,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
638,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
639,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
640,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
641,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
642,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
643,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
644,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
645,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
646,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
649,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
651,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
652,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
653,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
654,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
655,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
656,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
657,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
658,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
659,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
660,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
661,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
662,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
663,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
664,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
665,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
666,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
667,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
668,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
669,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
670,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
671,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
672,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
673,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
674,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
675,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
677,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
678,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
679,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
680,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
681,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
682,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
