Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHV_M_R
4364,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4365,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
4366,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4367,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4368,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4369,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
4370,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
4371,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
4372,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4373,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
4374,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4375,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4376,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4377,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4378,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4379,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4380,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4381,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4382,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
4383,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4384,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4385,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4386,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4387,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4388,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
4389,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
4390,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4391,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
4392,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4393,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
4394,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4395,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
4396,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4397,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
4398,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
4399,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4400,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4401,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4402,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4403,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4404,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4405,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4406,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4407,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4408,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4409,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4410,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4411,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
4412,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4413,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4414,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4415,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4416,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
4417,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4418,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
4419,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4420,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4421,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4422,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4423,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
4424,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
4425,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
4426,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4427,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4428,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4429,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4430,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4431,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4432,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4433,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4434,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4435,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4436,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
4437,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4438,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4439,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4440,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4441,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4442,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4443,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4444,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4445,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4446,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4447,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4448,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4449,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4450,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4451,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
4452,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4453,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4454,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4455,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
4456,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4457,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4458,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4459,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4460,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4461,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4462,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4463,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4464,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4465,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4466,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4467,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4468,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4469,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4470,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
4471,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4472,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4473,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
4474,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4475,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4476,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4477,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4478,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4479,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4480,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4481,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4482,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4483,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4484,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4485,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4486,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
4487,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
4488,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4489,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4490,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4491,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4492,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4493,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4494,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4495,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4496,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
4497,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4498,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4499,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4500,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4501,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4502,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4503,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
4504,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
4505,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4506,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4507,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
4508,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4509,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4510,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4511,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4512,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4513,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4514,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
4515,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4516,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4517,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4518,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
4519,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4520,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
4521,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4522,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
4523,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4524,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4525,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4526,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4527,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
4528,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4529,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
4530,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4531,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4532,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4533,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4534,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
4535,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4536,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4537,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,NULL
4538,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
4539,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4540,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4541,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4542,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4543,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
4544,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4545,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4546,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4547,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4548,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4549,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4550,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4551,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4552,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4553,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4554,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4555,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4556,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4557,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4558,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4559,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4560,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4561,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4562,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4563,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4564,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4565,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4566,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
4567,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
4568,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4569,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
4570,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4571,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
4572,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4573,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4574,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4575,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4576,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4577,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4578,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
4579,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4580,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4581,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4582,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4583,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4584,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4585,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4586,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4587,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4588,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4589,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4590,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4591,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4592,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4593,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4594,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4595,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4596,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4597,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4598,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4599,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4600,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4601,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4602,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4603,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4604,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4605,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4606,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4607,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4608,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4609,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4610,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4611,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4612,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4613,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4614,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4615,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4616,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4617,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4618,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
4619,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4620,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4621,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4622,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4623,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4624,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4625,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4626,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4627,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4628,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4629,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4630,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4631,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4632,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4633,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4634,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
4635,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4636,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4637,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4638,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4639,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
4640,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4641,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4642,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
4643,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
4644,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4645,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
4646,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
4647,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
4648,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4649,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4650,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4651,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
4652,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
4653,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
4654,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4655,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4656,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
4657,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
4658,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4659,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4660,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4661,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
4662,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
4663,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4664,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4665,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4666,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4667,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
4668,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4669,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4670,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4671,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4672,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4673,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4674,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
4675,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4676,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4677,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4678,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
4679,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4680,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4681,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
