Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLE_M_R
337,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
338,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
339,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
340,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
341,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
343,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
344,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
345,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
346,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
347,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
348,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
349,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
350,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
351,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
354,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
356,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
357,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
358,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
359,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
360,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
361,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
362,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
364,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
365,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
366,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
367,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
368,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
369,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
370,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
371,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
372,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
373,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
374,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
375,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
376,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
377,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
379,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
380,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
381,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
382,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
383,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
384,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
385,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
386,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
387,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
388,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
389,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
390,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
391,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
392,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
393,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
394,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
395,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
396,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
397,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
398,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
399,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
400,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
401,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
402,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
403,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
404,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
405,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
406,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
407,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
408,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
409,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
410,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
411,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
412,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
413,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
414,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
415,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
416,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
417,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
419,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
420,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
421,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
422,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
423,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
424,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
425,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
426,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
427,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
428,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
429,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
430,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
431,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
433,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
434,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
435,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
436,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
437,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
441,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
442,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
443,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
444,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
445,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
446,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
447,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
448,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
449,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
450,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
451,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
452,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
453,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
454,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
455,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
456,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
457,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
458,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
459,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
460,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
461,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
462,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
463,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
464,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
465,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
466,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
468,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
469,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
470,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
471,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
472,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
473,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
475,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
476,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
477,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
478,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
479,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
480,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
481,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
482,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
483,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
484,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
485,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
487,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
488,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Grassland,Forest,Water,NULL,Water,NULL,NULL,Cropland
490,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
491,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
492,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
493,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
494,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
495,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
496,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
497,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
498,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
499,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
500,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
501,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
502,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
503,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
504,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
505,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
506,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
507,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
508,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
509,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
510,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
511,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
512,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
513,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
514,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
515,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
516,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
517,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
518,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
519,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
520,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
521,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
522,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
523,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
524,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
525,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
526,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
527,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
529,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
530,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
531,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
532,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
533,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
534,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
536,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
537,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
538,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
539,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
540,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
541,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
542,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
543,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
544,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
545,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
546,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
547,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
548,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
549,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
550,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
551,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
553,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
554,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
555,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
556,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
557,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
558,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
559,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
560,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
561,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
562,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
563,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
564,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
565,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
566,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
567,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
568,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
569,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
570,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
572,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
573,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
574,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
575,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
576,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
577,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
578,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
579,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
580,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
581,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
582,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
583,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
584,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
585,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
586,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
587,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
588,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
589,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
590,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
591,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
592,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
593,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
594,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
595,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
596,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
597,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
598,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
599,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
600,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
601,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
602,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
603,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
604,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
605,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
606,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
607,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
608,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
609,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
610,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
611,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
612,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
613,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
614,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
615,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
616,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
617,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
618,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
619,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
620,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
621,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
623,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
624,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
625,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
627,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
628,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
629,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
630,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
631,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
632,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
633,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
634,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
635,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
636,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
637,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
638,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
639,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
640,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
642,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
643,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
644,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
645,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
646,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
647,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
648,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
649,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
650,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
651,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
652,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
653,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
654,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
656,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
657,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
658,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
659,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
660,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
661,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
662,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
663,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
664,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
666,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
667,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
668,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
669,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
670,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
671,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
672,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
673,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
674,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
675,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
