Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEL_M_R
3836,NULL,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3837,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3838,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3839,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3840,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3841,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3842,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3843,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3844,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3845,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3846,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
3847,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3848,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3849,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3850,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
3851,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3852,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3853,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
3854,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3855,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3856,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3857,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3858,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3859,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3860,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
3861,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
3862,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
3863,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3864,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3865,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3866,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3867,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3868,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
3869,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
3870,NULL,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3871,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
3872,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3873,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Water
3874,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3875,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3876,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3877,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
3878,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Water
3879,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3880,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3881,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3882,NULL,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3883,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3884,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3885,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3886,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
3887,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3888,NULL,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3889,NULL,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
3890,NULL,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
3891,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3892,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3893,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
3894,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
3895,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3896,NULL,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3897,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
3898,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
3899,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
3900,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3901,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
3902,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
3903,NULL,Water,Wetland,NULL,Wetland,Shrubland,Forest,NULL
3904,NULL,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
3905,NULL,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
3906,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3907,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
3908,NULL,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
3909,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3910,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3911,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3912,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3913,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3914,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3915,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3916,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3917,NULL,Water,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
3918,NULL,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
3919,NULL,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
3920,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3921,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3922,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3923,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3924,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3925,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3926,NULL,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
3927,NULL,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
3928,NULL,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
3929,NULL,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Water
3930,NULL,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
3931,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3932,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
3933,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3934,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
3935,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3936,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3937,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3938,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3939,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3940,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3941,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Forest
3942,NULL,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
3943,NULL,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
3944,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
3945,NULL,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3946,NULL,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3947,NULL,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3948,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
3949,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3950,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
3951,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
3952,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
3953,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
3954,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
3955,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
3956,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
3957,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
3958,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
3959,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3960,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3961,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3962,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3963,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3964,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3965,NULL,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3966,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
3967,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3968,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3969,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3970,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3971,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3972,NULL,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
3973,NULL,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
3974,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
3975,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
3976,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3977,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3978,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3979,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
3980,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3981,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3982,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
3983,NULL,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
3984,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3985,NULL,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3986,NULL,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3987,NULL,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3988,NULL,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3989,NULL,Water,Wetland,Water,Wetland,NULL,Water,Water
3990,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
3991,NULL,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
3992,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
3993,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Water
3994,NULL,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
3995,NULL,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
3996,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3997,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
3998,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3999,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4000,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4001,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
4002,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
4003,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Water
4004,NULL,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
4005,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4006,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4007,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4008,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4009,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
4010,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
4011,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4012,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
4013,NULL,Water,Wetland,Water,Wetland,Water,Shrubland,Water
4014,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
4015,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4016,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
4017,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4018,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4019,NULL,Water,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
4020,NULL,Water,Water,NULL,Water,NULL,Grassland,Grassland
4021,NULL,Water,Water,NULL,Water,NULL,Water,Grassland
4022,NULL,Water,Water,NULL,Water,Shrubland,NULL,Grassland
4023,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
4024,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Wetland
4025,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Water
4026,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
4027,NULL,Water,Water,NULL,Water,Shrubland,Wetland,Grassland
4028,NULL,Water,Water,NULL,Water,Grassland,NULL,Grassland
4029,NULL,Water,Water,NULL,Water,Grassland,NULL,Wetland
4030,NULL,Water,Water,NULL,Water,Grassland,NULL,Water
4031,NULL,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
4032,NULL,Water,Water,NULL,Water,Grassland,Wetland,Forest
4033,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
4034,NULL,Water,Water,NULL,Water,Grassland,Water,Water
4035,NULL,Water,Water,NULL,Water,Grassland,Water,Forest
4036,NULL,Water,Water,NULL,Water,Grassland,Forest,Grassland
4037,NULL,Water,Water,NULL,Water,Wetland,NULL,Wetland
4038,NULL,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4039,NULL,Water,Water,NULL,Water,Bareland,Wetland,Grassland
4040,NULL,Water,Water,NULL,Water,Bareland,Water,Forest
4041,NULL,Water,Water,NULL,Water,Water,Grassland,Water
4042,NULL,Water,Water,NULL,Water,Water,Water,Water
4043,NULL,Water,Water,Non_Water,Water,NULL,Water,Forest
4044,NULL,Water,Water,Non_Water,Water,Shrubland,Wetland,Grassland
4045,NULL,Water,Water,Non_Water,Water,Grassland,Shrubland,Grassland
4046,NULL,Water,Water,Non_Water,Water,Grassland,Wetland,Water
4047,NULL,Water,Water,Non_Water,Water,Grassland,Water,Grassland
4048,NULL,Water,Water,Non_Water,Water,Grassland,Water,Forest
4049,NULL,Water,Water,Non_Water,Water,Wetland,Water,Water
4050,NULL,Water,Water,Non_Water,Water,Bareland,Wetland,Water
4051,NULL,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
4052,NULL,Water,Water,Non_Water,Water,Bareland,Bareland,Water
4053,NULL,Water,Water,Non_Water,Water,Bareland,Water,Water
4054,NULL,Water,Water,Water,Water,Shrubland,Shrubland,Water
4055,NULL,Water,Water,Water,Water,Shrubland,Water,Forest
4056,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
4057,NULL,Water,Water,Water,Water,Grassland,Water,Water
4058,NULL,Water,Water,Water,Water,Bareland,Bareland,Water
4059,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
4060,NULL,Water,Water,Water,Water,Bareland,Water,Water
4061,NULL,Water,Water,Water,Water,Water,Water,Water
4062,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4063,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4064,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4065,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4066,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
4067,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4068,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4069,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4070,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4071,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4072,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4073,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4074,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
4075,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
4076,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4077,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4078,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4079,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4080,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4081,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4082,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4083,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4084,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4085,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4086,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4087,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
4088,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
4089,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4090,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4091,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
4092,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4093,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4094,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
4095,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4096,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4097,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
4098,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Water
4099,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
4100,NULL,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
4101,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
4102,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4103,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4104,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4105,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4106,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4107,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4108,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4109,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4110,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4111,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4112,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4113,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4114,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4115,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4116,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4117,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4118,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4119,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4120,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4121,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4122,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4123,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4124,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
4125,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4126,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4127,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4128,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4129,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4130,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4131,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4132,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4133,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4134,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4135,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4136,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4137,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4138,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4139,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
4140,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4141,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4142,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4143,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4144,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4145,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4146,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4147,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
4148,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4149,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Built-up
4150,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4151,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4152,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4153,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4154,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4155,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4156,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4157,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4158,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4159,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4160,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4161,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4162,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4163,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
4164,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
4165,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4166,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4167,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4168,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
4169,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4170,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4171,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4172,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4173,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4174,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4175,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
4176,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4177,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
4178,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4179,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4180,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4181,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
4182,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4183,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
4184,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4185,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
4186,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
