Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFA_M_R
716,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
717,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
718,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
719,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
720,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
721,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
722,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
723,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Built-up
724,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
725,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
726,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Bareland
727,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
728,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
729,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
730,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
731,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
732,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
733,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
734,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
735,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
736,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
737,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
738,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
739,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
740,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
741,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
742,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
743,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
744,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
745,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
746,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
747,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
748,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
749,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
750,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
751,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
752,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Water
753,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Water
754,NULL,Built-up,Forest,Water,Non_Wetland,Water,Water,Water
755,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
756,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
757,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
758,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
759,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
760,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
761,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
762,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
763,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
764,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
765,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
766,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
767,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
768,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
769,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
770,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
771,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
772,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
773,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
774,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
775,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
776,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
777,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
778,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
779,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
780,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
781,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
782,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
783,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
784,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
785,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
786,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
787,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
788,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
789,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
790,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
791,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
792,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
793,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
794,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
795,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
796,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
797,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
798,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
799,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
800,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Water
801,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
802,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
803,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
804,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Water
805,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
806,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
807,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
808,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
809,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
810,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
811,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
812,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
813,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
814,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
815,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
816,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
817,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
818,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
819,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
820,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
821,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
822,NULL,Water,Wetland,NULL,Wetland,Water,Water,Wetland
823,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
824,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
825,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
826,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
827,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
828,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
829,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
830,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
831,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
832,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
833,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
834,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
835,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
836,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
837,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
838,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
839,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
840,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
841,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
842,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
843,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
844,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
845,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
846,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
847,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
848,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
849,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
850,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
851,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
852,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
853,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
854,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
855,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
856,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
857,NULL,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
858,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
859,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
860,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
861,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
862,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
863,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
864,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
865,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
866,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
867,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
868,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
869,NULL,Water,Water,NULL,Water,Grassland,Wetland,Forest
870,NULL,Water,Water,NULL,Water,Grassland,Water,Water
871,NULL,Water,Water,NULL,Water,Grassland,Water,Forest
872,NULL,Water,Water,NULL,Water,Wetland,Wetland,Forest
873,NULL,Water,Water,NULL,Water,Wetland,Bareland,Forest
874,NULL,Water,Water,NULL,Water,Wetland,Water,Grassland
875,NULL,Water,Water,NULL,Water,Wetland,Water,Water
876,NULL,Water,Water,NULL,Water,Wetland,Water,Forest
877,NULL,Water,Water,NULL,Water,Bareland,Water,Water
878,NULL,Water,Water,NULL,Water,Water,Wetland,Water
879,NULL,Water,Water,NULL,Water,Water,Bareland,Water
880,NULL,Water,Water,NULL,Water,Water,Water,Water
881,NULL,Water,Water,NULL,Water,Water,Water,Forest
882,NULL,Water,Water,Non_Water,Water,Grassland,Water,Water
883,NULL,Water,Water,Non_Water,Water,Wetland,Water,Water
884,NULL,Water,Water,Non_Water,Water,Water,Water,Water
885,NULL,Water,Water,Water,Water,Grassland,Water,Water
886,NULL,Water,Water,Water,Water,Wetland,Wetland,Water
887,NULL,Water,Water,Water,Water,Wetland,Water,Wetland
888,NULL,Water,Water,Water,Water,Wetland,Water,Water
889,NULL,Water,Water,Water,Water,Wetland,Water,Forest
890,NULL,Water,Water,Water,Water,Water,Wetland,Water
891,NULL,Water,Water,Water,Water,Water,Wetland,Forest
892,NULL,Water,Water,Water,Water,Water,Water,Grassland
893,NULL,Water,Water,Water,Water,Water,Water,Wetland
894,NULL,Water,Water,Water,Water,Water,Water,Water
895,NULL,Water,Water,Water,Water,Water,Water,Forest
896,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
897,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
898,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
899,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
900,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
901,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
902,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
903,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
904,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
905,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
906,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
907,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
908,NULL,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
909,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
910,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
911,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
912,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
913,NULL,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
914,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
915,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
916,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
917,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
918,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
919,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
920,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
921,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
922,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
923,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
924,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
925,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
926,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
927,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
928,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
929,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
930,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
931,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
932,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
933,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
934,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
935,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
936,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
937,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
938,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
939,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
940,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
941,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
942,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
943,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
944,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
945,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
946,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
947,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
948,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
949,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
950,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
951,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
952,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
953,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
954,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
955,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
956,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
957,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
958,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
959,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
960,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
961,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
962,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
963,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
964,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
965,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
966,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
967,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
968,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
969,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
970,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
971,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
972,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
973,NULL,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
974,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
975,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
976,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
977,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
978,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
979,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
980,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
981,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
982,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
983,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
984,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
985,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
986,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
987,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
988,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
989,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Water
990,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
991,NULL,Forest,Wetland,Water,Wetland,Water,Water,Forest
992,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
993,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
994,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
995,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
996,NULL,Forest,Water,Water,Water,Wetland,Wetland,Grassland
997,NULL,Forest,Water,Water,Water,Wetland,Wetland,Wetland
998,NULL,Forest,Water,Water,Water,Water,Wetland,Grassland
999,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1000,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1001,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1002,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1003,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1004,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1005,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1006,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1007,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1008,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1009,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1010,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1011,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1012,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1013,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1014,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1015,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1016,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1017,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1018,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1019,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1020,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1021,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1022,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1023,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1024,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1025,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1026,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1027,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1028,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1029,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1030,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1031,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1032,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1033,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1034,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1035,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1036,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1037,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1038,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1039,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1040,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1041,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1042,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1043,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1044,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1045,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1046,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1047,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1048,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1049,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1050,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1051,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1052,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1053,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1054,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1055,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1056,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1057,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1058,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1059,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1060,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1061,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1062,Grassland,NULL,Water,Water,Water,NULL,Wetland,Water
1063,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1064,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
1065,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1066,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1067,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
1068,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1069,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1070,Grassland,NULL,Water,Water,Water,Water,Water,Water
1071,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1072,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1073,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1074,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1075,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
