Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEE_M_R
339,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
340,NULL,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
341,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
342,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
343,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
344,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
345,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
346,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
347,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
348,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
349,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
351,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
352,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
353,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
354,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
355,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
356,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
357,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
358,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
360,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
361,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
362,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
364,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
365,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
366,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
367,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
368,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
370,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
371,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
372,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
373,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
374,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
375,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
376,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
377,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
378,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
379,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
380,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
381,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
383,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
384,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
385,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
386,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
387,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
388,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
389,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
390,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
391,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
392,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
393,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
394,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
395,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
396,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
397,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
398,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
399,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
400,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
401,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
402,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
404,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
405,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
406,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
407,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
409,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
410,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
411,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
412,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
414,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
415,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
416,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
417,Grassland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
418,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
419,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
422,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
423,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
424,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
425,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
426,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
427,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
428,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
429,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
430,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
432,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
433,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
435,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
436,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
437,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
438,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
440,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
441,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
442,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
443,Grassland,Forest,Water,Water,Water,NULL,NULL,NULL
444,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
445,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
446,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
447,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
448,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
449,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
450,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
451,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
452,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
453,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
454,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
455,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
456,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
457,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
459,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
460,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
461,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
463,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
464,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
465,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
466,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
467,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
468,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
469,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
470,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
471,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
472,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
473,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
475,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
476,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
477,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
478,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
479,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
480,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
481,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
482,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
483,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
484,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
485,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
486,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
487,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
488,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
489,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
491,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
492,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
493,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
494,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
495,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
496,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
497,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
498,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
499,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
500,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
501,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
502,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
503,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
504,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
505,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
506,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
507,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
508,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
509,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
510,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
511,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
512,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
513,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
514,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
515,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
516,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
517,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
518,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
519,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
520,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
521,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
523,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
524,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
525,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
527,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
528,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
529,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
530,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
532,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
533,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
534,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
535,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
536,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
537,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
538,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
539,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
540,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
541,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
542,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
543,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
544,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
545,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
546,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
547,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
548,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
549,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
550,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
551,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
553,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
554,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
555,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
556,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
557,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
558,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
559,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
560,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
561,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
562,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
564,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
565,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
566,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
567,Cropland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
568,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
570,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
571,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
572,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
573,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
574,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
576,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
577,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
578,Cropland,Bareland,Water,Water,Water,NULL,NULL,Grassland
579,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
580,Cropland,Bareland,Water,Water,Water,NULL,NULL,Forest
581,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
583,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
584,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
585,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
586,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
587,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
588,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
589,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
590,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
591,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
592,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
593,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
594,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
595,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
596,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
597,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
598,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
599,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
600,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
601,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
602,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
604,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
605,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
606,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
607,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
608,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
609,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
610,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
611,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
612,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
613,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
615,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
616,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
617,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
619,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
620,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
621,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
622,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
623,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
624,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
625,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
627,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
628,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
629,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
630,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
631,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
632,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
633,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
634,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
635,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
636,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
637,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
638,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
639,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
640,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
641,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
642,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
643,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
644,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
645,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
646,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
647,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
648,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
649,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
650,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
651,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
652,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
653,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
654,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
655,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
656,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
658,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
659,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
660,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
661,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
662,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
663,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
664,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
665,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
666,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
667,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
669,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
670,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
671,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
672,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
673,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
674,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
675,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
676,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
677,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
678,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
