Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLA_M_R
759,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
760,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
761,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
762,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
763,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
764,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
765,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
766,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
767,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
769,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
770,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
771,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
772,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
773,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
774,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
775,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
776,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
777,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
779,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
780,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
781,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
782,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
783,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
784,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
785,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
786,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
787,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
788,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
789,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
790,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
791,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
792,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
793,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
794,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
795,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
796,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
797,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
798,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
799,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
800,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
801,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
802,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
803,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
804,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
805,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
806,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
807,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
808,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
809,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
810,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
811,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
812,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
813,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
814,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
815,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
816,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
817,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
818,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
819,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
820,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
821,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
822,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
823,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
824,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
825,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
826,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
827,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
828,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
829,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
830,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
831,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
832,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
833,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
834,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
836,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
837,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
838,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
839,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
840,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
841,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
842,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
843,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
844,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
845,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
846,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
847,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
848,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
849,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
850,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
851,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
852,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
853,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
854,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
855,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
856,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
857,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
858,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
859,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
860,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
861,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
862,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
863,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
864,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
865,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
866,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
867,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
868,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
869,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
870,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
871,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
872,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
873,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
874,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
875,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
877,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
878,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
879,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
880,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
881,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
882,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
883,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
884,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
885,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
886,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
887,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
888,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
889,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
890,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
891,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
892,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
893,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
894,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
895,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
896,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
897,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
898,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
899,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
900,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
901,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
902,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
903,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
904,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
905,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
906,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
907,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
908,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
909,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
910,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
911,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
912,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
913,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
914,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
915,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
916,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
917,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
918,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
919,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
920,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
921,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
922,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
923,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
924,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
925,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
926,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
927,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
928,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
929,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
930,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
931,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
932,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
933,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
934,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
935,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
936,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
937,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
938,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
939,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
940,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
941,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
942,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
943,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
944,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
945,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
946,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
947,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
948,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
949,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
950,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
951,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
952,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
954,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
955,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
956,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
957,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
958,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
959,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
960,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
961,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
962,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
963,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
964,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
965,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
966,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
967,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
968,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
969,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
970,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
971,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
972,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
973,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
974,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
975,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
976,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
977,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
979,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
980,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
981,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
982,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
983,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
984,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
985,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
986,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Built-up
987,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
988,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
989,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
990,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
991,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
992,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
993,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
994,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
995,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
996,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
997,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
998,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
999,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1001,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1003,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1004,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1005,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1006,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1008,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1009,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1010,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1011,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1012,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1013,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1015,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1016,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1018,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1020,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1021,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1022,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1023,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1025,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1026,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1027,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1029,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1030,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1031,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1032,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1033,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1034,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1035,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1036,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1037,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1038,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1039,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1040,Cropland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1041,Cropland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1042,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1044,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1046,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1047,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1048,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1049,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1050,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1051,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1052,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1053,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1054,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1055,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1057,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1058,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1059,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1060,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
1061,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1062,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1063,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1064,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1066,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1067,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1068,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1070,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1071,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1072,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1073,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1075,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1076,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1077,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1078,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1079,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1081,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1082,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1083,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1084,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1086,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1088,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1089,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1090,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
