Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGG_M_R
879,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Forest,NULL
880,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
881,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
882,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
883,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
884,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
885,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
886,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
887,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
888,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
889,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
890,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
891,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
892,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
893,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
894,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
895,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
896,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
897,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
898,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
899,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
900,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
901,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
902,NULL,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
903,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
904,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
905,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
906,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
907,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
908,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
909,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
910,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
911,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
912,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
913,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
914,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
915,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
916,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
917,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
918,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
919,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
920,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
921,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
922,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
923,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
924,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
925,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
926,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
927,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
928,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
929,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
930,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
931,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
932,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
933,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
934,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
935,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Water
936,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
937,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
938,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
939,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,NULL
940,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
941,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
942,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
943,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
944,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
945,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
946,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
947,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
948,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
949,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
950,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
951,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
952,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
953,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
954,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
955,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
956,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
957,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
958,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
959,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
960,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
961,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
962,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
963,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
964,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
965,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
966,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
967,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
968,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
969,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
970,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
971,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
972,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
973,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
974,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
975,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
976,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
977,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
978,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
979,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
980,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
981,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
982,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
983,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
984,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
985,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
986,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
987,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
988,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
989,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
990,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
991,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
992,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
993,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
994,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
995,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
996,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
997,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
998,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
999,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1000,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1001,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1002,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1003,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1004,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1005,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1006,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1007,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1008,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1009,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1010,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1011,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1012,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1013,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1014,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1015,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1016,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1017,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1018,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1019,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1020,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1021,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1022,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1023,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1024,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
1025,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1026,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1027,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1028,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1029,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1030,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1031,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1032,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1033,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1034,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1035,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1036,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1037,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1038,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1039,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1040,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1041,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1042,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1043,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1044,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1045,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1046,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1047,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1048,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1049,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1050,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1051,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1052,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1053,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1054,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1055,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1056,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1057,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1058,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1059,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1060,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1061,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1062,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1063,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1064,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1065,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1066,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1067,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1068,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1069,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1070,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1071,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1072,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1073,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
1074,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1075,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1076,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1077,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1078,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1079,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1080,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1081,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1082,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1083,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1084,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
1085,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1086,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
1087,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1088,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1089,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Bareland
1090,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1091,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1092,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
1093,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1094,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
1095,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
1096,NULL,NULL,Water,NULL,Water,NULL,Grassland,NULL
1097,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1098,NULL,NULL,Water,NULL,Water,NULL,Grassland,Bareland
1099,NULL,NULL,Water,NULL,Water,NULL,Bareland,Bareland
1100,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1101,NULL,NULL,Water,NULL,Water,NULL,Forest,Cropland
1102,NULL,NULL,Water,NULL,Water,NULL,Forest,Bareland
1103,NULL,NULL,Water,NULL,Water,NULL,Forest,Forest
1104,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1105,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Forest
1106,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1107,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1108,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1109,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
1110,NULL,NULL,Water,NULL,Water,Shrubland,Bareland,Grassland
1111,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1112,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1113,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
1114,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1115,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1116,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
1117,NULL,NULL,Water,NULL,Water,Bareland,NULL,Water
1118,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
1119,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
1120,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1121,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
1122,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1123,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1124,NULL,NULL,Water,NULL,Water,Bareland,Water,NULL
1125,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
1126,NULL,NULL,Water,NULL,Water,Bareland,Forest,Bareland
1127,NULL,NULL,Water,NULL,Water,Water,Built-up,Grassland
1128,NULL,NULL,Water,NULL,Water,Forest,Grassland,NULL
1129,NULL,NULL,Water,NULL,Water,Forest,Grassland,Grassland
1130,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,NULL
1131,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,NULL
1132,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
1133,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
1134,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1135,NULL,NULL,Water,Non_Water,Water,Bareland,Shrubland,Water
1136,NULL,NULL,Water,Non_Water,Water,Forest,Forest,Forest
1137,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
1138,NULL,NULL,Water,Water,Water,NULL,Shrubland,Grassland
1139,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1140,NULL,NULL,Water,Water,Water,NULL,Grassland,Bareland
1141,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1142,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1143,NULL,NULL,Water,Water,Water,NULL,Forest,Water
1144,NULL,NULL,Water,Water,Water,Shrubland,NULL,Grassland
1145,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
1146,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
1147,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
1148,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Water
1149,NULL,NULL,Water,Water,Water,Bareland,NULL,Water
1150,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Bareland
1151,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
1152,NULL,NULL,Water,Water,Water,Bareland,Water,Water
1153,NULL,NULL,Water,Water,Water,Water,Wetland,Water
1154,NULL,NULL,Water,Water,Water,Water,Water,Water
1155,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1156,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1157,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1158,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1159,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1160,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1161,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1162,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1163,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1164,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1165,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1166,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1167,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1168,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1169,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1170,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1171,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1172,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1173,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1174,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1175,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1176,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1177,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1178,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1179,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1180,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1181,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1182,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1183,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1184,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1185,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1186,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1187,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1188,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1189,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1190,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1191,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1192,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1193,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1194,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1195,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1196,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1197,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1198,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1199,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
1200,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1201,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1202,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1203,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
1204,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1205,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
1206,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1207,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1208,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1209,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1210,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1211,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1212,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1213,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1214,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1215,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1216,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1217,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1218,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1219,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1220,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1221,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1222,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
