Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCD_M_R
816,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
817,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
818,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
819,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
820,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
821,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
822,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
823,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
824,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
825,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
826,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
827,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
828,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
829,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
830,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
831,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
832,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
833,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
834,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
835,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
836,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
837,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
838,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
839,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
840,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
841,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
842,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
843,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
844,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
845,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
846,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
847,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
848,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
849,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
850,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
851,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
852,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
853,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
854,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
855,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
856,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
857,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
858,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
859,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
860,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
861,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
862,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
863,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
864,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
865,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
866,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
867,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
868,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
869,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
870,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
871,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
872,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
873,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
874,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
875,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
876,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
877,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
878,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
879,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
880,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
881,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
882,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
883,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
884,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
885,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
886,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
887,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
888,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
889,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
890,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
891,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
892,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
893,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Water
894,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
895,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
896,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Built-up
897,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
898,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,NULL
899,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
900,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
901,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
902,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
903,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
904,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
905,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
906,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
907,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
908,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
909,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
910,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,NULL
911,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
912,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,NULL
913,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
914,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
915,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
916,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
917,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
918,NULL,NULL,Water,NULL,Water,NULL,Wetland,NULL
919,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
920,NULL,NULL,Water,NULL,Water,NULL,Wetland,Wetland
921,NULL,NULL,Water,NULL,Water,NULL,Water,Water
922,NULL,NULL,Water,NULL,Water,NULL,Water,Forest
923,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
924,NULL,NULL,Water,NULL,Water,Wetland,NULL,Bareland
925,NULL,NULL,Water,NULL,Water,Wetland,NULL,Water
926,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
927,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Water
928,NULL,NULL,Water,NULL,Water,Wetland,Wetland,NULL
929,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
930,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
931,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Bareland
932,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
933,NULL,NULL,Water,NULL,Water,Wetland,Bareland,NULL
934,NULL,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
935,NULL,NULL,Water,NULL,Water,Wetland,Bareland,Wetland
936,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
937,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
938,NULL,NULL,Water,NULL,Water,Wetland,Forest,NULL
939,NULL,NULL,Water,NULL,Water,Wetland,Forest,Bareland
940,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
941,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
942,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
943,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
944,NULL,NULL,Water,NULL,Water,Bareland,Bareland,NULL
945,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
946,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Wetland
947,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
948,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
949,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
950,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
951,NULL,NULL,Water,NULL,Water,Bareland,Forest,Water
952,NULL,NULL,Water,NULL,Water,Water,NULL,Water
953,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
954,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
955,NULL,NULL,Water,NULL,Water,Water,Bareland,Water
956,NULL,NULL,Water,NULL,Water,Forest,Wetland,Grassland
957,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
958,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
959,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
960,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Water
961,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
962,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
963,NULL,NULL,Water,Non_Water,Water,NULL,Water,Grassland
964,NULL,NULL,Water,Non_Water,Water,NULL,Water,Wetland
965,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
966,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
967,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
968,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,NULL
969,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
970,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
971,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
972,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,NULL
973,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
974,NULL,NULL,Water,Non_Water,Water,Wetland,Bareland,NULL
975,NULL,NULL,Water,Non_Water,Water,Wetland,Water,NULL
976,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
977,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
978,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Grassland
979,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
980,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
981,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
982,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
983,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
984,NULL,NULL,Water,Water,Water,NULL,NULL,Water
985,NULL,NULL,Water,Water,Water,NULL,Wetland,Grassland
986,NULL,NULL,Water,Water,Water,NULL,Water,Wetland
987,NULL,NULL,Water,Water,Water,NULL,Water,Water
988,NULL,NULL,Water,Water,Water,NULL,Forest,Water
989,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
990,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
991,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
992,NULL,NULL,Water,Water,Water,Wetland,NULL,Water
993,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
994,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
995,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
996,NULL,NULL,Water,Water,Water,Wetland,Water,Water
997,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
998,NULL,NULL,Water,Water,Water,Bareland,NULL,Water
999,NULL,NULL,Water,Water,Water,Bareland,Wetland,Wetland
1000,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
1001,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
1002,NULL,NULL,Water,Water,Water,Bareland,Water,Water
1003,NULL,NULL,Water,Water,Water,Water,NULL,Water
1004,NULL,NULL,Water,Water,Water,Water,Water,Water
1005,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1006,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1007,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1008,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1009,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1010,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1011,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1012,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1013,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1014,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1015,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1016,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1017,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1018,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1019,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1020,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1021,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1022,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
1023,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1024,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1025,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1026,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Wetland
1027,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1028,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1029,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
1030,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1031,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1032,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1033,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
1034,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1035,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1036,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1037,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1038,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1039,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1040,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1041,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1042,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1043,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1044,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1045,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1046,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1047,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1048,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1049,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1050,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1051,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1052,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1053,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1054,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1055,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1056,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1057,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1058,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1059,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1060,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1061,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1062,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1063,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1064,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1065,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1066,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1067,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1068,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1069,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1070,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1071,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1072,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1073,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1074,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1075,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1076,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1077,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1078,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1079,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1080,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1081,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1082,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1083,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1084,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1085,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1086,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1087,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1088,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1089,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1090,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1091,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1092,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1093,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1094,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
1095,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1096,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1097,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1098,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
1099,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1100,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1101,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1102,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1103,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1104,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1105,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1106,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1107,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1108,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1109,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1110,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1111,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1112,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1113,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1114,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1115,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1116,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
1117,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1118,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1119,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1120,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1121,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
1122,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1123,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1124,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1125,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1126,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1127,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1128,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1129,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1130,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1131,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1132,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1133,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1134,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1135,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1136,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1137,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1138,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1139,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1141,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1142,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1143,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1144,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
1145,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1146,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1147,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1148,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
1149,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1150,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1151,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1152,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1153,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1154,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1155,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1156,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1157,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
1158,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1159,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1160,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
1161,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1162,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1163,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
1164,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
