Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQH_M_R
2361,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
2362,NULL,NULL,Water,NULL,Water,Shrubland,Water,NULL
2363,NULL,NULL,Water,NULL,Water,Shrubland,Water,Water
2364,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
2365,NULL,NULL,Water,NULL,Water,Bareland,Water,NULL
2366,NULL,NULL,Water,NULL,Water,Water,NULL,NULL
2367,NULL,NULL,Water,NULL,Water,Water,NULL,Water
2368,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
2369,NULL,NULL,Water,NULL,Water,Forest,Shrubland,NULL
2370,NULL,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
2371,NULL,NULL,Water,NULL,Water,Forest,Water,Grassland
2372,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2373,NULL,NULL,Water,Non_Water,Water,NULL,Water,NULL
2374,NULL,NULL,Water,Non_Water,Water,NULL,Water,Grassland
2375,NULL,NULL,Water,Non_Water,Water,NULL,Water,Water
2376,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
2377,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
2378,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,NULL
2379,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
2380,NULL,NULL,Water,Non_Water,Water,Water,Shrubland,NULL
2381,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
2382,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
2383,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
2384,NULL,NULL,Water,Non_Water,Water,Forest,NULL,Water
2385,NULL,NULL,Water,Water,Water,NULL,Shrubland,Wetland
2386,NULL,NULL,Water,Water,Water,NULL,Water,Wetland
2387,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
2388,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
2389,NULL,NULL,Water,Water,Water,Shrubland,Water,NULL
2390,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
2391,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
2392,NULL,NULL,Water,Water,Water,Water,Water,Grassland
2393,NULL,NULL,Water,Water,Water,Water,Water,Cropland
2394,NULL,NULL,Water,Water,Water,Water,Water,Wetland
2395,NULL,NULL,Water,Water,Water,Water,Water,Bareland
2396,NULL,NULL,Water,Water,Water,Water,Water,Water
2397,NULL,NULL,Water,Water,Water,Forest,Shrubland,Grassland
2398,NULL,NULL,Water,Water,Water,Forest,Water,Grassland
2399,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2400,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2401,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2402,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2403,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2404,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2405,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2406,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2407,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2408,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2409,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
2410,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2411,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
2412,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
2413,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2414,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2415,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2416,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2417,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2418,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2419,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2420,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2421,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2422,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
2423,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2424,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2425,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2426,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
2427,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2428,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
2429,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2430,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2431,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2432,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2433,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2434,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2435,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
2436,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
2437,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
2438,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2439,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2440,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2441,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2442,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2443,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2444,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2445,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
2446,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2447,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2448,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2449,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2450,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2451,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2452,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2453,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2454,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2455,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2456,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
2457,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2458,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
2459,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
2460,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
2461,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2462,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2463,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2464,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2465,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2466,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2467,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2468,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2469,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2470,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2471,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2472,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2473,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2474,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2475,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2476,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2477,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2478,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2479,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2480,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2481,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2482,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2483,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2484,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2485,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2486,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
2487,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2488,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2489,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2490,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2491,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2492,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2493,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2494,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2495,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2496,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2497,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2498,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
2499,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2500,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2501,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2502,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2503,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2504,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2505,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2506,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2507,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2508,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2509,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2510,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2511,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2512,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2513,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2514,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2515,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2516,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2517,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2518,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2519,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2520,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
2521,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2522,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2523,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2524,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2525,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2526,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2527,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2528,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2529,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2530,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
2531,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2532,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2533,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
2534,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2535,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
2536,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2537,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2538,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2539,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
2540,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2541,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2542,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2543,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2544,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
2545,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2546,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2547,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2548,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
2549,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
2550,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
2551,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2552,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2553,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2554,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2555,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2556,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2557,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
2558,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2559,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2560,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2561,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2562,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2563,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2564,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2565,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2566,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2567,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2568,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
2569,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2570,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
2571,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2572,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2573,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Bareland
2574,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2575,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2576,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2577,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
2578,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2579,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2580,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2581,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
2582,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2583,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2584,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2585,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2586,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
2587,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2588,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2589,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2590,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
2591,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2592,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
2593,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
2594,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2595,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
2596,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
2597,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2598,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2599,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2600,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2601,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2602,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2603,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
2604,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
2605,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2606,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Cropland
2607,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2608,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
2609,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2610,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2611,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2612,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2613,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2614,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2615,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2616,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
2617,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2618,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
2619,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
2620,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2621,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
2622,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2623,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
2624,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
2625,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
2626,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
2627,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
2628,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2629,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2630,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
2631,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2632,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
2633,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2634,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
2635,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2636,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
2637,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
2638,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
2639,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
2640,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,NULL
2641,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2642,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2643,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2644,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2645,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
2646,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
2647,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
2648,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
2649,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
2650,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
2651,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
2652,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2653,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
2654,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Bareland
2655,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
2656,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
2657,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
2658,NULL,NULL,Forest,Water,Non_Wetland,Bareland,NULL,NULL
2659,NULL,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
2660,NULL,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
2661,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,NULL
2662,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
2663,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
2664,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
2665,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
2666,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,NULL
2667,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
2668,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2669,NULL,NULL,Forest,Water,Non_Wetland,Forest,NULL,NULL
2670,NULL,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
2671,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
2672,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
2673,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
2674,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
2675,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2676,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2677,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2678,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2679,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2680,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2681,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2682,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2683,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2684,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2685,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2686,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2687,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2688,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2689,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2690,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2691,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2692,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2693,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2694,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2695,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2696,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2697,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
