Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHK_M_R
1850,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1851,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1852,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1853,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1854,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1855,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
1856,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1857,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1858,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1859,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1860,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1861,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1862,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1863,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1864,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1865,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1866,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1867,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1868,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1869,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1870,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1871,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1872,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1873,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1874,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1875,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1876,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1877,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1878,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1879,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1880,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
1881,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1882,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1883,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1884,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1885,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1886,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1887,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1888,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1889,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1890,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1891,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1892,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1893,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1894,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1895,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1896,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1897,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1898,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1899,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1900,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1901,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1902,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1903,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1904,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1905,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1906,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1907,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1908,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1909,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1910,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1911,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1912,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1913,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1914,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1915,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1916,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1917,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1918,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1919,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1920,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1921,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1922,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1923,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1924,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1925,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1926,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1927,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1928,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1929,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1930,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1931,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1932,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1933,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1934,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1935,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1936,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1937,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1938,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1939,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1940,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1941,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1942,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1943,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1944,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1945,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1946,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1947,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1948,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1949,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1950,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1951,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1952,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1953,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1954,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1955,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1956,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1957,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1958,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1959,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1960,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1961,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1962,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1963,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1964,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1965,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1966,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1967,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1968,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1969,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1970,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1971,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1972,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1973,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1974,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1975,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1976,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1977,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1978,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1979,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1980,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1981,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1982,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1983,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1984,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1985,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1986,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1987,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1988,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1989,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1990,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1991,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1992,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1993,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1994,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
1995,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1996,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1997,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1998,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1999,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2000,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2001,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2002,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2003,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2004,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2005,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2006,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2007,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2008,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2009,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
2010,NULL,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
2011,NULL,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
2012,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2013,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2014,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
2015,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2016,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2017,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2018,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2019,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2020,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2021,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2022,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2023,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2024,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2025,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2026,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2027,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2028,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2029,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2030,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2031,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2032,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2033,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2034,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2035,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2036,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2037,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2038,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2039,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2040,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2041,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2042,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2043,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2044,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2045,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2046,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2047,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2048,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2049,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2050,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2051,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2052,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2053,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2054,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2055,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2056,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2057,NULL,Cropland,Water,NULL,Water,NULL,Shrubland,Grassland
2058,NULL,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
2059,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2060,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
2061,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
2062,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
2063,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
2064,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2065,NULL,Cropland,Water,NULL,Water,Water,Shrubland,Water
2066,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
2067,NULL,Cropland,Water,Non_Water,Water,Bareland,Grassland,Grassland
2068,NULL,Cropland,Water,Water,Water,Shrubland,Water,Grassland
2069,NULL,Cropland,Water,Water,Water,Water,Shrubland,Water
2070,NULL,Cropland,Water,Water,Water,Forest,Shrubland,Grassland
2071,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2072,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2073,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2074,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2075,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2076,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2077,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2078,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2079,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2080,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2081,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2082,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2083,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2084,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2085,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2086,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2087,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2088,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2089,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2090,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2091,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2092,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2093,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2094,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2095,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2096,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2097,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2098,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2099,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2100,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2101,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2102,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2103,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2104,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2105,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2106,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2107,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2108,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2109,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
2110,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2111,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2112,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2113,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2114,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2115,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2116,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2117,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2118,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2119,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2120,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2121,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
2122,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2123,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2124,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2125,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2126,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2127,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2128,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2129,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2130,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2131,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2132,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2133,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2134,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2135,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
2136,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2137,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2138,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2139,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2140,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2141,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2142,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2143,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2144,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2145,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2146,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2147,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2148,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2149,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2150,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2151,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2152,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2153,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2154,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2155,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2156,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2157,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2158,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2159,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2160,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2161,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2162,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2163,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2164,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2165,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2166,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2167,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2168,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2169,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
