Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXF_M_R
748,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
749,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
750,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
751,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
752,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
753,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
754,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
755,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
756,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
757,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
758,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
759,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
761,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
762,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
763,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
764,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
765,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
766,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
767,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
768,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
769,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
770,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
771,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
772,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
773,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
774,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
775,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
776,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
777,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
778,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
779,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
780,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
781,Grassland,Water,Water,Water,Water,NULL,NULL,Bareland
782,Grassland,Water,Water,Water,Water,NULL,NULL,Water
783,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
784,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
785,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
786,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
787,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
788,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
789,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
790,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
791,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
792,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
793,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
794,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
795,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
796,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
797,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
798,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
799,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
800,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
801,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
802,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
803,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
804,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
805,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
806,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
807,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
809,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
810,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
811,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
812,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
813,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
814,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
815,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
816,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
817,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
818,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
819,Grassland,Forest,Water,NULL,Water,NULL,NULL,Bareland
820,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
821,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
822,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
823,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
824,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
825,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
826,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
827,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
828,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
829,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
830,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
832,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
833,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
834,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
835,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
836,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
837,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
838,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
839,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
840,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
841,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
842,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
843,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
844,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
845,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
846,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
847,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
848,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
849,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
850,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
851,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
852,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
853,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
854,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
855,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
856,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
857,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
858,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
859,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
860,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
861,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
862,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
863,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
864,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
866,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
867,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
868,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
869,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
870,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
871,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
872,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
873,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
874,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
875,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
876,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
877,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
878,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
879,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
880,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
881,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
882,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
883,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
884,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
885,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
886,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
887,Cropland,Wetland,Water,Water,Water,NULL,NULL,Bareland
888,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
889,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
890,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
891,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
892,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
893,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
894,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
895,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
896,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
897,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
898,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
899,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
900,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
901,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
902,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
903,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
904,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
905,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
906,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
907,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
908,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
909,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
910,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
911,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
912,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
913,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
914,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
915,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
916,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
917,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
918,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
919,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
920,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
921,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
922,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
923,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
924,Cropland,Water,Water,Water,Water,NULL,NULL,Water
925,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
926,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
927,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
928,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
929,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
930,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
931,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
932,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
933,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
934,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
935,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
936,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
937,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
938,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
939,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
940,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
941,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
942,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
943,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
944,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
945,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
946,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
947,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
948,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
949,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
950,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
951,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
952,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
953,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
955,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
956,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
958,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
959,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
960,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
961,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
962,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
963,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
964,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
965,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
966,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
967,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
968,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
969,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
970,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
971,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
972,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
973,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
974,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
975,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
977,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
978,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
979,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
980,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
981,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
982,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
983,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
984,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
985,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
986,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
987,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
988,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
989,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
990,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
991,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
992,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
993,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
994,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
995,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
996,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
997,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
998,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
999,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1000,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1001,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1002,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1003,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1004,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1005,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1006,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1007,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1008,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1009,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1010,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1011,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1012,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1013,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1015,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1016,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1017,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1018,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1020,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1021,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1022,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1023,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1024,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1025,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1026,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1027,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1028,Wetland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1029,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1030,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1033,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1034,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1035,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1036,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1037,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1038,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1039,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1041,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1043,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1044,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1046,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1047,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1048,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1049,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1050,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1051,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1052,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1053,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1056,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1057,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1059,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1060,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1062,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1063,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1064,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1065,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1066,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1067,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1068,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1069,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1070,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1071,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1072,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1073,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1074,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1075,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1076,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1077,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1078,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1079,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1080,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1081,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1082,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1083,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1084,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1085,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1087,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1088,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1089,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1090,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1091,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1092,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1093,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1094,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1095,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1096,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
