Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRL_M_R
1679,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1680,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1681,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1682,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1683,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1684,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1685,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1686,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1687,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1688,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1689,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1690,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1691,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
1692,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1693,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1694,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1695,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1696,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1697,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
1698,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1699,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1700,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1701,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1702,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1703,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1704,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1705,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1706,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1707,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1708,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1709,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1710,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1711,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1712,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1713,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1714,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1715,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1716,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1717,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1718,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1719,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1720,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1721,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1722,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1723,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1724,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1725,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1726,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1727,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1728,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1729,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
1730,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1731,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1732,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1733,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
1734,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1735,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1736,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1737,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
1738,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
1739,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
1740,NULL,Cropland,Water,NULL,Water,NULL,Shrubland,Forest
1741,NULL,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
1742,NULL,Cropland,Water,NULL,Water,NULL,Forest,Forest
1743,NULL,Cropland,Water,NULL,Water,Shrubland,Water,Water
1744,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
1745,NULL,Cropland,Water,NULL,Water,Grassland,Shrubland,Forest
1746,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1747,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Wetland
1748,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Water
1749,NULL,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
1750,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
1751,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Forest
1752,NULL,Cropland,Water,NULL,Water,Bareland,Shrubland,Forest
1753,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
1754,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Water
1755,NULL,Cropland,Water,NULL,Water,Bareland,Built-up,Grassland
1756,NULL,Cropland,Water,NULL,Water,Bareland,Water,Grassland
1757,NULL,Cropland,Water,NULL,Water,Bareland,Forest,Forest
1758,NULL,Cropland,Water,NULL,Water,Water,Water,Water
1759,NULL,Cropland,Water,NULL,Water,Forest,Forest,Forest
1760,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1761,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1762,NULL,Cropland,Water,Non_Water,Water,NULL,Grassland,Grassland
1763,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Cropland
1764,NULL,Cropland,Water,Water,Water,Wetland,Water,Water
1765,NULL,Cropland,Water,Water,Water,Bareland,NULL,Grassland
1766,NULL,Cropland,Water,Water,Water,Water,Water,Water
1767,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1768,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1769,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1770,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1771,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1772,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1773,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1774,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1775,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1776,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1777,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1778,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1779,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1780,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1781,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1782,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1783,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1784,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1785,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1786,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1787,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1788,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1789,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1790,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1791,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1792,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1793,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1794,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1795,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1796,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1797,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1798,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1799,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1800,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1801,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1802,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1803,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1804,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
1805,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1806,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1807,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1808,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1809,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1810,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1811,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1812,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1813,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1814,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1815,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1816,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1817,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1818,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1819,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1820,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1821,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1822,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1823,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
1824,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1825,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1826,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1827,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1828,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
1829,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1830,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1831,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1832,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1833,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1834,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1835,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1836,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1837,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1838,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1839,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1840,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1841,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1842,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1843,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1844,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1845,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1846,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1847,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1848,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1849,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1850,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1851,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1852,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1853,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1854,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1855,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1856,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1857,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1858,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1859,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1860,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1861,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1862,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1863,NULL,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
1864,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1865,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1866,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1867,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1868,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1869,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1870,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1871,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1872,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1873,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1874,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1875,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
1876,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1877,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1878,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1879,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1880,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1881,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1882,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1883,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
1884,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1885,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1886,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1887,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1888,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1889,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1890,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1891,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1892,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1893,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1894,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1895,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1896,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1897,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1898,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1899,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1900,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1901,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1902,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1903,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1904,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1905,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1906,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1907,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1908,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1909,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1910,NULL,Bareland,Water,Water,Water,Water,Water,Water
1911,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1912,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1913,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1914,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1915,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1916,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1917,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1918,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1919,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1920,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1921,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1922,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1923,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1924,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1925,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1926,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1927,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1928,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1929,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1930,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1931,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1932,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1933,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1934,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1935,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1936,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1937,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1938,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1939,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1940,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1941,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1942,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1943,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1944,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1945,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1946,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1947,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1948,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1949,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1950,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1951,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1952,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1953,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1954,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1955,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
1956,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1957,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1958,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1959,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1960,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1961,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1962,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1963,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1964,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1965,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1966,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1967,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1968,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1969,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1970,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1971,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1972,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
1973,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1974,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1975,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1976,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1977,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
1978,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
1979,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1980,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1981,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1982,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1983,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1984,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1985,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1986,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
1987,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1988,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1989,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
1990,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1991,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1992,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1993,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1994,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1995,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1996,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1997,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1998,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1999,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2000,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2001,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2002,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2003,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
