Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFA_M_R
1562,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1563,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
1584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
1592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1599,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1600,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1601,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1603,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1604,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1605,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1606,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
1607,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1608,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1609,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1610,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1611,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1612,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
1613,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1614,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1616,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1617,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
1618,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1619,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1620,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1621,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
1622,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1623,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1624,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1625,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1626,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1627,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1628,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1629,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1630,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
1631,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1632,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1633,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1634,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1635,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1636,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1637,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1638,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1639,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1640,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
1641,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1642,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1643,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1644,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1645,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1646,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1647,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1648,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1649,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1650,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1651,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1652,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1653,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1654,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1655,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1656,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1657,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1658,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
1659,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
1660,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1661,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1662,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1663,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1664,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1665,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1666,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1667,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1668,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1669,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1670,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1671,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1672,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
1673,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1674,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1675,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
1676,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1677,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1678,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1679,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1680,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
1681,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1682,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1683,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1684,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1685,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1686,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1687,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1688,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1689,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1690,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1691,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1692,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1693,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1694,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1695,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1696,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1697,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1698,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1699,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1700,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1701,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1702,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1703,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1704,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1705,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1706,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1707,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1708,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1709,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1710,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1711,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1712,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1713,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1714,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1715,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1716,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1717,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1718,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1719,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
1720,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1721,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1722,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1723,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1724,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1725,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1726,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1727,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1728,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1729,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
1730,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1731,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1732,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
1733,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1734,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1735,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
1736,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1737,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1738,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1739,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1740,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
1741,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1742,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1743,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1744,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1745,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1746,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1747,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1748,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1749,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1750,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1751,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1752,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1753,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1754,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1755,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1756,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1757,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1758,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1759,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1760,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1761,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1762,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1763,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
1764,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1765,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1766,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1767,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1768,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1769,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1770,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1771,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1772,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1773,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1774,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1775,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1776,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1777,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1778,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1779,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1780,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Cropland
1781,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1782,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
1783,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1784,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1785,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1786,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1787,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1788,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1789,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1790,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1791,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1792,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1793,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
1794,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1795,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
1796,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1797,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
1798,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
1799,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
1800,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1801,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1802,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1803,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1804,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
1805,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1806,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1807,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1808,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1809,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Built-up
1810,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1811,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1812,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
1813,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
1814,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1815,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
1816,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
1817,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
1818,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
1819,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
1820,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1821,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1822,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1823,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
1824,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1825,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1826,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1827,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1828,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1829,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1830,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1831,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1832,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
1833,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1834,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1835,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1836,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1837,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
1838,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1839,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
1840,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1841,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1842,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
1843,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1844,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
1845,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
1846,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1847,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
1848,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
1849,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
1850,NULL,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
1851,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1852,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
1853,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
1854,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1855,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Water
1856,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1857,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1858,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1859,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1860,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
1861,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Grassland
1862,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Cropland
1863,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Forest
1864,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
1865,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Forest
1866,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Cropland
1867,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1868,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1869,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Cropland
1870,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Built-up
1871,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Water
1872,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
1873,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1874,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
1875,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1876,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
