Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPF_M_R
337,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
338,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
339,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
340,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
341,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
342,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
343,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
344,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
345,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
346,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
347,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
348,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
350,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
351,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
352,NULL,Forest,Water,NULL,Water,NULL,NULL,Wetland
353,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
354,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
355,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
356,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
357,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
358,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
359,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
360,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
362,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
364,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
365,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
366,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
367,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
368,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
369,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
370,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
371,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
372,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
373,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
374,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
375,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
376,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
377,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
378,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
379,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
380,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
381,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
382,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
383,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
384,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
385,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
386,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
387,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
388,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
389,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
390,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
391,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
392,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
394,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
395,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
396,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
397,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
398,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
399,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
400,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
401,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
402,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
403,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
404,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
405,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
406,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
407,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
409,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
410,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
411,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
412,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
413,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
414,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
415,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
417,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
418,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
419,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
420,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
421,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
422,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
423,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
424,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
425,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
426,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
427,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
428,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
429,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
430,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
431,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
432,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
433,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
434,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
435,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
436,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
437,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
438,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
439,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
440,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
441,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
442,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
443,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
444,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
445,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
446,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
448,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
449,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
450,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
451,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
452,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
453,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
454,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
455,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
456,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
457,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
458,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
459,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
460,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
461,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
462,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
463,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
464,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
465,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
466,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
467,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
468,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
469,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
470,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
471,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
472,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
473,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
474,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
475,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
476,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
478,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
479,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
480,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
481,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
482,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
483,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
484,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
485,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
486,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
487,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
489,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
490,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
491,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
492,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
493,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
495,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
496,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
502,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
503,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
504,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
505,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
507,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
508,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
509,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
510,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
511,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
512,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
514,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
515,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
516,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
517,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
518,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
519,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
521,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
522,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
523,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
524,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
525,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
526,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
527,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
529,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
530,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
531,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
532,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
533,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
534,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
535,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
537,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
538,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
539,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
540,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
541,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
542,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
543,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
544,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
545,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
546,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
547,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
548,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
549,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
550,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
551,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
552,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
553,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
554,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
555,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
557,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
558,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
559,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
560,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
561,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
562,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
563,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
564,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
565,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
566,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
567,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
568,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
569,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
570,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
571,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
572,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
573,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
574,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
575,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
576,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
577,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
578,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
579,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
580,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
581,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
582,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
583,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
584,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
585,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
586,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
587,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
588,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
589,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
590,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
591,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
592,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
593,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
594,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
595,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
596,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
597,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
598,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
599,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
600,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
601,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
602,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
603,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
604,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
605,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
606,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
607,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
608,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
609,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
610,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
611,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
612,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
613,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
614,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
615,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
616,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
617,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
618,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
619,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
620,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
621,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
623,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
624,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Cropland
625,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
626,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
627,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
628,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
629,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
630,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
631,Grassland,Wetland,Water,Water,Water,NULL,NULL,Cropland
632,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
633,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
634,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
635,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
636,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
638,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
639,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
640,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
642,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
643,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
644,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
645,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
646,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
647,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
648,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
649,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
650,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
651,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
652,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
653,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
654,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
655,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
656,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
657,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
658,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
660,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
661,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
662,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
663,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
664,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
666,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
667,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
669,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
670,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
671,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
672,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
673,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
674,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
675,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
676,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
677,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
