Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUC_M_R
6340,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6341,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6342,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6343,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6344,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6345,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6346,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6347,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
6348,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6349,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6350,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6351,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6352,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
6353,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6354,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6355,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
6356,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6357,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
6358,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6359,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6360,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6361,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6362,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6363,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6364,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6365,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6366,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6367,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6368,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6369,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6370,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6371,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6372,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6373,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6374,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6375,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6376,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6377,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6378,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6379,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6380,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6381,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6382,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6383,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6384,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6385,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6386,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6387,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6388,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6389,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6390,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6391,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6392,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6393,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6394,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6395,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6396,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
6397,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
6398,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6399,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6400,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6401,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6402,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6403,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6404,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6405,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6406,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6407,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6408,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6409,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6410,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6411,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6412,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6413,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6414,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6415,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6416,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6417,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6418,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6419,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6420,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6421,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
6422,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6423,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6424,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6425,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6426,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6427,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6428,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6429,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6430,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6431,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6432,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6433,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6434,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6435,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6436,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6437,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6438,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6439,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6440,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6441,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6442,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6443,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6444,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6445,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6446,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6447,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6448,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6449,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6450,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6451,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6452,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
6453,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6454,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
6455,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6456,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6457,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
6458,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6459,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6460,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6461,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6462,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6463,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6464,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6465,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6466,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6467,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6468,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6469,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6470,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6471,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6472,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6473,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6474,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6475,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6476,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6477,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6478,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6479,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6480,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
6481,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6482,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6483,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6484,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6485,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6486,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6487,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6488,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6489,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6490,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6491,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6492,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
6493,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6494,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6495,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6496,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
6497,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
6498,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6499,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6500,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
6501,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
6502,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6503,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6504,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
6505,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
6506,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6507,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
6508,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6509,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6510,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6511,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6512,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
6513,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
6514,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6515,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6516,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6517,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6518,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6519,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6520,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6521,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
6522,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6523,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6524,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Wetland
6525,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
6526,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6527,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
6528,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6529,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6530,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6531,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6532,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6533,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6534,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6535,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6536,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6537,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6538,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6539,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6540,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6541,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6542,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
6543,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6544,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6545,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6546,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6547,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
6548,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
6549,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
6550,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6551,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
6552,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
6553,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6554,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6555,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
6556,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6557,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6558,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
6559,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
6560,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6561,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6562,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6563,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
6564,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6565,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
6566,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
6567,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6568,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6569,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
6570,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6571,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
6572,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6573,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6574,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
6575,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6576,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6577,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6578,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
6579,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6580,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6581,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6582,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6583,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6584,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6585,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6586,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6587,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
6588,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6589,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
6590,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
6591,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6592,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6593,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6594,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6595,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6596,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6597,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6598,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6599,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6600,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6601,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6602,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6603,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
6604,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
6605,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
6606,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6607,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6608,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
6609,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6610,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6611,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6612,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
6613,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6614,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6615,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6616,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
6620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6627,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6628,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6629,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6630,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6631,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6632,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
6635,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6636,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6637,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6638,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6639,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6640,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6641,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6642,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6643,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6644,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6645,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6646,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6647,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
6648,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6649,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6650,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6651,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
6652,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6653,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6654,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6655,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6656,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6657,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
6658,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
6659,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6660,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6661,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
