Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVK_M_R
1305,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1306,NULL,Bareland,Wetland,Water,Wetland,NULL,Water,Forest
1307,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1308,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1309,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1310,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1311,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1312,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1313,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1314,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1315,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1316,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1317,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1318,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1319,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1320,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1321,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1322,NULL,Bareland,Water,Water,Water,NULL,Water,Wetland
1323,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1324,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1325,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1326,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1327,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1328,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1329,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1330,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1331,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1332,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1333,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1334,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1335,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1336,NULL,Bareland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1337,NULL,Bareland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1338,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1339,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1340,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1341,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1342,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1343,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1344,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1345,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1346,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1347,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1348,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1349,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1350,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1351,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
1352,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1353,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1354,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
1355,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1356,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
1357,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
1358,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Water
1359,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1360,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1361,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Bareland
1362,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Built-up
1363,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
1364,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1365,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
1366,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1367,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1368,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1369,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1370,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1371,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1372,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1373,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1374,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1375,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1376,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1377,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1378,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1379,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1380,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1381,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1382,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1383,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
1384,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1385,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1386,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
1387,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1388,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1389,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
1390,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1391,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1392,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1393,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1394,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1395,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1396,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1397,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
1398,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
1399,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1400,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1401,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
1402,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1403,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1404,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1405,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1406,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1407,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1408,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1409,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
1410,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1411,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1412,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1413,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
1414,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1415,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Wetland
1416,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1417,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1418,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
1419,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1420,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1421,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1422,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
1423,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1424,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
1425,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1426,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
1427,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
1428,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1429,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1430,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1431,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1432,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1433,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1434,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
1435,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1436,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
1437,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1438,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1439,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1440,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1441,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1442,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1443,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1444,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
1445,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
1446,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
1447,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
1448,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1449,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1450,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
1451,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1452,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1453,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1454,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
1455,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
1456,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1457,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1458,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1459,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1460,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
1461,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1462,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1463,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
1464,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1465,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1466,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1467,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1468,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1469,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1470,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1471,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1472,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1473,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1474,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
1475,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1476,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Built-up,Grassland
1477,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1478,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
1479,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Bareland
1480,NULL,Built-up,NULL,Water,Non_Wetland,Forest,Built-up,Water
1481,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1482,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1483,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1484,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1485,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1486,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1487,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1488,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1489,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1490,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1491,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1492,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1493,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1494,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1495,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1496,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1497,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1498,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
1499,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1500,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
1501,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1502,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1503,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1504,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1505,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
1506,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
1507,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1508,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1509,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
1510,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1511,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1512,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1513,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1514,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1515,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1516,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1517,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1518,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1519,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1520,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1521,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1522,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1523,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1524,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1525,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1526,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1527,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1528,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1529,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1530,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1531,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1532,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1533,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1534,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1535,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1536,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1537,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1538,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1539,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1540,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
1541,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1542,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Bareland
1543,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1544,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1547,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1548,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1549,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1550,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1551,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1552,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1553,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1554,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
1555,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1556,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1557,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1558,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1559,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
1560,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1561,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1562,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1563,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
1570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
1571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
1579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
1588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
1591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
1593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
1594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
1596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1599,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
1600,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1601,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1603,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1604,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1605,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1606,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1607,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1608,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1609,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1610,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1611,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Built-up
1612,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1613,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1614,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1615,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1616,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1617,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
1618,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1619,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1620,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1621,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Built-up
1622,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Forest
1623,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
